id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value
2727854435,6,1,1,0,16,bd4qakf7j0wwie8wke9km7uj8,1,41.8,0.0,2024-09-29T11:59:53.213Z,2024-09-29T11:59:57Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5252211573,140,29.8,5252211567,107,,5252211569,56,Back,5252211581,213,2.69,5252211577,141,7.6,5252211579,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854445,7,1,1,0,20,bd4qakf7j0wwie8wke9km7uj8,1,25.2,10.7,2024-09-29T11:59:56.927Z,2024-09-29T11:59:59Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5252211643,212,26.6,5252211645,213,2.05,5252211637,56,Back,5252211641,141,45.4,5252211639,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854511,8,1,1,0,26,bd4qakf7j0wwie8wke9km7uj8,0,13.0,46.6,2024-09-29T12:00:02.502Z,2024-09-29T12:00:06Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5252212073,140,76.2,5252212075,141,72.7,5252212071,56,Center,5252212069,157,,5252212081,1,,5252212077,212,68.7,5252212079,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854565,7,1,1,0,31,8cfkisxf1fkxdqtt6tx1tup48,1,17.2,25.3,2024-09-29T12:00:07.440Z,2024-09-29T12:00:28Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5252212327,141,13.5,5252212325,140,26.7,5252212323,56,Back,5252212335,213,5.61,5252212331,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854597,9,83,1,0,32,bd4qakf7j0wwie8wke9km7uj8,0,75.6,96.2,2024-09-29T12:00:08.494Z,2024-09-29T14:17:45Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5252213361,399,4m7gr5z6b40dj02yrmlwgeluc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854705,9,61,1,0,32,8cfkisxf1fkxdqtt6tx1tup48,0,20.1,1.9,2024-09-29T12:00:08.576Z,2024-09-29T12:00:26Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5252213027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854593,8,5,1,0,37,8cfkisxf1fkxdqtt6tx1tup48,0,27.2,-1.8,2024-09-29T12:00:13.560Z,2024-09-29T14:12:31Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5252213545,233,10,5252212471,347,,5252212469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854797,10,5,1,0,37,bd4qakf7j0wwie8wke9km7uj8,1,72.8,101.8,2024-09-29T12:00:13.560Z,2024-09-29T14:12:30Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5252213479,347,,5252213525,233,8,5252213477,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854875,11,1,1,0,58,bd4qakf7j0wwie8wke9km7uj8,1,80.2,100.0,2024-09-29T12:00:34.901Z,2024-09-29T12:02:46Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,1.0,,5252213817,1,,5252213809,140,90.1,5252213807,56,Center,5252224067,154,,5252213815,213,5.12,5252213813,212,26.3,5252213811,141,66.0,5252224065,210,15,5252213805,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854877,12,44,1,1,1,bd4qakf7j0wwie8wke9km7uj8,1,89.7,60.9,2024-09-29T12:00:37.983Z,2024-09-29T12:29:35Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5252213829,286,,5252213827,56,Center,5252213845,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854857,10,44,1,1,1,8cfkisxf1fkxdqtt6tx1tup48,0,10.3,39.1,2024-09-29T12:00:37.984Z,2024-09-29T12:29:35Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5252213743,285,,5252213861,233,12,5252213741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854885,13,15,1,1,1,bd4qakf7j0wwie8wke9km7uj8,1,90.5,63.6,2024-09-29T12:00:38.006Z,2024-09-29T15:44:28Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5252222555,64,,5252224109,78,,5252224127,147,58.3,5252223275,82,,5252223267,160,,5252224123,100,,5252224121,103,19,5252223269,15,,5252224129,230,99.7,5252224115,55,11,5252224125,146,94.5,5252224119,102,50.9,5252224111,29,5253817197,133,5252224113,154,5252213885,56,Center,5252224133,231,49.5,5252225025,233,11,5252223273,328,,,
2727854879,11,10,1,1,1,8cfkisxf1fkxdqtt6tx1tup48,1,5.5,41.7,2024-09-29T12:00:38.106Z,2024-09-29T15:46:52Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5252224921,94,,5252225043,233,13,5252213833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854883,12,83,1,1,4,8cfkisxf1fkxdqtt6tx1tup48,0,9.1,56.0,2024-09-29T12:00:41.297Z,2024-09-29T12:01:07Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5252215773,399,m031ocyfq011rual3olkegdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854899,14,61,1,1,5,bd4qakf7j0wwie8wke9km7uj8,1,92.6,47.4,2024-09-29T12:00:42.158Z,2024-09-29T12:05:26Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5252215721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727859675,54,1,1,1,6,bd4qakf7j0wwie8wke9km7uj8,1,86.9,27.2,2024-09-29T12:00:42.466Z,2024-09-29T15:20:40Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,1.0,,5252242071,155,,5252242837,154,,5252242069,2,,5252242075,140,95.7,5252242073,56,Center,5252242835,210,13,5252242079,212,19.7,5252242077,141,52.8,5252242081,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854927,15,13,1,1,7,bd4qakf7j0wwie8wke9km7uj8,1,94.9,51.3,2024-09-29T12:00:44.301Z,2024-09-29T15:20:56Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5252217767,29,,5252217775,102,62.9,5252214127,56,Center,5253653767,16,,5252217777,103,33.3,5252217207,15,,5252217765,73,,5252217781,231,50.5,5252217771,55,54,5252217769,154,,5252217211,328,,5252217779,230,99.3,5252217763,160,,,,,,,,,,,,,,,,,,
2727855139,13,5,1,1,9,8cfkisxf1fkxdqtt6tx1tup48,1,-0.8,42.4,2024-09-29T12:00:45.592Z,2024-09-29T14:12:31Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5252215145,56,Back,5252215147,346,,5252215215,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727854945,16,5,1,1,9,bd4qakf7j0wwie8wke9km7uj8,0,100.8,57.6,2024-09-29T12:00:45.592Z,2024-09-29T14:12:31Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5252214191,56,Center,5252214193,346,,5252215231,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855413,14,1,1,1,34,8cfkisxf1fkxdqtt6tx1tup48,0,4.1,41.6,2024-09-29T12:01:10.720Z,2024-09-29T12:01:18Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5252216559,213,6.19,5252216565,74,,5252216557,212,69.8,5252216549,124,,5252216561,1,,5252216551,56,Center,5252216555,141,31.8,5252216553,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855379,17,44,1,1,39,bd4qakf7j0wwie8wke9km7uj8,1,30.7,60.6,2024-09-29T12:01:15.925Z,2024-09-29T12:29:36Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5252216687,233,15,5252216395,285,,5252216393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855415,15,44,1,1,39,8cfkisxf1fkxdqtt6tx1tup48,0,69.3,39.4,2024-09-29T12:01:15.926Z,2024-09-29T14:17:42Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5252216577,286,,5252216723,233,17,5252216575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855419,18,1,1,1,39,bd4qakf7j0wwie8wke9km7uj8,1,32.2,47.9,2024-09-29T12:01:16.212Z,2024-09-29T12:01:18Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5252216603,140,48.0,5252216611,212,16.6,5252216607,141,49.1,5252216599,56,Back,5252216597,3,,5252216613,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855429,19,44,1,1,41,bd4qakf7j0wwie8wke9km7uj8,1,42.8,55.7,2024-09-29T12:01:17.909Z,2024-09-29T12:29:36Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5252216669,285,,5252216859,233,16,5252216667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855447,16,44,1,1,41,8cfkisxf1fkxdqtt6tx1tup48,0,57.2,44.3,2024-09-29T12:01:17.910Z,2024-09-29T14:17:39Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5252216867,233,19,5252216791,286,,5252216787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855449,20,1,1,1,41,bd4qakf7j0wwie8wke9km7uj8,1,46.1,49.1,2024-09-29T12:01:18.084Z,2024-09-29T14:17:23Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5252216807,140,53.2,5252216809,141,22.1,5252216803,168,,5252216811,212,19.8,5252216805,56,Center,5252216813,213,5.10,5252216801,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855499,17,4,1,1,46,8cfkisxf1fkxdqtt6tx1tup48,1,42.6,85.2,2024-09-29T12:01:22.987Z,2024-09-29T12:01:27Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5252217199,56,Back,5252217225,233,21,5252217197,13,,5252217205,286,,5252217203,265,,5252217201,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855495,21,4,1,1,46,bd4qakf7j0wwie8wke9km7uj8,0,57.4,14.8,2024-09-29T12:01:22.988Z,2024-09-29T12:01:27Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5252217139,265,,5252217143,285,,5252217127,13,,5252217245,233,17,5252217131,56,Right,5252217135,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855845,18,1,1,2,6,8cfkisxf1fkxdqtt6tx1tup48,1,43.7,82.9,2024-09-29T12:01:42.551Z,2024-09-29T12:01:48Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5252218849,212,40.3,5252218847,141,30.6,5252218853,1,,5252218841,152,,5252218839,5,,5252218851,213,4.22,5252218843,56,Back,5252218845,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855905,19,1,1,2,11,8cfkisxf1fkxdqtt6tx1tup48,1,33.6,29.7,2024-09-29T12:01:48.096Z,2024-09-29T12:01:51Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5252219113,56,Back,5252219121,213,1.78,5252219117,141,70.3,5252219115,140,28.0,5252219119,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855941,20,1,1,2,15,8cfkisxf1fkxdqtt6tx1tup48,1,28.0,70.6,2024-09-29T12:01:51.432Z,2024-09-29T12:01:54Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5252219273,140,54.2,5252219275,141,56.9,5252219271,56,Center,5252219277,212,29.0,5252219279,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856013,21,1,1,2,17,8cfkisxf1fkxdqtt6tx1tup48,1,54.2,56.9,2024-09-29T12:01:54.384Z,2024-09-29T12:01:59Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5252219627,56,Back,5252219633,212,21.9,5252219635,213,2.49,5252219629,140,37.6,5252219631,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727855975,22,83,1,2,20,bd4qakf7j0wwie8wke9km7uj8,0,64.9,9.5,2024-09-29T12:01:56.788Z,2024-09-29T12:02:01Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5252219809,399,5nved2kta2hk8103hkyhq33hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856035,22,1,1,2,22,8cfkisxf1fkxdqtt6tx1tup48,1,39.8,86.3,2024-09-29T12:01:59.143Z,2024-09-29T12:02:00Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5252219745,212,19.5,5252219747,213,3.51,5252219743,141,76.0,5252219739,56,Back,5252219741,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856091,23,1,1,2,23,8cfkisxf1fkxdqtt6tx1tup48,1,22.5,76.0,2024-09-29T12:02:00.256Z,2024-09-29T12:02:03Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5252220025,141,44.2,5252220033,213,4.29,5252220029,212,23.7,5252220021,140,13.2,5252220017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856123,24,1,1,2,27,8cfkisxf1fkxdqtt6tx1tup48,1,19.4,44.5,2024-09-29T12:02:03.640Z,2024-09-29T12:02:05Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5252220155,56,Back,5252220157,140,30.1,5252220161,212,29.0,5252220159,141,5.2,5252220163,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856307,27,1,1,2,30,8cfkisxf1fkxdqtt6tx1tup48,1,38.2,12.3,2024-09-29T12:02:07.336Z,2024-09-29T12:02:16Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5252221043,212,26.6,5252221045,213,2.75,5252221037,56,Back,5252221041,141,27.3,5252221039,140,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856381,28,1,1,2,39,8cfkisxf1fkxdqtt6tx1tup48,1,35.1,26.8,2024-09-29T12:02:16.007Z,2024-09-29T12:02:19Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5252221405,213,2.44,5252221399,141,45.5,5252221403,212,19.7,5252221395,140,20.8,5252221389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856435,29,1,1,2,43,8cfkisxf1fkxdqtt6tx1tup48,1,23.9,41.5,2024-09-29T12:02:19.815Z,2024-09-29T12:02:22Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5252221687,56,Back,5252221689,140,32.5,5252221691,141,18.6,5252221695,213,5.24,5252221693,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856629,30,1,1,2,45,8cfkisxf1fkxdqtt6tx1tup48,1,32.5,18.6,2024-09-29T12:02:22.384Z,2024-09-29T12:02:32Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5252222659,141,83.8,5252222663,213,0.84,5252222665,1,,5252222657,140,70.4,5252222661,212,59.6,5252222651,155,,5252222655,56,Left,5252222653,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856641,31,61,1,2,55,8cfkisxf1fkxdqtt6tx1tup48,0,69.0,89.1,2024-09-29T12:02:32.007Z,2024-09-29T12:59:44Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5252222711,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856659,32,43,1,2,57,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-09-29T12:02:33.439Z,2024-09-29T12:59:43Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5252222843,56,Left,5252566913,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856783,25,5,1,2,57,bd4qakf7j0wwie8wke9km7uj8,1,40.0,-1.6,2024-09-29T12:02:33.516Z,2024-09-29T12:56:56Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5252223475,347,,5252223473,56,Back,5252223539,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856679,33,5,1,2,57,8cfkisxf1fkxdqtt6tx1tup48,0,60.0,101.6,2024-09-29T12:02:33.516Z,2024-09-29T14:12:32Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5252223571,233,25,5252222923,56,Left,5252222925,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856895,26,1,1,3,3,bd4qakf7j0wwie8wke9km7uj8,1,39.4,0.0,2024-09-29T12:02:39.861Z,2024-09-29T12:02:46Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5252224079,213,2.50,5252224077,212,17.0,5252224069,107,,5252224071,56,Back,5252224075,141,13.4,5252224073,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727856949,27,1,1,3,9,bd4qakf7j0wwie8wke9km7uj8,0,29.1,32.1,2024-09-29T12:02:46.131Z,2024-09-29T12:02:49Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5252224369,1,,5252224355,56,Center,5252224365,212,45.7,5252224367,213,6.14,5252224359,140,72.2,5252224351,155,,5252224363,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727857059,35,1,1,3,14,8cfkisxf1fkxdqtt6tx1tup48,1,21.6,86.6,2024-09-29T12:02:51.231Z,2024-09-29T12:02:54Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5252224883,212,21.2,5252224879,140,41.1,5252224885,213,6.03,5252224877,56,Back,5252224881,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
