id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2815299273,9,1,1,0,14,bd4qakf7j0wwie8wke9km7uj8,1,43.6,96.8,2025-05-16T16:59:25.662Z,2025-05-16T16:59:28Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730267965,212,12.5,5730267961,140,53.9,5730267967,213,5.75,5730267963,141,87.5,5730267959,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299275,10,1,1,0,17,bd4qakf7j0wwie8wke9km7uj8,1,54.0,87.5,2025-05-16T16:59:28.758Z,2025-05-16T19:03:37Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5730267987,140,69.2,5730267991,212,16.3,5730267989,141,92.0,5730267985,56,Left,5730267993,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299285,11,1,1,0,20,bd4qakf7j0wwie8wke9km7uj8,1,79.9,75.0,2025-05-16T16:59:32.110Z,2025-05-16T16:59:35Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5730268057,212,19.3,5730268053,140,74.1,5730268059,213,4.39,5730268055,141,48.1,5730268051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299295,12,1,1,0,24,bd4qakf7j0wwie8wke9km7uj8,1,72.9,46.9,2025-05-16T16:59:35.478Z,2025-05-16T16:59:40Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5730268115,56,Center,5730268123,213,2.00,5730268121,212,9.3,5730268119,141,59.4,5730268117,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299299,13,1,1,0,28,bd4qakf7j0wwie8wke9km7uj8,1,68.1,61.5,2025-05-16T16:59:40.158Z,2025-05-16T17:25:10Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730268145,56,Center,5730268153,213,5.03,5730268149,141,38.2,5730268151,212,16.7,5730268147,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299307,14,1,1,0,29,bd4qakf7j0wwie8wke9km7uj8,1,73.1,38.2,2025-05-16T16:59:41.022Z,2025-05-16T16:59:42Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730268183,213,1.88,5730268175,56,Center,5730268179,141,53.6,5730268181,212,11.0,5730268177,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299313,15,1,1,0,30,bd4qakf7j0wwie8wke9km7uj8,1,69.9,53.6,2025-05-16T16:59:41.941Z,2025-05-16T16:59:43Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730268207,56,Center,5730268213,212,15.6,5730268209,140,72.0,5730268211,141,30.9,5730268215,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299319,16,1,1,0,31,bd4qakf7j0wwie8wke9km7uj8,1,72.0,30.9,2025-05-16T16:59:42.910Z,2025-05-16T19:03:37Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730268231,212,20.9,5730268227,140,81.7,5730268225,56,Right,5730268229,141,4.1,5730268233,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299327,17,1,1,0,35,bd4qakf7j0wwie8wke9km7uj8,1,86.2,8.5,2025-05-16T16:59:46.638Z,2025-05-16T16:59:50Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730268299,140,69.6,5730268297,56,Right,5730268303,212,18.8,5730268305,213,2.76,5730268301,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299341,18,1,1,0,38,bd4qakf7j0wwie8wke9km7uj8,1,69.9,16.1,2025-05-16T16:59:49.830Z,2025-05-16T16:59:53Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730268369,213,3.86,5730268367,212,7.8,5730268365,141,8.5,5730268361,56,Right,5730268363,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299357,19,1,1,0,42,bd4qakf7j0wwie8wke9km7uj8,1,64.3,6.4,2025-05-16T16:59:53.694Z,2025-05-16T16:59:58Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730268435,141,40.4,5730268439,213,2.54,5730268441,1,,5730268431,56,Back,5730268437,212,41.0,5730268433,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299363,20,1,1,0,47,bd4qakf7j0wwie8wke9km7uj8,1,33.6,43.4,2025-05-16T16:59:58.542Z,2025-05-16T17:00:01Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5730268479,213,2.65,5730268475,141,56.1,5730268471,56,Back,5730268477,212,18.2,5730268473,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299375,21,1,1,0,50,bd4qakf7j0wwie8wke9km7uj8,1,20.8,63.0,2025-05-16T17:00:01.382Z,2025-05-16T17:00:05Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5730268543,141,91.1,5730268545,212,47.8,5730268541,140,62.5,5730268537,157,,5730268547,213,0.41,5730268539,56,Left,5730268549,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299377,22,44,1,0,54,bd4qakf7j0wwie8wke9km7uj8,1,63.6,84.8,2025-05-16T17:00:05.358Z,2025-05-16T19:11:23Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730268559,286,,5730268609,233,3,5730268557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299379,3,44,1,0,54,aqtkb4mgrz8c6iqfufj6qjbv9,0,36.4,15.2,2025-05-16T17:00:05.359Z,2025-05-16T19:11:24Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730268565,56,Back,5730268613,233,22,5730268567,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299383,23,1,1,0,54,bd4qakf7j0wwie8wke9km7uj8,0,62.5,91.1,2025-05-16T17:00:05.942Z,2025-05-16T19:04:05Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730268587,140,64.0,5730268591,212,4.1,5730268583,3,,5730268585,56,Left,5730268589,141,85.6,5730268593,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299389,4,1,1,0,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,33.5,29.7,2025-05-16T17:00:07.398Z,2025-05-16T19:26:13Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730268637,213,0.04,5730268629,56,Back,5730268633,141,30.4,5730268639,1,,5730268635,212,12.5,5730268627,157,,5730268631,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299401,24,61,1,0,59,bd4qakf7j0wwie8wke9km7uj8,0,56.7,80.6,2025-05-16T17:00:10.581Z,2025-05-16T17:00:10Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5730268721,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299413,6,1,1,1,2,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.4,22.1,2025-05-16T17:00:13.238Z,2025-05-16T19:26:10Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730268815,212,28.4,5730268811,140,77.4,5730268809,56,Center,5730268817,213,0.62,5730268813,141,46.3,5730268807,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299435,26,1,1,1,7,bd4qakf7j0wwie8wke9km7uj8,1,19.0,34.9,2025-05-16T17:00:18.766Z,2025-05-16T17:00:23Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730268927,141,5.0,5730268929,212,24.5,5730268931,213,5.31,5730268923,56,Back,5730268925,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299443,27,1,1,1,11,bd4qakf7j0wwie8wke9km7uj8,1,34.9,4.4,2025-05-16T17:00:22.814Z,2025-05-16T17:00:24Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730268967,140,38.2,5730268973,213,1.32,5730268969,141,24.7,5730268965,56,Back,5730268971,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299455,28,1,1,1,12,bd4qakf7j0wwie8wke9km7uj8,1,38.2,24.7,2025-05-16T17:00:23.773Z,2025-05-16T17:00:28Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730269043,56,Back,5730269051,213,3.58,5730269045,140,27.7,5730269047,141,17.1,5730269049,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299473,29,1,1,1,16,bd4qakf7j0wwie8wke9km7uj8,1,29.4,17.9,2025-05-16T17:00:27.918Z,2025-05-16T17:00:32Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730269163,213,1.19,5730269161,212,10.6,5730269157,141,32.4,5730269155,140,33.2,5730269153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299477,30,1,1,1,21,bd4qakf7j0wwie8wke9km7uj8,0,33.3,33.0,2025-05-16T17:00:32.453Z,2025-05-16T17:00:34Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730269185,155,,5730269193,212,46.4,5730269195,213,0.54,5730269191,141,67.8,5730269197,1,,5730269189,140,71.3,5730269187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299567,7,12,1,1,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.2,39.4,2025-05-16T17:00:35.358Z,2025-05-16T19:26:04Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730269713,213,5.91,5730269707,140,40.8,5730269705,56,Back,5730269711,212,12.0,5730269709,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299505,31,1,1,1,25,bd4qakf7j0wwie8wke9km7uj8,1,67.0,71.1,2025-05-16T17:00:36.293Z,2025-05-16T19:04:48Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5730269337,141,43.1,5730269333,56,Center,5730269335,140,73.1,5730269339,212,20.1,5730269341,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299513,32,1,1,1,28,bd4qakf7j0wwie8wke9km7uj8,1,73.1,43.1,2025-05-16T17:00:39.934Z,2025-05-16T17:00:41Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5730269389,213,4.76,5730269387,212,10.8,5730269381,56,Center,5730269385,141,27.3,5730269383,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299535,33,1,1,1,30,bd4qakf7j0wwie8wke9km7uj8,1,74.7,25.2,2025-05-16T17:00:41.686Z,2025-05-16T17:00:46Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5730269513,140,92.2,5730269515,141,6.8,5730269511,56,Right,5730269523,213,5.69,5730269519,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299543,34,1,1,1,35,bd4qakf7j0wwie8wke9km7uj8,1,93.6,15.5,2025-05-16T17:00:46.270Z,2025-05-16T17:00:48Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730269565,213,2.50,5730269557,56,Center,5730269561,141,34.0,5730269559,140,77.4,5730269563,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299549,35,1,1,1,37,bd4qakf7j0wwie8wke9km7uj8,1,76.3,31.3,2025-05-16T17:00:48.565Z,2025-05-16T17:00:49Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730269605,213,0.74,5730269597,56,Center,5730269601,141,40.4,5730269599,140,82.8,5730269603,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299551,36,1,1,1,38,bd4qakf7j0wwie8wke9km7uj8,1,82.8,40.4,2025-05-16T17:00:49.510Z,2025-05-16T17:32:19Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5730269617,213,4.33,5730269613,141,32.7,5730269615,212,5.6,5730269611,140,80.8,5730269609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299565,37,1,1,1,38,bd4qakf7j0wwie8wke9km7uj8,1,80.8,32.7,2025-05-16T17:00:50.085Z,2025-05-16T17:00:52Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730269693,141,44.3,5730269689,56,Center,5730269697,213,0.81,5730269691,140,88.0,5730269695,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299573,38,1,1,1,40,bd4qakf7j0wwie8wke9km7uj8,1,88.0,44.3,2025-05-16T17:00:52.149Z,2025-05-16T17:00:53Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5730269733,140,88.8,5730269737,212,7.5,5730269731,56,Center,5730269739,213,4.83,5730269735,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299575,39,1,1,1,41,bd4qakf7j0wwie8wke9km7uj8,0,91.5,33.4,2025-05-16T17:00:52.879Z,2025-05-16T19:05:23Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730269753,236,,5730269745,140,91.9,5730269743,56,Center,5730269755,233,8,5730269751,213,1.42,5730269749,212,2.9,5730269759,286,,5730269747,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299571,8,74,1,1,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,10.3,63.0,2025-05-16T17:00:52.880Z,2025-05-16T19:26:09Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730269729,285,,5730269813,233,39,5730269727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299593,40,1,1,1,44,bd4qakf7j0wwie8wke9km7uj8,1,92.5,15.0,2025-05-16T17:00:55.773Z,2025-05-16T17:00:57Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730269827,141,9.4,5730269829,212,8.5,5730269831,213,3.61,5730269823,56,Right,5730269825,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299603,41,1,1,1,46,bd4qakf7j0wwie8wke9km7uj8,1,84.7,9.5,2025-05-16T17:00:57.357Z,2025-05-16T17:01:01Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5730269891,140,76.9,5730269895,212,12.0,5730269893,141,22.4,5730269889,56,Center,5730269897,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299607,42,1,1,1,49,bd4qakf7j0wwie8wke9km7uj8,1,76.9,22.4,2025-05-16T17:01:01.005Z,2025-05-16T19:05:36Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5730269917,140,93.9,5730269919,141,7.1,5730269921,212,20.7,5730269915,56,Right,5730269923,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299613,43,1,1,1,50,bd4qakf7j0wwie8wke9km7uj8,0,94.2,7.0,2025-05-16T17:01:02.109Z,2025-05-16T17:01:03Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730269943,56,Center,5730269947,141,38.8,5730269951,213,1.73,5730269941,155,,5730269949,212,21.9,5730269939,2,,5730269945,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299641,9,12,1,1,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.7,61.1,2025-05-16T17:01:03.590Z,2025-05-16T19:26:11Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730270111,212,21.5,5730270105,56,Back,5730270109,141,92.1,5730270113,213,1.36,5730270107,140,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299637,44,3,1,1,56,bd4qakf7j0wwie8wke9km7uj8,0,87.9,6.2,2025-05-16T17:01:07.373Z,2025-05-16T19:10:56Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730270137,286,,5730270079,56,Right,5730395077,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299643,10,7,1,1,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.1,93.8,2025-05-16T17:01:07.374Z,2025-05-16T19:10:56Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730395063,233,44,5730270117,56,Back,5730394881,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322963,318,1,1,1,57,bd4qakf7j0wwie8wke9km7uj8,1,59.5,29.5,2025-05-16T17:01:08.730Z,2025-05-16T17:35:31Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5730400743,141,26.0,5730400747,213,3.33,5730400741,140,47.3,5730400745,212,13.0,5730400739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299655,45,1,1,1,59,bd4qakf7j0wwie8wke9km7uj8,1,76.1,7.9,2025-05-16T17:01:10.445Z,2025-05-16T17:01:11Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730270187,213,1.66,5730270179,56,Right,5730270183,141,16.1,5730270185,212,5.6,5730270181,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299671,46,1,1,2,0,bd4qakf7j0wwie8wke9km7uj8,1,75.6,16.1,2025-05-16T17:01:11.509Z,2025-05-16T19:06:02Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5730270249,140,59.1,5730270253,212,20.8,5730270247,56,Center,5730270251,141,33.0,5730270255,213,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299697,47,1,1,2,5,bd4qakf7j0wwie8wke9km7uj8,1,53.7,38.6,2025-05-16T17:01:16.525Z,2025-05-16T17:01:19Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730270375,212,24.7,5730270369,56,Back,5730270371,140,41.0,5730270377,213,2.14,5730270373,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299753,48,1,1,2,7,bd4qakf7j0wwie8wke9km7uj8,1,38.8,76.9,2025-05-16T17:01:18.829Z,2025-05-16T17:01:25Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5730270641,213,3.85,5730270639,212,26.0,5730270635,140,19.9,5730270633,56,Back,5730270637,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
