id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2720161335,40,1,1,0,9,b8oqgvx1ijeyn6y1cn6929ix4,1,63.7,44.0,2024-09-14T17:01:15.843Z,2024-09-14T17:04:56Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5210150197,212,16.3,5210150199,213,4.24,5210150169,56,Center,5210150183,140,56.6,5210150195,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720158815,6,1,1,0,10,b8oqgvx1ijeyn6y1cn6929ix4,1,57.6,30.3,2024-09-14T17:01:16.863Z,2024-09-14T17:05:10Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210129027,56,Back,5210129035,213,3.19,5210129031,141,28.9,5210129029,140,38.6,5210129033,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720158905,7,1,1,0,13,b8oqgvx1ijeyn6y1cn6929ix4,1,37.1,28.3,2024-09-14T17:01:19.992Z,2024-09-14T17:01:24Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210129441,1,,5210129433,212,38.1,5210129427,56,Right,5210129429,140,71.7,5210129437,213,5.98,5210129425,155,,5210129431,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720158907,8,44,1,0,16,b8oqgvx1ijeyn6y1cn6929ix4,1,78.5,13.5,2024-09-14T17:01:23.258Z,2024-09-14T19:07:05Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210129453,286,,5210129451,56,Right,5210129541,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720158875,5,44,1,0,16,8cfkisxf1fkxdqtt6tx1tup48,0,21.5,86.5,2024-09-14T17:01:23.259Z,2024-09-14T19:07:06Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5210129321,285,,5210129585,233,8,5210129319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720158941,9,1,1,0,16,b8oqgvx1ijeyn6y1cn6929ix4,0,71.7,11.4,2024-09-14T17:01:23.727Z,2024-09-14T17:05:58Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210129635,141,24.3,5210129629,3,,5210129633,140,85.7,5210129631,56,Center,5210129639,213,0.54,5210129637,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720158961,7,1,1,0,20,8cfkisxf1fkxdqtt6tx1tup48,1,6.6,67.6,2024-09-14T17:01:26.812Z,2024-09-14T17:01:33Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5210129785,213,5.06,5210129779,140,13.9,5210129829,287,,5210129783,212,22.8,5210129777,56,Back,5210129775,123,,5210129781,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159075,8,1,1,0,26,8cfkisxf1fkxdqtt6tx1tup48,1,13.0,27.7,2024-09-14T17:01:32.819Z,2024-09-14T17:01:34Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5210130399,140,45.7,5210130411,1,,5210130403,212,35.9,5210130397,56,Back,5210130407,213,0.30,5210130395,155,,5210130401,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159083,9,61,1,0,27,8cfkisxf1fkxdqtt6tx1tup48,0,45.7,43.1,2024-09-14T17:01:34.372Z,2024-09-14T17:06:48Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5210130457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159171,11,1,1,0,30,b8oqgvx1ijeyn6y1cn6929ix4,1,68.2,53.4,2024-09-14T17:01:37.724Z,2024-09-14T17:01:39Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210130949,140,73.8,5210130947,56,Center,5210130951,141,40.7,5210130955,213,5.31,5210130953,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159157,10,83,1,0,32,8cfkisxf1fkxdqtt6tx1tup48,0,25.2,62.7,2024-09-14T17:01:38.819Z,2024-09-14T17:01:43Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5210131251,399,dyzzo6n83rg4fpvmqqa69moes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159199,12,1,1,0,32,b8oqgvx1ijeyn6y1cn6929ix4,1,73.8,40.7,2024-09-14T17:01:39.520Z,2024-09-14T17:01:41Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210131091,141,9.1,5210131087,140,74.0,5210131093,212,21.5,5210131085,56,Right,5210131095,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159217,13,1,1,0,34,b8oqgvx1ijeyn6y1cn6929ix4,1,74.6,6.2,2024-09-14T17:01:41.488Z,2024-09-14T17:01:43Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210131217,140,92.6,5210131219,141,15.5,5210131221,212,19.9,5210131223,213,0.32,5210131215,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159671,14,1,1,0,37,b8oqgvx1ijeyn6y1cn6929ix4,0,95.0,16.8,2024-09-14T17:01:44.040Z,2024-09-14T19:42:18Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210133609,140,94.8,5210133615,213,1.58,5210133607,56,Center,5210133613,212,25.1,5210133611,141,53.7,5210133603,2,,5210133605,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720168875,86,12,1,0,38,8cfkisxf1fkxdqtt6tx1tup48,1,3.7,53.0,2024-09-14T17:01:45.665Z,2024-09-14T19:42:13Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5210193843,212,37.5,5210193831,56,Back,5210193847,213,6.03,5210193841,141,39.3,5210193837,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161327,39,15,1,0,38,b8oqgvx1ijeyn6y1cn6929ix4,1,86.9,57.6,2024-09-14T17:01:45.666Z,2024-09-14T19:44:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5210965471,102,49.2,5210180585,56,Center,5210959969,20,,5210965485,231,50.5,5210965483,230,98.9,5210958975,17,,5210959973,82,,5210958973,22,,5210965469,78,5210965479,146,88.9,5210965477,458,5210965475,328,5210965513,233,85,5210965481,147,56.3,5210965473,103,19,,,,,,,,,,,,,
2720168867,85,10,1,0,38,8cfkisxf1fkxdqtt6tx1tup48,1,11.1,43.7,2024-09-14T17:01:45.766Z,2024-09-14T19:41:58Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5210965549,233,39,5210191243,56,Back,5210963603,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159629,11,79,1,0,41,8cfkisxf1fkxdqtt6tx1tup48,0,0.0,0.0,2024-09-14T17:01:47.856Z,2024-09-14T17:16:34Z,,,,,5210133351,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159681,15,79,1,0,49,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-14T17:01:56.347Z,2024-09-14T17:16:49Z,,,,,5210133647,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161339,41,1,1,0,52,b8oqgvx1ijeyn6y1cn6929ix4,1,52.1,11.1,2024-09-14T17:01:59.026Z,2024-09-14T17:12:41Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210205715,212,19.8,5210205709,56,Right,5210205713,141,4.5,5210205711,140,70.5,5210205717,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161351,42,1,1,0,53,b8oqgvx1ijeyn6y1cn6929ix4,1,69.9,8.6,2024-09-14T17:02:00.197Z,2024-09-14T17:12:47Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210206437,141,6.8,5210206439,212,12.8,5210206441,213,3.24,5210206433,56,Right,5210206435,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161357,43,1,1,0,53,b8oqgvx1ijeyn6y1cn6929ix4,1,57.7,9.4,2024-09-14T17:02:00.394Z,2024-09-14T17:12:53Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210207083,141,21.7,5210207079,56,Center,5210207085,212,11.5,5210207087,213,0.82,5210207081,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161381,45,1,1,0,54,b8oqgvx1ijeyn6y1cn6929ix4,1,68.8,14.6,2024-09-14T17:02:01.755Z,2024-09-14T17:13:08Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210208885,212,13.8,5210208883,141,31.5,5210208879,56,Center,5210208881,140,61.5,5210208887,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161367,44,1,1,0,57,b8oqgvx1ijeyn6y1cn6929ix4,1,58.5,20.3,2024-09-14T17:02:04.570Z,2024-09-14T17:13:16Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210209561,140,50.0,5210209567,213,1.99,5210209559,56,Center,5210209565,212,22.1,5210209563,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161391,46,1,1,0,58,b8oqgvx1ijeyn6y1cn6929ix4,1,56.3,87.1,2024-09-14T17:02:04.946Z,2024-09-14T17:13:58Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210213693,141,90.4,5210213695,212,17.5,5210213697,213,0.13,5210213689,56,Left,5210213691,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720161401,47,1,1,1,2,b8oqgvx1ijeyn6y1cn6929ix4,1,73.1,90.6,2024-09-14T17:02:09.138Z,2024-09-14T17:14:04Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5210214257,212,20.1,5210214253,140,65.2,5210214259,213,4.29,5210214251,56,Center,5210214255,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159853,16,1,1,1,13,b8oqgvx1ijeyn6y1cn6929ix4,1,52.4,89.6,2024-09-14T17:02:19.897Z,2024-09-14T17:02:22Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210134487,140,34.8,5210134491,212,32.5,5210134489,141,50.3,5210134485,56,Back,5210134493,213,4.11,5210134495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159909,17,1,1,1,16,b8oqgvx1ijeyn6y1cn6929ix4,1,34.8,50.3,2024-09-14T17:02:22.777Z,2024-09-14T17:02:27Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210134789,140,39.3,5210134795,213,5.00,5210134791,141,26.6,5210134787,56,Back,5210134793,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159971,18,1,1,1,20,b8oqgvx1ijeyn6y1cn6929ix4,1,47.8,28.3,2024-09-14T17:02:27.016Z,2024-09-14T17:02:31Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210135201,196,,5210135199,155,,5210135207,140,79.2,5210135215,212,53.5,5210135205,56,Left,5210135219,213,0.91,5210135211,141,90.3,5210135221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159977,19,44,1,1,24,b8oqgvx1ijeyn6y1cn6929ix4,1,77.6,62.8,2024-09-14T17:02:31.338Z,2024-09-14T19:07:06Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5210135255,56,Center,5210135325,233,12,5210135257,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720159981,12,44,1,1,24,8cfkisxf1fkxdqtt6tx1tup48,0,22.4,37.2,2024-09-14T17:02:31.339Z,2024-09-14T19:07:06Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5210135281,56,Back,5210135375,233,19,5210135283,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160005,20,1,1,1,24,b8oqgvx1ijeyn6y1cn6929ix4,1,79.2,90.3,2024-09-14T17:02:31.713Z,2024-09-14T17:02:34Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5210135481,213,4.10,5210135475,140,68.8,5210135473,56,Center,5210135471,3,,5210135477,141,67.2,5210135479,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160013,21,1,1,1,27,b8oqgvx1ijeyn6y1cn6929ix4,1,68.8,67.2,2024-09-14T17:02:34.193Z,2024-09-14T17:17:34Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210135587,213,1.19,5210135581,140,71.9,5210135583,141,79.1,5210135579,56,Left,5210135585,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160041,22,1,1,1,28,b8oqgvx1ijeyn6y1cn6929ix4,1,71.9,79.1,2024-09-14T17:02:35.753Z,2024-09-14T17:02:37Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5210135729,140,55.1,5210135735,212,17.8,5210135727,56,Left,5210135731,141,82.1,5210135739,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160015,13,83,1,1,29,8cfkisxf1fkxdqtt6tx1tup48,0,32.6,36.6,2024-09-14T17:02:35.940Z,2024-09-14T17:02:38Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5210135929,399,8ewvm6ux4yvpwgrzjkc1chqwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160057,23,1,1,1,30,b8oqgvx1ijeyn6y1cn6929ix4,1,57.4,83.7,2024-09-14T17:02:37.161Z,2024-09-14T17:17:42Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210135877,212,18.3,5210135879,213,0.35,5210135873,140,73.8,5210135871,56,Left,5210135875,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160109,24,1,1,1,32,b8oqgvx1ijeyn6y1cn6929ix4,1,70.5,93.6,2024-09-14T17:02:39.698Z,2024-09-14T17:17:46Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5210136209,212,18.4,5210136213,213,3.73,5210136201,56,Center,5210136203,140,55.9,5210136205,141,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160239,25,1,1,1,35,b8oqgvx1ijeyn6y1cn6929ix4,1,56.4,79.1,2024-09-14T17:02:41.793Z,2024-09-14T17:02:51Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210136947,1,,5210136935,196,,5210136933,155,,5210136941,141,5.6,5210136943,212,51.5,5210136937,56,Right,5210136945,213,4.96,5210136939,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160269,26,1,1,1,44,b8oqgvx1ijeyn6y1cn6929ix4,1,92.9,4.3,2024-09-14T17:02:51.394Z,2024-09-14T17:17:50Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210137159,140,81.0,5210137163,212,12.6,5210137157,56,Right,5210137161,141,6.1,5210137165,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160385,27,1,1,1,46,b8oqgvx1ijeyn6y1cn6929ix4,1,81.0,6.1,2024-09-14T17:02:53.409Z,2024-09-14T17:02:58Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210137735,212,12.5,5210137729,56,Right,5210137733,141,21.1,5210137731,140,74.2,5210137737,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160413,28,1,1,1,53,b8oqgvx1ijeyn6y1cn6929ix4,1,79.5,22.7,2024-09-14T17:02:59.993Z,2024-09-14T17:18:15Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210137885,140,95.6,5210137887,141,26.2,5210137891,213,0.14,5210137889,212,17.1,5210137883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160429,29,1,1,1,53,b8oqgvx1ijeyn6y1cn6929ix4,1,95.6,26.2,2024-09-14T17:03:00.745Z,2024-09-14T17:18:38Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5210137961,212,7.3,5210137957,140,94.4,5210137959,141,15.7,5210137955,56,Right,5210137963,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160441,30,1,1,1,54,b8oqgvx1ijeyn6y1cn6929ix4,0,94.4,15.7,2024-09-14T17:03:00.929Z,2024-09-14T17:18:40Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210138071,140,98.4,5210138069,56,Center,5210138077,213,1.38,5210138075,212,21.8,5210138073,141,47.2,5210138065,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160711,14,12,1,1,54,8cfkisxf1fkxdqtt6tx1tup48,1,4.7,46.0,2024-09-14T17:03:01.205Z,2024-09-14T17:03:17Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5210139573,213,0.65,5210139565,56,Back,5210139571,212,31.2,5210139567,140,28.3,5210139569,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160549,31,1,1,1,59,b8oqgvx1ijeyn6y1cn6929ix4,1,64.0,19.7,2024-09-14T17:03:05.954Z,2024-09-14T17:19:42Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210138733,56,Center,5210138741,213,0.97,5210138735,140,69.7,5210138737,141,32.6,5210138739,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720160623,32,1,1,2,3,b8oqgvx1ijeyn6y1cn6929ix4,1,71.0,38.8,2024-09-14T17:03:10.443Z,2024-09-14T17:19:05Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210139047,140,89.0,5210139051,212,31.7,5210139049,141,76.2,5210139053,213,0.93,5210139045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
