id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2703402809,5,12,1,0,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.5,62.1,2024-07-26T16:59:47.754Z,2024-07-27T12:57:57Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5117891871,212,25.7,5117891873,213,0.07,5117891867,140,48.9,5117891865,56,Back,5117891869,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402811,7,44,1,0,12,a9vw7ikerpr4cuweeeka5aneg,1,53.0,35.2,2024-07-26T16:59:50.791Z,2024-07-26T17:07:49Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5117891881,286,,5117891899,233,6,5117891879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402813,6,44,1,0,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,47.0,64.8,2024-07-26T16:59:50.792Z,2024-07-26T17:08:15Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5117891885,285,,5117891883,56,Back,5117891903,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402815,8,1,1,0,12,a9vw7ikerpr4cuweeeka5aneg,0,53.6,36.9,2024-07-26T16:59:51.136Z,2024-07-26T17:07:52Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5117891893,141,42.2,5117891897,213,0.37,5117891891,140,62.4,5117891887,3,,5117891895,212,9.9,5117891889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402817,7,1,1,0,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.3,66.3,2024-07-26T16:59:51.852Z,2024-07-26T17:07:57Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5117891909,56,Center,5117891911,140,56.9,5117891907,3,,5117891915,212,19.5,5117891917,213,0.33,5117891913,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402819,8,43,1,0,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-07-26T16:59:53.858Z,2024-07-26T17:10:12Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5117906859,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402821,9,3,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,46.8,76.6,2024-07-26T16:59:54.683Z,2024-07-27T12:58:24Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5117891931,286,,5119173347,465,,5117891981,233,9,5117891929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402823,9,7,1,0,16,a9vw7ikerpr4cuweeeka5aneg,0,53.2,23.4,2024-07-26T16:59:54.684Z,2024-07-27T12:58:21Z,dsfbfzwy3c06mu50ee89qrbsa,M. Larsen,,,5117891933,56,Center,5117891935,285,,5119173263,385,,5117891977,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405527,110,1,1,0,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.2,65.8,2024-07-26T16:59:55.826Z,2024-07-26T19:36:36Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5117908803,212,7.1,5117908797,56,Back,5117908801,141,75.4,5117908799,140,43.6,5117908805,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406201,144,83,1,0,18,a9vw7ikerpr4cuweeeka5aneg,0,58.1,21.3,2024-07-26T16:59:56.929Z,2024-07-26T19:37:33Z,dsfbfzwy3c06mu50ee89qrbsa,M. Larsen,,,5117912825,399,2tcdx5rp7vujnlid4oqqxdogk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402825,10,43,1,0,18,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-07-26T16:59:57.184Z,2024-07-26T17:12:36Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5117891973,212,11.6,5117910681,144,1,5117891967,56,Right,5117891975,213,5.27,5117891969,140,69.7,5117891971,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402827,10,1,1,0,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.4,85.0,2024-07-26T16:59:57.826Z,2024-07-26T16:59:59Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5117891993,213,2.63,5117891985,56,Back,5117891987,140,32.6,5117891989,141,91.8,5117891991,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402829,11,1,1,0,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.6,91.8,2024-07-26T16:59:59.331Z,2024-07-26T17:00:01Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5117892005,212,44.7,5117891997,157,,5117891999,56,Left,5117892001,140,74.8,5117892009,1,,5117892003,141,100.0,5117892007,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402833,11,5,1,0,22,a9vw7ikerpr4cuweeeka5aneg,1,23.8,-1.0,2024-07-26T17:00:01.163Z,2024-07-26T19:08:24Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5117892033,347,,5117892035,233,12,5117892031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402831,12,5,1,0,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,76.2,101.0,2024-07-26T17:00:01.163Z,2024-07-26T17:00:06Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5117892039,233,11,5117892011,56,Left,5117892013,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402835,12,1,1,0,27,a9vw7ikerpr4cuweeeka5aneg,1,18.7,0.0,2024-07-26T17:00:05.839Z,2024-07-27T12:59:00Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5117892051,141,35.0,5117892045,107,,5117892055,213,2.18,5117892047,56,Back,5117892049,140,2.3,5117892057,1,,5117892053,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402837,13,1,1,0,31,a9vw7ikerpr4cuweeeka5aneg,1,12.1,46.9,2024-07-26T17:00:09.807Z,2024-07-26T17:00:13Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5117892065,141,69.7,5117892061,56,Back,5117892069,213,1.17,5117892063,140,18.4,5117892067,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402839,14,1,1,0,35,a9vw7ikerpr4cuweeeka5aneg,1,20.1,68.5,2024-07-26T17:00:13.656Z,2024-07-26T17:00:17Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5117892081,213,4.84,5117892079,212,24.5,5117892077,141,32.8,5117892073,56,Back,5117892075,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402849,15,1,1,0,38,a9vw7ikerpr4cuweeeka5aneg,1,23.0,32.8,2024-07-26T17:00:17.551Z,2024-07-26T17:00:21Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5117892099,140,24.2,5117892105,213,1.51,5117892097,56,Back,5117892101,141,65.1,5117892103,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409335,194,83,1,0,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,78.6,40.9,2024-07-26T17:00:20.712Z,2024-07-26T19:37:48Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5117930137,399,4lxxyqy78jkglhv2w6crzcnsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402853,16,1,1,0,42,a9vw7ikerpr4cuweeeka5aneg,1,25.0,71.2,2024-07-26T17:00:21.398Z,2024-07-26T17:00:24Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5117892131,141,57.5,5117892135,213,3.76,5117892129,140,12.4,5117892133,212,16.2,5117892127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402857,17,1,1,0,46,a9vw7ikerpr4cuweeeka5aneg,1,11.4,55.5,2024-07-26T17:00:24.694Z,2024-07-26T17:00:27Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5117892157,141,71.8,5117892153,56,Back,5117892159,212,11.1,5117892161,213,1.47,5117892155,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402867,18,1,1,0,48,a9vw7ikerpr4cuweeeka5aneg,1,18.4,76.0,2024-07-26T17:00:27.136Z,2024-07-26T17:00:31Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5117892203,56,Back,5117892207,141,94.2,5117892211,213,0.67,5117892205,140,33.3,5117892209,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402869,19,1,1,0,52,a9vw7ikerpr4cuweeeka5aneg,1,33.3,94.2,2024-07-26T17:00:31.488Z,2024-07-26T17:18:10Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5117892217,140,17.5,5117892221,212,17.6,5117892219,141,85.6,5117892215,56,Back,5117892223,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402871,20,1,1,0,55,a9vw7ikerpr4cuweeeka5aneg,0,17.5,85.6,2024-07-26T17:00:33.799Z,2024-07-26T17:17:45Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5117892227,157,,5117892239,1,,5117892237,213,5.88,5117892229,56,Back,5117892233,141,84.4,5117892231,140,19.3,5117892275,233,13,5117892235,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402881,13,61,1,0,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.7,5.4,2024-07-26T17:00:34.050Z,2024-07-26T19:37:44Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5117892267,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402887,14,5,1,0,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,77.2,-1.6,2024-07-26T17:00:35.335Z,2024-07-26T19:08:24Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5117892549,233,21,5117892281,56,Right,5117892283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402943,21,5,1,0,56,a9vw7ikerpr4cuweeeka5aneg,1,22.8,101.6,2024-07-26T17:00:35.335Z,2024-07-26T17:01:01Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5117892541,56,Back,5117892545,233,14,5117892543,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402945,22,1,1,1,22,a9vw7ikerpr4cuweeeka5aneg,0,21.2,100.0,2024-07-26T17:01:00.695Z,2024-07-26T17:01:02Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5117892563,213,5.79,5117892557,140,36.8,5117892553,107,,5117892555,56,Back,5117892561,212,18.6,5117892559,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402953,15,1,1,1,25,aqtkb4mgrz8c6iqfufj6qjbv9,0,60.7,5.7,2024-07-26T17:01:03.745Z,2024-07-26T17:01:05Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5117892621,212,13.2,5117892613,3,,5117892617,140,60.6,5117892615,56,Center,5117892619,141,25.1,5117892623,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402957,23,61,1,1,27,a9vw7ikerpr4cuweeeka5aneg,0,37.8,77.0,2024-07-26T17:01:06.382Z,2024-07-26T19:37:47Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5117892639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402961,24,43,1,1,28,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-07-26T17:01:07.535Z,2024-07-26T17:01:13Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5117892753,144,56,5117892641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402975,17,1,1,1,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.4,33.1,2024-07-26T17:01:08.241Z,2024-07-26T17:01:55Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5117892709,213,2.91,5117892703,140,37.1,5117892707,212,21.9,5117892705,141,40.4,5117892701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402989,18,1,1,1,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.2,49.7,2024-07-26T17:01:12.130Z,2024-07-26T17:22:27Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5117892805,213,3.31,5117892799,140,14.5,5117892801,141,44.9,5117892797,56,Back,5117892803,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402995,19,1,1,1,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.5,44.7,2024-07-26T17:01:14.545Z,2024-07-26T17:01:17Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5117892851,140,25.2,5117892849,56,Back,5117892857,213,5.29,5117892853,141,19.6,5117892855,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403001,20,1,1,1,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.4,18.6,2024-07-26T17:01:17.728Z,2024-07-26T17:22:41Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5117892897,212,8.6,5117892901,213,1.13,5117892893,140,29.9,5117892895,141,30.0,5117892891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403007,21,1,1,1,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.9,32.4,2024-07-26T17:01:20.737Z,2024-07-26T17:01:23Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5117892939,212,24.0,5117892935,140,26.3,5117892941,213,1.73,5117892933,56,Back,5117892937,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403019,22,1,1,1,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.3,71.4,2024-07-26T17:01:23.320Z,2024-07-26T17:23:09Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5117893003,140,31.9,5117893007,212,16.0,5117893009,213,1.19,5117893005,141,93.3,5117893001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403031,23,1,1,1,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.6,94.0,2024-07-26T17:01:26.656Z,2024-07-26T17:01:30Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5117893055,155,,5117893061,141,68.2,5117893065,213,5.99,5117893059,140,88.5,5117893057,56,Center,5117893067,1,,5117893063,212,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403053,25,52,1,2,2,a9vw7ikerpr4cuweeeka5aneg,1,13.8,26.8,2024-07-26T17:01:40.782Z,2024-07-27T13:02:24Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5119177833,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403069,26,1,1,2,2,a9vw7ikerpr4cuweeeka5aneg,1,11.8,47.9,2024-07-26T17:01:40.862Z,2024-07-26T17:01:43Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5117893291,141,59.3,5117893287,56,Back,5117893289,140,11.6,5117893295,213,1.60,5117893293,212,7.8,5117893285,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403073,27,1,1,2,4,a9vw7ikerpr4cuweeeka5aneg,1,11.6,59.3,2024-07-26T17:01:43.575Z,2024-07-26T17:01:45Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5117893313,140,9.1,5117893317,212,9.6,5117893319,213,4.44,5117893315,141,45.7,5117893311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403083,28,1,1,2,6,a9vw7ikerpr4cuweeeka5aneg,1,9.1,45.7,2024-07-26T17:01:45.286Z,2024-07-26T17:01:47Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5117893351,140,14.5,5117893349,56,Back,5117893357,213,1.27,5117893353,141,72.6,5117893355,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403103,29,1,1,2,8,a9vw7ikerpr4cuweeeka5aneg,1,14.5,72.6,2024-07-26T17:01:46.919Z,2024-07-26T17:01:50Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5117893439,140,8.6,5117893441,141,51.9,5117893437,56,Back,5117893445,213,4.30,5117893443,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403113,30,1,1,2,11,a9vw7ikerpr4cuweeeka5aneg,1,9.3,45.8,2024-07-26T17:01:50.430Z,2024-07-26T17:01:53Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5117893491,141,28.9,5117893495,213,4.56,5117893489,140,7.6,5117893487,56,Back,5117893493,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
