id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2738904801,8,44,1,1,12,8gxd9ry2580pu1b1dd5ny9ymy,1,25.8,40.9,2024-10-26T11:01:42.250Z,2024-10-26T13:15:03Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5312689543,233,9,5312689295,285,,5312689293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904839,9,44,1,1,12,7gkglopz9cjsysn2u6sbhuvc5,0,74.2,59.1,2024-10-26T11:01:42.251Z,2024-10-26T13:15:04Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5312689555,233,8,5312689471,286,,5312689469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904813,9,1,1,1,13,8gxd9ry2580pu1b1dd5ny9ymy,0,31.2,40.1,2024-10-26T11:01:42.586Z,2024-10-26T11:01:43Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5312689345,56,Back,5312689353,212,3.2,5312689347,140,33.7,5312689351,141,42.8,5312689343,3,,5312689355,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904857,10,61,1,1,14,7gkglopz9cjsysn2u6sbhuvc5,1,74.8,62.9,2024-10-26T11:01:43.682Z,2024-10-26T13:20:16Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5312689575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904923,12,1,1,1,16,7gkglopz9cjsysn2u6sbhuvc5,1,73.6,57.3,2024-10-26T11:01:45.788Z,2024-10-26T13:20:21Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5312689833,140,75.0,5312689837,141,47.2,5312689839,212,7.0,5312689841,213,4.92,5312689829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738921709,197,1,1,1,17,7gkglopz9cjsysn2u6sbhuvc5,0,64.7,41.3,2024-10-26T11:01:46.827Z,2024-10-29T09:35:54Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5312776185,213,1.35,5312776181,141,57.9,5312776177,56,Center,5312776183,212,11.6,5312776179,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738916203,194,61,1,1,17,8gxd9ry2580pu1b1dd5ny9ymy,1,33.3,64.6,2024-10-26T11:01:46.917Z,2024-10-26T11:15:47Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5312745249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904895,10,1,1,1,19,8gxd9ry2580pu1b1dd5ny9ymy,0,25.6,42.4,2024-10-26T11:01:49.171Z,2024-10-26T11:01:51Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5312689915,286,,5312689741,141,44.2,5312689737,56,Back,5312689747,1,,5312689743,212,3.8,5312689907,236,,5312689739,140,29.0,5312689745,213,0.33,5312689911,233,13,5312689735,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904927,13,74,1,1,19,7gkglopz9cjsysn2u6sbhuvc5,1,75.0,47.2,2024-10-26T11:01:49.172Z,2024-10-26T13:16:49Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5312689919,233,10,5312689869,56,Center,5312689871,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905067,13,61,1,1,21,8gxd9ry2580pu1b1dd5ny9ymy,1,26.1,43.8,2024-10-26T11:01:50.571Z,2024-10-26T11:24:55Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5312780969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904957,14,1,1,1,23,7gkglopz9cjsysn2u6sbhuvc5,0,95.2,71.1,2024-10-26T11:01:52.605Z,2024-10-26T14:38:03Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5312803169,141,67.9,5312803173,213,4.76,5312803629,236,,5312803167,140,95.3,5312803631,233,11,5312803171,212,2.2,5312803635,286,,5312690005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738904989,11,74,1,1,23,8gxd9ry2580pu1b1dd5ny9ymy,1,7.3,28.2,2024-10-26T11:01:52.606Z,2024-10-26T13:16:49Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5312802675,285,,5312690165,56,Back,5312803661,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905007,15,1,1,1,25,7gkglopz9cjsysn2u6sbhuvc5,1,78.4,77.9,2024-10-26T11:01:54.813Z,2024-10-26T12:00:41Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5312690249,140,93.0,5312690247,56,Left,5312690251,141,85.3,5312690253,212,16.1,5312690255,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905027,16,1,1,1,28,7gkglopz9cjsysn2u6sbhuvc5,0,89.7,87.7,2024-10-26T11:01:58.165Z,2024-10-29T09:36:48Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5312690431,236,,5312690353,141,84.8,5324118635,20,,5324118633,223,,5312690361,213,4.66,5312690341,2,,5312690357,212,2.0,5312690439,286,,5312690351,140,89.6,5312690347,56,Left,5312690433,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905039,12,12,1,1,28,8gxd9ry2580pu1b1dd5ny9ymy,1,9.3,18.5,2024-10-26T11:01:58.265Z,2024-10-26T13:15:35Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5312690447,233,16,5312690411,185,,5312690413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905077,14,1,1,1,33,8gxd9ry2580pu1b1dd5ny9ymy,1,19.7,50.5,2024-10-26T11:02:02.722Z,2024-10-26T11:33:59Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5312812253,141,39.1,5312812257,213,4.64,5312812255,212,7.8,5312812249,56,Back,5312812251,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738929399,346,1,1,1,33,8gxd9ry2580pu1b1dd5ny9ymy,0,20.1,41.5,2024-10-26T11:02:02.777Z,2024-10-26T11:33:54Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5312816685,141,33.1,5312816689,212,6.4,5312816679,56,Back,5312816691,213,5.19,5312816683,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905133,17,1,1,1,33,7gkglopz9cjsysn2u6sbhuvc5,1,76.9,70.9,2024-10-26T11:02:03.004Z,2024-10-26T12:00:58Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5312690803,56,Center,5312690811,213,2.62,5312690807,141,76.3,5312690805,140,70.8,5312690809,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905171,18,1,1,1,36,7gkglopz9cjsysn2u6sbhuvc5,1,59.0,67.3,2024-10-26T11:02:06.316Z,2024-10-26T12:01:02Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5312690947,141,47.6,5312690951,213,4.45,5312690943,56,Center,5312690945,140,55.6,5312690949,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905225,19,1,1,1,38,7gkglopz9cjsysn2u6sbhuvc5,0,55.6,47.6,2024-10-26T11:02:08.396Z,2024-10-26T11:02:12Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5312691191,140,100.0,5312691187,155,,5312691189,56,Left,5312691195,212,52.5,5312691199,1,,5312691193,141,79.6,5312691197,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905343,15,5,1,1,43,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.0,20.4,2024-10-26T11:02:12.561Z,2024-10-26T13:24:30Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5312691825,233,20,5312691779,56,Back,5312691781,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905227,20,5,1,1,43,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,79.6,2024-10-26T11:02:12.561Z,2024-10-26T13:24:30Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5312691839,233,15,5312691207,346,,5312691205,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905369,16,1,1,1,51,8gxd9ry2580pu1b1dd5ny9ymy,1,3.7,43.7,2024-10-26T11:02:20.956Z,2024-10-26T11:02:22Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5312691909,213,5.20,5312691905,141,26.7,5312691907,212,13.1,5312691903,140,9.6,5312691913,237,,5312691901,56,Back,5312691899,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905377,17,1,1,1,52,8gxd9ry2580pu1b1dd5ny9ymy,1,9.6,26.7,2024-10-26T11:02:21.833Z,2024-10-26T11:02:23Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5312691927,140,22.9,5312691933,213,0.52,5312691929,141,38.5,5312691925,56,Back,5312691931,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905379,18,1,1,1,53,8gxd9ry2580pu1b1dd5ny9ymy,1,22.6,38.8,2024-10-26T11:02:22.983Z,2024-10-26T11:02:24Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5312691993,156,,5312691947,141,40.7,5312691951,213,3.07,5312691943,56,Back,5312691949,212,18.0,5312691945,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905467,19,1,1,1,57,8gxd9ry2580pu1b1dd5ny9ymy,1,6.4,41.9,2024-10-26T11:02:27.073Z,2024-10-26T11:02:31Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5312692395,56,Back,5312692399,141,49.4,5312692397,140,45.5,5312692393,157,,5312692401,212,41.4,5312692403,213,0.12,5312692405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905457,21,43,1,2,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-10-26T11:02:29.773Z,2024-10-26T11:02:36Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5312692343,56,Back,5312692691,144,44,5312692345,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905477,20,4,1,2,1,8gxd9ry2580pu1b1dd5ny9ymy,1,49.2,49.7,2024-10-26T11:02:31.282Z,2024-10-26T13:14:51Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5312692491,56,Back,5312692487,13,,5312692495,286,,5312692493,152,,5312692489,294,,5312692619,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905473,22,4,1,2,1,7gkglopz9cjsysn2u6sbhuvc5,0,50.8,50.3,2024-10-26T11:02:31.283Z,2024-10-26T13:14:51Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5312692591,152,,5312692587,294,,5312692583,13,,5312692593,285,,5312692589,56,Center,5312692641,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905677,21,1,1,2,15,8gxd9ry2580pu1b1dd5ny9ymy,1,50.5,50.0,2024-10-26T11:02:44.602Z,2024-10-26T11:02:47Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5312693427,213,3.61,5312693423,141,38.3,5312693419,56,Back,5312693415,5,,5312693417,152,,5312693425,212,17.6,5312693421,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905695,22,1,1,2,17,8gxd9ry2580pu1b1dd5ny9ymy,1,40.2,38.6,2024-10-26T11:02:47.417Z,2024-10-26T11:02:49Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5312693561,212,11.6,5312693557,140,51.0,5312693567,213,0.21,5312693559,141,42.2,5312693555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905713,23,1,1,2,19,8gxd9ry2580pu1b1dd5ny9ymy,1,52.5,36.3,2024-10-26T11:02:49.409Z,2024-10-26T11:02:50Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5312693641,56,Back,5312693649,213,3.19,5312693645,141,35.2,5312693647,212,14.2,5312693643,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905763,24,1,1,2,21,8gxd9ry2580pu1b1dd5ny9ymy,1,38.7,35.5,2024-10-26T11:02:50.618Z,2024-10-26T11:02:53Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5312693881,140,33.9,5312693879,56,Back,5312693885,212,21.7,5312693883,141,66.6,5312693887,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905813,25,1,1,2,24,8gxd9ry2580pu1b1dd5ny9ymy,1,32.3,67.8,2024-10-26T11:02:53.754Z,2024-10-26T11:02:58Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5312694121,213,3.65,5312694113,56,Back,5312694117,141,51.2,5312694119,212,23.4,5312694115,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905849,26,1,1,2,29,8gxd9ry2580pu1b1dd5ny9ymy,1,14.1,47.3,2024-10-26T11:02:58.561Z,2024-10-26T11:03:01Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5312694261,140,25.7,5312694267,213,0.14,5312694263,141,49.9,5312694259,56,Back,5312694265,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905881,27,1,1,2,31,8gxd9ry2580pu1b1dd5ny9ymy,1,28.1,38.6,2024-10-26T11:03:01.306Z,2024-10-26T11:03:03Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5312694401,212,9.2,5312694397,140,34.9,5312694399,141,30.1,5312694403,213,5.60,5312694395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905909,28,1,1,2,33,8gxd9ry2580pu1b1dd5ny9ymy,1,36.8,22.7,2024-10-26T11:03:03.353Z,2024-10-26T11:03:05Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5312694529,213,0.14,5312694521,140,54.4,5312694525,212,18.7,5312694523,141,26.4,5312694519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905929,29,1,1,2,35,8gxd9ry2580pu1b1dd5ny9ymy,1,55.5,26.2,2024-10-26T11:03:05.433Z,2024-10-26T11:03:07Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5312694627,141,41.5,5312694623,56,Center,5312694631,213,0.75,5312694629,212,15.3,5312694625,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905937,30,1,1,2,37,8gxd9ry2580pu1b1dd5ny9ymy,1,66.6,41.8,2024-10-26T11:03:07.377Z,2024-10-26T11:03:08Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5312694677,140,55.6,5312694681,212,12.0,5312694679,141,37.1,5312694675,56,Center,5312694683,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738905985,31,1,1,2,39,8gxd9ry2580pu1b1dd5ny9ymy,1,62.7,45.4,2024-10-26T11:03:08.609Z,2024-10-26T11:03:11Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5312694829,140,65.8,5312694825,56,Left,5312694841,213,1.43,5312694837,212,23.9,5312694833,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
