id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815630963,24,1,1,2,3,dbl7ir1qugqz8nvp1vzn8im50,0,59.8,91.4,2025-05-17T12:03:50.476Z,2025-05-17T12:03:58Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732108333,213,0.33,5732108331,212,21.4,5732108329,141,100.0,5732108327,140,79.1,5732108325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631049,18,5,1,2,7,b8oqgvx1ijeyn6y1cn6929ix4,1,25.0,-1.8,2025-05-17T12:03:53.991Z,2025-05-17T12:04:05Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5732108883,347,,5732108881,56,Back,5732108927,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630967,25,5,1,2,7,dbl7ir1qugqz8nvp1vzn8im50,0,72.8,101.6,2025-05-17T12:03:54.845Z,2025-05-17T12:04:04Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5732108931,233,18,5732108359,347,,5732108357,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631065,19,1,1,2,16,b8oqgvx1ijeyn6y1cn6929ix4,1,27.3,0.0,2025-05-17T12:04:03.473Z,2025-05-17T12:04:05Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732108975,141,12.3,5732108971,56,Back,5732108969,107,,5732108973,140,28.6,5732108983,213,1.42,5732108979,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631081,20,1,1,2,17,b8oqgvx1ijeyn6y1cn6929ix4,1,28.6,12.3,2025-05-17T12:04:04.879Z,2025-05-17T12:04:06Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732109061,56,Back,5732109063,140,26.8,5732109067,212,5.2,5732109059,3,,5732109069,213,4.34,5732109065,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631095,21,1,1,2,19,b8oqgvx1ijeyn6y1cn6929ix4,1,26.8,5.2,2025-05-17T12:04:06.263Z,2025-05-17T12:04:07Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732109149,213,1.17,5732109141,56,Back,5732109143,140,29.4,5732109147,212,7.0,5732109145,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631133,22,1,1,2,20,b8oqgvx1ijeyn6y1cn6929ix4,1,29.4,14.7,2025-05-17T12:04:07.119Z,2025-05-17T12:04:10Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732109375,1,,5732109367,140,41.2,5732109365,56,Back,5732109363,157,,5732109373,213,0.13,5732109371,212,12.5,5732109369,141,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631145,23,44,1,2,23,b8oqgvx1ijeyn6y1cn6929ix4,1,40.8,21.0,2025-05-17T12:04:10.288Z,2025-05-17T12:04:15Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732109439,56,Back,5732109515,233,26,5732109441,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631137,26,44,1,2,23,dbl7ir1qugqz8nvp1vzn8im50,0,59.2,79.0,2025-05-17T12:04:10.289Z,2025-05-17T12:04:14Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5732109393,286,,5732109391,56,Left,5732109555,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631149,24,1,1,2,23,b8oqgvx1ijeyn6y1cn6929ix4,0,41.2,17.1,2025-05-17T12:04:10.368Z,2025-05-17T12:04:11Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732109471,141,25.3,5732109469,140,49.1,5732109473,212,10.0,5732109463,3,,5732109465,168,,5732109467,56,Back,5732109475,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631163,27,1,1,2,24,dbl7ir1qugqz8nvp1vzn8im50,0,56.5,70.3,2025-05-17T12:04:11.597Z,2025-05-17T12:04:12Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732109569,212,17.4,5732109573,213,6.11,5732109557,157,,5732109577,1,,5732109565,141,65.8,5732109561,140,72.8,5732109559,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631205,25,61,1,2,25,b8oqgvx1ijeyn6y1cn6929ix4,1,34.2,30.9,2025-05-17T12:04:12.855Z,2025-05-17T12:06:18Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732109779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631193,28,1,1,2,26,dbl7ir1qugqz8nvp1vzn8im50,0,61.2,67.8,2025-05-17T12:04:13.036Z,2025-05-17T12:04:15Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732109745,141,84.2,5732109749,213,0.48,5732109747,212,24.2,5732109739,3,,5732109741,56,Left,5732109743,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631235,26,1,1,2,28,b8oqgvx1ijeyn6y1cn6929ix4,1,18.0,13.8,2025-05-17T12:04:15.103Z,2025-05-17T12:04:17Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732109977,212,6.5,5732109969,3,,5732109971,56,Back,5732109973,140,23.8,5732109975,141,17.0,5732109979,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631239,27,44,1,2,30,b8oqgvx1ijeyn6y1cn6929ix4,1,25.8,19.0,2025-05-17T12:04:17.099Z,2025-05-17T12:04:20Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732110037,233,29,5732109991,56,Back,5732109993,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631229,29,44,1,2,30,dbl7ir1qugqz8nvp1vzn8im50,0,74.2,81.0,2025-05-17T12:04:17.100Z,2025-05-17T12:11:14Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5732110069,233,27,5732109931,56,Left,5732109933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631291,28,1,1,2,30,b8oqgvx1ijeyn6y1cn6929ix4,1,23.8,17.0,2025-05-17T12:04:17.479Z,2025-05-17T12:04:22Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732110281,3,,5732110283,56,Back,5732110287,141,15.6,5732110291,213,5.79,5732110289,212,2.0,5732110285,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631267,30,83,1,2,32,dbl7ir1qugqz8nvp1vzn8im50,0,69.0,79.9,2025-05-17T12:04:19.460Z,2025-05-17T12:11:12Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5732110475,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
