id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value
2703624311,18,5,1,1,38,6wwwud48qahpwrfxs20334qk5,0,58.9,-1.8,2024-07-27T12:02:36.690Z,2024-07-27T12:02:46Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5119111737,56,Right,5119111865,233,18,5119111739,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624331,18,5,1,1,38,7gkglopz9cjsysn2u6sbhuvc5,1,41.1,101.8,2024-07-27T12:02:36.690Z,2024-07-27T14:10:34Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5119111849,233,18,5119111845,56,Back,5119111847,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624343,19,1,1,1,46,7gkglopz9cjsysn2u6sbhuvc5,1,45.7,100.0,2024-07-27T12:02:44.883Z,2024-07-27T12:02:49Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5119111903,107,,5119111909,141,89.6,5119111907,140,61.8,5119111911,212,18.9,5119111905,56,Left,5119111913,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624345,20,61,1,1,51,7gkglopz9cjsysn2u6sbhuvc5,0,62.9,93.0,2024-07-27T12:02:49.579Z,2024-07-27T12:02:50Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5119111919,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624355,19,5,1,1,52,6wwwud48qahpwrfxs20334qk5,1,35.1,-1.4,2024-07-27T12:02:50.741Z,2024-07-27T12:02:55Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5119111971,56,Back,5119111973,347,,5119111989,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624351,21,5,1,1,52,7gkglopz9cjsysn2u6sbhuvc5,0,64.9,101.4,2024-07-27T12:02:50.741Z,2024-07-27T14:10:34Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5119111945,56,Left,5119111947,347,,5119112007,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624363,20,1,1,1,56,6wwwud48qahpwrfxs20334qk5,1,34.2,0.0,2024-07-27T12:02:54.685Z,2024-07-27T12:02:57Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5119112029,213,2.64,5119112019,107,,5119112031,1,,5119112025,141,15.0,5119112021,56,Back,5119112023,140,14.1,5119112027,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624375,21,1,1,1,58,6wwwud48qahpwrfxs20334qk5,1,12.2,16.5,2024-07-27T12:02:57.061Z,2024-07-27T12:03:01Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5119112103,56,Back,5119112109,212,25.2,5119112107,141,53.6,5119112111,213,1.57,5119112105,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624381,22,1,1,2,3,6wwwud48qahpwrfxs20334qk5,1,10.9,51.8,2024-07-27T12:03:01.605Z,2024-07-27T12:03:04Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5119112159,212,32.6,5119112161,213,0.99,5119112155,140,28.0,5119112163,1,,5119112153,56,Back,5119112151,155,,5119112157,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624385,23,1,1,2,6,6wwwud48qahpwrfxs20334qk5,1,27.9,92.0,2024-07-27T12:03:04.405Z,2024-07-27T12:03:06Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5119112181,140,36.8,5119112183,141,90.2,5119112179,56,Back,5119112185,212,9.4,5119112187,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624391,24,1,1,2,8,6wwwud48qahpwrfxs20334qk5,1,36.4,90.8,2024-07-27T12:03:06.541Z,2024-07-27T12:03:10Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5119112223,213,4.21,5119112217,140,35.0,5119112215,56,Back,5119112221,212,3.0,5119112219,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624395,25,61,1,2,11,6wwwud48qahpwrfxs20334qk5,0,35.1,86.9,2024-07-27T12:03:10.189Z,2024-07-27T12:03:10Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5119112241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624401,23,1,1,2,13,7gkglopz9cjsysn2u6sbhuvc5,1,60.7,9.1,2024-07-27T12:03:11.803Z,2024-07-27T12:03:13Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5119112251,140,71.2,5119112253,141,5.3,5119112249,56,Right,5119112257,213,6.05,5119112255,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624407,24,3,1,2,15,7gkglopz9cjsysn2u6sbhuvc5,1,72.1,9.9,2024-07-27T12:03:13.581Z,2024-07-29T13:26:22Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5119112295,233,26,5124353765,464,,5119112289,56,Right,5119112291,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624399,26,45,1,2,15,6wwwud48qahpwrfxs20334qk5,0,27.9,90.1,2024-07-27T12:03:13.581Z,2024-07-27T12:03:17Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5119112247,285,,5119112245,56,Back,5119112299,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624409,25,1,1,2,17,7gkglopz9cjsysn2u6sbhuvc5,0,87.2,11.6,2024-07-27T12:03:16.059Z,2024-07-29T13:26:42Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5124353787,225,,5119112315,213,1.37,5119112309,140,89.4,5119112303,2,,5119112313,212,11.8,5124353789,386,,5124353791,20,,5119112307,56,Center,5119112311,141,,,,,,,,,,,,,,28.6,,,,,,,,,,,,,,,,,,,,,,
2703624423,27,12,1,2,19,6wwwud48qahpwrfxs20334qk5,1,7.5,63.9,2024-07-27T12:03:17.693Z,2024-07-27T12:03:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5119112399,212,15.3,5119112393,56,Back,5119112395,140,21.4,5119112401,213,0.31,5119112397,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624421,26,50,1,2,23,7gkglopz9cjsysn2u6sbhuvc5,1,80.8,32.5,2024-07-27T12:03:22.027Z,2024-07-29T19:46:39Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5119112391,286,,5119112389,56,Center,5124616501,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624427,28,7,1,2,23,6wwwud48qahpwrfxs20334qk5,0,19.2,67.5,2024-07-27T12:03:22.028Z,2024-07-29T19:46:39Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5124616493,233,26,5124353977,385,,5119112407,285,,5119112405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624435,27,1,1,2,24,7gkglopz9cjsysn2u6sbhuvc5,1,79.7,32.5,2024-07-27T12:03:22.508Z,2024-07-27T12:15:07Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5119112443,213,5.24,5119112435,56,Right,5119112441,212,15.5,5119112437,140,87.1,5119112439,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624443,28,1,1,2,26,7gkglopz9cjsysn2u6sbhuvc5,1,86.0,13.4,2024-07-27T12:03:24.867Z,2024-07-27T12:03:27Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5119112469,212,8.1,5119112463,56,Right,5119112465,140,93.7,5119112471,213,6.23,5119112467,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703624449,29,1,1,2,28,7gkglopz9cjsysn2u6sbhuvc5,0,97.6,14.6,2024-07-27T12:03:26.923Z,2024-07-29T13:27:35Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5119112503,2,,5119112521,213,1.69,5119112517,141,39.7,5124354097,386,,5119112513,56,Center,5124354099,20,,5119112509,155,,5119112515,140,95.7,5124354095,225,5119112519,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
