id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787820819,5,1,1,0,20,b2vft81kyjurzbmekvgrqwr64,1,13.1,23.3,2025-03-14T18:03:33.981Z,2025-03-14T18:03:37Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5578978311,141,65.1,5578978309,140,13.9,5578978315,213,1.54,5578978313,212,28.4,5578978307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820833,6,1,1,0,23,b2vft81kyjurzbmekvgrqwr64,0,13.9,65.1,2025-03-14T18:03:37.550Z,2025-03-14T18:03:39Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,5578978399,141,81.7,5578978393,157,,5578978395,56,Left,5578978397,140,83.0,5578978405,1,,5578978403,213,0.15,5578978401,212,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820841,7,43,1,0,25,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-14T18:03:39.265Z,2025-03-14T18:04:22Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,5578978437,141,81.7,5578980925,144,1,5578978439,212,0,5578978441,213,3.14,5578978433,56,Left,5578978435,140,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820871,9,1,1,0,28,b8oqgvx1ijeyn6y1cn6929ix4,1,27.8,24.0,2025-03-14T18:03:41.932Z,2025-03-14T18:03:44Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5578978651,157,,5578978663,1,,5578978657,141,30.7,5578978661,213,0.36,5578978659,212,13.1,5578978653,56,Back,5578978655,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820881,10,1,1,0,30,b8oqgvx1ijeyn6y1cn6929ix4,0,39.7,30.9,2025-03-14T18:03:43.980Z,2025-03-14T18:03:44Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5578978689,3,,5578978691,56,Center,5578978697,212,18.8,5578978693,140,57.6,5578978695,141,31.9,5578978699,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820899,8,1,1,0,31,b2vft81kyjurzbmekvgrqwr64,0,39.9,63.4,2025-03-14T18:03:45.102Z,2025-03-14T20:11:02Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5578978807,141,62.6,5578978803,56,Center,5578978805,140,63.2,5578978809,212,24.5,5578978801,3,,5578978811,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820917,11,1,1,0,33,b8oqgvx1ijeyn6y1cn6929ix4,0,34.3,29.5,2025-03-14T18:03:46.949Z,2025-03-14T18:09:55Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5578978883,3,,5578978885,56,Back,5578978891,212,5.6,5578978889,141,25.2,5578978893,213,5.73,5578978887,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820923,9,1,1,0,34,b2vft81kyjurzbmekvgrqwr64,0,53.0,72.3,2025-03-14T18:03:47.941Z,2025-03-14T18:03:48Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5578978919,213,0.10,5578978915,141,74.7,5578978913,140,67.8,5578978911,56,Center,5578978917,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820947,12,1,1,0,34,b8oqgvx1ijeyn6y1cn6929ix4,1,29.9,22.5,2025-03-14T18:03:48.741Z,2025-03-14T18:10:03Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5578979041,140,60.1,5578979039,56,Center,5578979037,157,,5578979047,213,0.02,5578979049,1,,5578979045,212,31.7,5578979043,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820955,13,1,1,0,37,b8oqgvx1ijeyn6y1cn6929ix4,0,62.0,23.6,2025-03-14T18:03:50.997Z,2025-03-14T18:03:51Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5578979105,141,22.8,5578979103,140,60.2,5578979109,213,3.42,5578979099,3,,5578979107,212,2.0,5578979101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820995,10,61,1,0,37,b2vft81kyjurzbmekvgrqwr64,1,37.6,73.3,2025-03-14T18:03:51.157Z,2025-03-14T20:24:39Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,5578979273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821031,14,1,1,0,38,b8oqgvx1ijeyn6y1cn6929ix4,1,58.8,22.5,2025-03-14T18:03:52.524Z,2025-03-14T18:11:19Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5578979455,212,6.1,5578979453,141,31.2,5578979457,213,1.85,5578979451,140,57.2,5578979449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821037,15,1,1,0,42,b8oqgvx1ijeyn6y1cn6929ix4,1,58.0,31.2,2025-03-14T18:03:56.596Z,2025-03-14T18:03:57Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5578979495,212,18.2,5578979493,141,4.6,5578979489,56,Right,5578979497,213,4.80,5578979491,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821049,16,1,1,0,43,b8oqgvx1ijeyn6y1cn6929ix4,1,59.5,4.6,2025-03-14T18:03:57.524Z,2025-03-14T18:03:58Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5578979559,213,1.15,5578979553,140,63.4,5578979555,141,18.0,5578979551,56,Right,5578979557,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821059,17,1,1,0,44,b8oqgvx1ijeyn6y1cn6929ix4,1,63.4,18.0,2025-03-14T18:03:58.292Z,2025-03-14T18:03:59Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5578979581,213,2.92,5578979575,140,54.9,5578979573,56,Right,5578979579,212,9.1,5578979577,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821087,18,1,1,0,45,b8oqgvx1ijeyn6y1cn6929ix4,1,54.9,20.9,2025-03-14T18:03:59.332Z,2025-03-14T18:04:01Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5578979729,213,0.34,5578979725,141,28.6,5578979723,140,69.2,5578979727,212,15.9,5578979721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821097,19,61,1,0,47,b8oqgvx1ijeyn6y1cn6929ix4,0,69.2,28.6,2025-03-14T18:04:01.037Z,2025-03-14T18:04:01Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5578979743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821113,11,1,1,0,48,b2vft81kyjurzbmekvgrqwr64,1,33.7,55.5,2025-03-14T18:04:02.245Z,2025-03-14T18:04:03Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5578979851,213,2.30,5578979843,56,Back,5578979845,140,26.8,5578979849,212,10.9,5578979847,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821127,13,1,1,0,49,b2vft81kyjurzbmekvgrqwr64,1,26.8,67.5,2025-03-14T18:04:03.213Z,2025-03-14T18:04:04Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5578979911,213,3.99,5578979909,212,21.2,5578979903,56,Back,5578979905,140,13.5,5578979907,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821151,14,1,1,0,50,b2vft81kyjurzbmekvgrqwr64,1,13.5,44.0,2025-03-14T18:04:04.205Z,2025-03-14T18:04:06Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5578980089,213,1.48,5578980085,141,77.8,5578980083,140,15.6,5578980087,212,23.1,5578980081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821177,15,1,1,0,52,b2vft81kyjurzbmekvgrqwr64,1,14.2,78.8,2025-03-14T18:04:06.141Z,2025-03-14T18:04:08Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,5578980207,141,92.1,5578980211,213,1.02,5578980209,212,10.6,5578980205,140,19.5,5578980203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821183,16,1,1,0,54,b2vft81kyjurzbmekvgrqwr64,0,19.5,92.1,2025-03-14T18:04:08.509Z,2025-03-14T18:04:09Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,5578980227,212,13.1,5578980221,56,Back,5578980225,141,86.3,5578980223,140,31.4,5578980229,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821203,20,8,1,0,56,b8oqgvx1ijeyn6y1cn6929ix4,1,61.0,6.7,2025-03-14T18:04:10.500Z,2025-03-14T18:04:10Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5578980305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821223,17,1,1,0,58,b2vft81kyjurzbmekvgrqwr64,0,28.0,72.9,2025-03-14T18:04:12.428Z,2025-03-14T18:04:13Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5578980419,1,,5578980413,141,60.0,5578980415,212,39.1,5578980417,213,6.06,5578980409,56,Center,5578980411,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821279,22,1,1,1,1,b8oqgvx1ijeyn6y1cn6929ix4,1,31.3,32.7,2025-03-14T18:04:15.156Z,2025-03-14T18:04:17Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5578980675,213,2.71,5578980665,140,14.1,5578980663,56,Back,5578980671,212,19.9,5578980667,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821311,23,1,1,1,3,b8oqgvx1ijeyn6y1cn6929ix4,1,15.6,48.8,2025-03-14T18:04:17.413Z,2025-03-14T18:04:20Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5578980817,213,1.14,5578980809,56,Back,5578980811,140,25.6,5578980815,212,25.0,5578980813,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821321,24,1,1,1,6,b8oqgvx1ijeyn6y1cn6929ix4,1,24.5,80.0,2025-03-14T18:04:20.036Z,2025-03-14T18:04:21Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,5578980891,213,4.78,5578980889,212,12.0,5578980883,56,Back,5578980885,140,25.3,5578980887,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821365,25,1,1,1,7,b8oqgvx1ijeyn6y1cn6929ix4,1,25.3,62.4,2025-03-14T18:04:21.068Z,2025-03-14T18:04:25Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5578981093,56,Back,5578981095,140,3.9,5578981099,212,23.7,5578981101,213,3.47,5578981097,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821441,26,1,1,1,11,b8oqgvx1ijeyn6y1cn6929ix4,1,3.7,46.3,2025-03-14T18:04:25.484Z,2025-03-14T18:04:31Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5578981467,141,23.4,5578981469,212,15.6,5578981471,213,4.62,5578981465,140,2.3,5578981463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821467,27,1,1,1,17,b8oqgvx1ijeyn6y1cn6929ix4,0,3.1,12.2,2025-03-14T18:04:31.349Z,2025-03-14T18:04:34Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5578981599,213,0.14,5578981593,140,36.2,5578981595,141,19.2,5578981597,212,35.1,5578981591,56,Back,5578981589,155,,5578981601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821483,18,44,1,1,19,b2vft81kyjurzbmekvgrqwr64,1,63.0,78.6,2025-03-14T18:04:33.283Z,2025-03-14T20:35:49Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,5578981653,56,Center,5578981655,286,,5578981699,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821471,28,44,1,1,19,b8oqgvx1ijeyn6y1cn6929ix4,0,37.0,21.4,2025-03-14T18:04:33.284Z,2025-03-14T20:35:50Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5578981623,285,,5578981735,233,18,5578981621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821493,19,61,1,1,20,b2vft81kyjurzbmekvgrqwr64,1,61.7,74.8,2025-03-14T18:04:33.911Z,2025-03-14T20:24:50Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,5578981685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821517,20,43,1,1,22,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-14T18:04:36.036Z,2025-03-14T18:04:38Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,5578981797,56,Center,5578981865,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821513,29,43,1,1,22,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-14T18:04:36.788Z,2025-03-14T18:05:10Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5578983317,144,56,5578981791,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821559,30,1,1,1,23,b8oqgvx1ijeyn6y1cn6929ix4,1,59.9,10.1,2025-03-14T18:04:37.380Z,2025-03-14T18:04:41Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5578982049,212,7.2,5578982043,56,Right,5578982045,140,53.0,5578982051,213,3.14,5578982047,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821599,31,1,1,1,27,b8oqgvx1ijeyn6y1cn6929ix4,1,66.6,24.3,2025-03-14T18:04:40.884Z,2025-03-14T18:04:45Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5578982277,140,56.5,5578982283,213,2.10,5578982275,56,Center,5578982279,141,50.9,5578982281,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821625,32,1,1,1,31,b8oqgvx1ijeyn6y1cn6929ix4,1,62.0,67.9,2025-03-14T18:04:45.189Z,2025-03-14T18:04:48Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5578982439,213,1.66,5578982435,141,85.9,5578982429,140,61.0,5578982437,212,12.3,5578982425,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821643,33,1,1,1,34,b8oqgvx1ijeyn6y1cn6929ix4,1,68.4,85.9,2025-03-14T18:04:47.980Z,2025-03-14T18:04:51Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5578982557,212,10.2,5578982551,56,Left,5578982559,213,0.71,5578982555,141,95.7,5578982553,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821657,34,1,1,1,37,b8oqgvx1ijeyn6y1cn6929ix4,1,74.0,91.2,2025-03-14T18:04:51.196Z,2025-03-14T18:04:53Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,5578982629,56,Left,5578982637,213,4.20,5578982631,140,70.9,5578982635,212,6.7,5578982633,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821685,35,1,1,1,39,b8oqgvx1ijeyn6y1cn6929ix4,1,71.9,88.6,2025-03-14T18:04:53.220Z,2025-03-14T18:04:57Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5578982735,141,95.3,5578982733,140,80.3,5578982739,213,0.48,5578982737,212,9.9,5578982731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821729,36,1,1,1,43,b8oqgvx1ijeyn6y1cn6929ix4,0,82.1,96.5,2025-03-14T18:04:56.955Z,2025-03-14T18:05:03Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5578982965,213,4.88,5578982963,212,55.0,5578982967,1,,5578982957,56,Right,5578982955,155,,5578982953,2,,5578982961,141,16.8,5578982959,140,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821759,21,3,1,1,51,b2vft81kyjurzbmekvgrqwr64,0,13.0,90.0,2025-03-14T18:05:04.829Z,2025-03-14T18:05:11Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,5578983073,56,Back,5578983075,285,,5578983209,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821771,37,7,1,1,51,b8oqgvx1ijeyn6y1cn6929ix4,1,87.0,10.0,2025-03-14T18:05:04.830Z,2025-03-14T18:05:09Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5578983199,233,21,5578983149,286,,5578983145,56,Right,5578983143,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821921,22,5,1,1,52,b2vft81kyjurzbmekvgrqwr64,1,13.4,101.8,2025-03-14T18:05:06.315Z,2025-03-14T20:41:51Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,5578983961,56,Back,5578984019,233,38,5578983963,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787821803,38,5,1,1,52,b8oqgvx1ijeyn6y1cn6929ix4,0,86.6,-1.8,2025-03-14T18:05:06.315Z,2025-03-14T18:05:25Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5578984031,233,22,5578983311,347,,5578983309,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
