id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2809164011,7,1,1,0,27,f1h34qp5zbfl489q8vnkhiq9s,0,87.0,16.7,2025-05-03T10:32:32.623Z,2025-05-03T10:32:35Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5696401139,141,56.0,5696401143,213,1.41,5696401131,2,,5696401133,155,,5696401141,212,27.1,5696401135,56,Center,5696401137,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164027,6,12,1,0,31,a9vw7ikerpr4cuweeeka5aneg,1,5.7,45.2,2025-05-03T10:32:37.201Z,2025-05-03T12:29:58Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5696416403,56,Back,5696416409,212,1.5,5696416411,213,6.01,5696416405,140,7.1,5696416407,141,44.6,5696416463,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164019,5,12,1,0,32,a9vw7ikerpr4cuweeeka5aneg,1,11.5,43.4,2025-05-03T10:32:37.326Z,2025-05-03T10:41:21Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5696401221,213,5.73,5696401219,212,16.6,5696401215,140,25.0,5696401217,141,30.6,5696401223,15,,5696401213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164033,8,1,1,0,33,f1h34qp5zbfl489q8vnkhiq9s,1,64.8,66.0,2025-05-03T10:32:38.806Z,2025-05-03T10:32:41Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5696401277,140,72.8,5696401275,56,Left,5696401281,212,16.3,5696401283,213,1.03,5696401279,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164051,9,1,1,0,35,f1h34qp5zbfl489q8vnkhiq9s,1,69.1,91.7,2025-05-03T10:32:40.886Z,2025-05-03T10:32:43Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5696401351,140,61.1,5696401355,212,10.4,5696401357,213,3.78,5696401349,56,Left,5696401353,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164067,10,1,1,0,38,f1h34qp5zbfl489q8vnkhiq9s,1,60.7,80.9,2025-05-03T10:32:43.750Z,2025-05-03T10:32:48Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5696401417,56,Center,5696401427,1,,5696401415,155,,5696401425,213,5.22,5696401423,212,41.4,5696401421,141,27.7,5696401419,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164073,11,44,1,0,42,f1h34qp5zbfl489q8vnkhiq9s,1,79.6,26.6,2025-05-03T10:32:47.549Z,2025-05-03T12:58:57Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696401461,286,,5696401511,233,7,5696401459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164065,7,44,1,0,42,a9vw7ikerpr4cuweeeka5aneg,0,20.4,73.4,2025-05-03T10:32:47.550Z,2025-05-03T12:46:32Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5696401413,285,,5696401517,233,11,5696401411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164079,12,1,1,0,42,f1h34qp5zbfl489q8vnkhiq9s,0,79.4,27.9,2025-05-03T10:32:47.606Z,2025-05-03T10:44:33Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696401493,212,10.3,5696401485,3,,5696401487,56,Center,5696401495,213,1.03,5696401489,140,84.5,5696401491,141,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164083,8,12,1,0,43,a9vw7ikerpr4cuweeeka5aneg,1,15.2,65.5,2025-05-03T10:32:49.151Z,2025-05-03T12:58:40Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5696401503,140,24.4,5696401515,15,,5696401505,141,82.4,5696401507,212,15.0,5696401509,213,0.87,5696401501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164091,9,44,1,0,45,a9vw7ikerpr4cuweeeka5aneg,1,26.4,79.4,2025-05-03T10:32:50.982Z,2025-05-03T12:30:24Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5696401559,285,,5696401561,233,13,5696401557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164089,13,44,1,0,45,f1h34qp5zbfl489q8vnkhiq9s,0,73.6,20.6,2025-05-03T10:32:50.983Z,2025-05-03T10:33:15Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696401553,56,Right,5696401555,286,,5696401567,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164109,10,1,1,0,45,a9vw7ikerpr4cuweeeka5aneg,1,24.4,82.4,2025-05-03T10:32:51.278Z,2025-05-03T12:30:22Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5696401655,213,6.18,5696401649,140,40.4,5696401653,212,16.9,5696401651,141,79.9,5696401645,3,,5696401647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164113,11,4,1,0,50,a9vw7ikerpr4cuweeeka5aneg,1,44.8,81.6,2025-05-03T10:32:55.318Z,2025-05-03T10:52:19Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5696401679,286,,5696401699,233,14,5696401671,13,,5696401673,295,,5696401675,56,Back,5696401677,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164111,14,4,1,0,50,f1h34qp5zbfl489q8vnkhiq9s,0,55.2,18.4,2025-05-03T10:32:55.319Z,2025-05-03T10:52:19Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5696401693,152,,5696401687,13,,5696401703,233,11,5696401695,285,,5696401689,295,,5696401691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164197,12,1,1,1,7,a9vw7ikerpr4cuweeeka5aneg,1,47.9,78.4,2025-05-03T10:33:12.717Z,2025-05-03T10:45:49Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5696402025,140,48.4,5696402031,213,4.79,5696402027,141,68.4,5696402023,56,Back,5696402021,152,,5696402029,212,6.8,5696402019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164211,13,1,1,1,9,a9vw7ikerpr4cuweeeka5aneg,1,48.4,67.3,2025-05-03T10:33:14.485Z,2025-05-03T10:33:16Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5696402097,140,38.4,5696402095,56,Back,5696402103,213,2.52,5696402101,212,12.9,5696402099,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164243,14,1,1,1,11,a9vw7ikerpr4cuweeeka5aneg,1,38.4,78.4,2025-05-03T10:33:16.469Z,2025-05-03T10:33:19Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5696402229,56,Back,5696402233,141,59.0,5696402237,213,3.97,5696402235,212,18.0,5696402231,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164251,15,1,1,1,14,a9vw7ikerpr4cuweeeka5aneg,1,27.8,60.0,2025-05-03T10:33:19.717Z,2025-05-03T10:33:21Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5696402315,212,18.0,5696402317,213,2.99,5696402311,140,10.8,5696402309,56,Back,5696402313,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164261,16,1,1,1,16,a9vw7ikerpr4cuweeeka5aneg,0,10.8,63.9,2025-05-03T10:33:21.598Z,2025-05-03T10:33:24Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5696402373,213,0.41,5696402367,140,67.1,5696402365,56,Left,5696402369,141,100.0,5696402363,157,,5696402371,212,64.4,5696402375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164275,15,5,1,1,18,f1h34qp5zbfl489q8vnkhiq9s,1,34.6,-1.6,2025-05-03T10:33:24.030Z,2025-05-03T12:36:02Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5696402429,347,,5696402427,56,Back,5696402431,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164265,17,5,1,1,18,a9vw7ikerpr4cuweeeka5aneg,0,65.4,101.6,2025-05-03T10:33:24.030Z,2025-05-03T12:36:02Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5696402389,56,Left,5696402449,233,15,5696402391,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164287,16,1,1,1,21,f1h34qp5zbfl489q8vnkhiq9s,1,37.4,0.0,2025-05-03T10:33:26.429Z,2025-05-03T10:33:29Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5696402485,212,11.1,5696402487,213,2.48,5696402479,56,Back,5696402483,141,8.0,5696402481,140,29.1,5696402477,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164315,17,1,1,1,23,f1h34qp5zbfl489q8vnkhiq9s,1,35.1,20.1,2025-05-03T10:33:29.086Z,2025-05-03T10:33:32Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696402593,212,24.5,5696402589,140,39.6,5696402595,213,1.38,5696402587,56,Back,5696402591,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164333,18,1,1,1,27,f1h34qp5zbfl489q8vnkhiq9s,1,35.9,56.6,2025-05-03T10:33:32.366Z,2025-05-03T10:33:36Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5696402689,141,25.8,5696402691,212,22.1,5696402693,213,4.39,5696402685,56,Back,5696402687,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164361,19,1,1,1,31,f1h34qp5zbfl489q8vnkhiq9s,1,33.4,32.8,2025-05-03T10:33:36.551Z,2025-05-03T10:33:41Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696402841,56,Back,5696402845,141,56.9,5696402847,212,16.6,5696402849,213,1.41,5696402843,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164371,20,1,1,1,36,f1h34qp5zbfl489q8vnkhiq9s,1,32.9,63.1,2025-05-03T10:33:41.413Z,2025-05-03T10:33:44Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5696402915,213,4.45,5696402907,56,Back,5696402913,212,21.0,5696402909,140,27.8,5696402911,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164379,21,1,1,1,39,f1h34qp5zbfl489q8vnkhiq9s,1,31.4,34.0,2025-05-03T10:33:44.558Z,2025-05-03T10:33:46Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696402951,141,59.6,5696402947,56,Back,5696402949,140,31.5,5696402953,212,17.4,5696402955,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164387,22,1,1,1,41,f1h34qp5zbfl489q8vnkhiq9s,1,31.6,59.6,2025-05-03T10:33:46.494Z,2025-05-03T10:33:48Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5696402981,140,42.0,5696402985,212,13.6,5696402987,213,5.64,5696402983,141,47.6,5696402979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164399,23,1,1,1,43,f1h34qp5zbfl489q8vnkhiq9s,1,40.4,51.2,2025-05-03T10:33:48.485Z,2025-05-03T10:53:01Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5696403051,141,63.9,5696403047,56,Back,5696403049,140,32.2,5696403053,212,12.2,5696403055,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164421,24,1,1,1,46,f1h34qp5zbfl489q8vnkhiq9s,1,31.1,69.1,2025-05-03T10:33:51.853Z,2025-05-03T10:33:55Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5696403151,141,33.3,5696403147,56,Back,5696403149,140,27.7,5696403153,212,24.6,5696403155,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164439,25,1,1,1,49,f1h34qp5zbfl489q8vnkhiq9s,1,27.8,33.6,2025-05-03T10:33:55.101Z,2025-05-03T10:53:04Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696403205,213,5.66,5696403203,212,10.5,5696403199,140,35.9,5696403197,56,Back,5696403201,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164451,26,1,1,1,51,f1h34qp5zbfl489q8vnkhiq9s,1,36.8,23.3,2025-05-03T10:33:56.494Z,2025-05-03T10:33:59Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5696403259,212,13.6,5696403253,56,Back,5696403255,140,26.5,5696403257,141,35.4,5696403261,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164483,27,1,1,1,53,f1h34qp5zbfl489q8vnkhiq9s,1,27.7,38.8,2025-05-03T10:33:58.902Z,2025-05-03T10:34:05Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696403425,140,28.6,5696403431,213,1.51,5696403427,141,62.0,5696403423,56,Back,5696403429,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164505,28,1,1,1,59,f1h34qp5zbfl489q8vnkhiq9s,1,31.1,62.4,2025-05-03T10:34:05.117Z,2025-05-03T10:34:10Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5696403531,140,27.9,5696403537,213,4.55,5696403535,212,20.8,5696403529,56,Back,5696403533,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164525,29,1,1,2,4,f1h34qp5zbfl489q8vnkhiq9s,1,32.8,29.1,2025-05-03T10:34:10.031Z,2025-05-03T10:34:13Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696403661,213,1.58,5696403657,141,51.6,5696403655,140,32.7,5696403653,56,Back,5696403659,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164533,30,1,1,2,8,f1h34qp5zbfl489q8vnkhiq9s,0,35.0,57.0,2025-05-03T10:34:13.525Z,2025-05-03T12:59:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5696403701,213,5.58,5696403699,212,13.1,5696403693,56,Back,5696403695,140,44.5,5696403697,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164539,18,8,1,2,11,a9vw7ikerpr4cuweeeka5aneg,1,50.4,42.5,2025-05-03T10:34:16.621Z,2025-05-03T10:34:16Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5696403723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164573,20,1,1,2,13,a9vw7ikerpr4cuweeeka5aneg,1,48.9,37.4,2025-05-03T10:34:18.829Z,2025-05-03T12:58:33Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5696403883,141,31.5,5696403879,56,Center,5696403881,140,61.7,5696403887,213,5.99,5696403885,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164589,21,1,1,2,16,a9vw7ikerpr4cuweeeka5aneg,1,64.0,31.3,2025-05-03T10:34:21.453Z,2025-05-03T12:31:16Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5696403947,140,69.7,5696403945,56,Center,5696403951,212,8.0,5696403953,213,0.73,5696403949,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164993,42,83,1,2,16,f1h34qp5zbfl489q8vnkhiq9s,0,21.6,47.3,2025-05-03T10:34:22.260Z,2025-05-03T12:59:08Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5696406179,399,3epwf56ozg73hueacwmckk0r9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164595,22,3,1,2,17,a9vw7ikerpr4cuweeeka5aneg,0,71.4,40.4,2025-05-03T10:34:23.173Z,2025-05-03T12:31:15Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5696404027,233,31,5696403975,56,Center,5696403977,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164601,31,7,1,2,17,f1h34qp5zbfl489q8vnkhiq9s,0,28.6,59.6,2025-05-03T10:34:23.174Z,2025-05-03T12:58:59Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5696403997,56,Back,5696403999,285,,5696404021,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164627,32,1,1,2,20,f1h34qp5zbfl489q8vnkhiq9s,1,24.8,56.8,2025-05-03T10:34:25.799Z,2025-05-03T13:27:37Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5696406743,56,Back,5696406749,212,4.5,5696406751,213,3.97,5696406745,140,21.9,5696406747,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809167641,111,1,1,2,21,f1h34qp5zbfl489q8vnkhiq9s,1,16.8,49.5,2025-05-03T10:34:26.370Z,2025-05-03T11:55:00Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5696700593,141,68.9,5696700595,212,25.5,5696700597,213,0.54,5696700589,56,Back,5696700591,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164637,23,45,1,2,23,a9vw7ikerpr4cuweeeka5aneg,0,67.1,27.2,2025-05-03T10:34:28.949Z,2025-05-03T12:37:18Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5696404161,56,Center,5696404959,233,33,5696404917,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164635,33,3,1,2,23,f1h34qp5zbfl489q8vnkhiq9s,1,32.9,72.8,2025-05-03T10:34:28.949Z,2025-05-03T11:55:06Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5696404157,56,Back,5696404939,233,23,5696404943,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164639,34,1,1,2,25,f1h34qp5zbfl489q8vnkhiq9s,0,41.2,66.9,2025-05-03T10:34:30.765Z,2025-05-03T10:34:31Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5696404167,141,86.0,5696404165,140,51.6,5696404163,56,Left,5696404169,212,17.0,5696404171,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
