id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/14/value,qualifier/11/value
2712450209,5,1,1,0,14,a9vw7ikerpr4cuweeeka5aneg,1,20.2,74.8,2024-08-24T14:59:52.625Z,2024-08-24T14:59:58Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5167865023,141,47.9,5167865019,56,Back,5167865027,213,4.63,5167865021,140,18.8,5167865025,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450269,6,1,1,0,20,a9vw7ikerpr4cuweeeka5aneg,1,28.9,44.3,2024-08-24T14:59:58.248Z,2024-08-24T15:00:03Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5167865303,140,30.6,5167865301,56,Back,5167865305,141,70.2,5167865309,213,1.47,5167865307,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450293,7,1,1,0,25,a9vw7ikerpr4cuweeeka5aneg,1,44.4,75.4,2024-08-24T15:00:03.233Z,2024-08-24T15:00:05Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5167865461,141,96.8,5167865465,213,0.84,5167865453,56,Left,5167865463,212,19.5,5167865457,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450327,8,1,1,0,27,a9vw7ikerpr4cuweeeka5aneg,1,60.5,95.1,2024-08-24T15:00:05.769Z,2024-08-24T15:00:09Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5167865605,213,6.23,5167865597,56,Left,5167865601,141,94.1,5167865599,140,73.6,5167865603,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450331,9,61,1,0,31,a9vw7ikerpr4cuweeeka5aneg,0,71.6,95.4,2024-08-24T15:00:09.033Z,2024-08-24T15:00:09Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5167865609,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450353,7,5,1,0,31,7gkglopz9cjsysn2u6sbhuvc5,1,30.6,-2.0,2024-08-24T15:00:09.081Z,2024-08-24T17:10:42Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5167865715,56,Back,5167865717,347,,5167865745,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450341,10,5,1,0,31,a9vw7ikerpr4cuweeeka5aneg,0,69.4,102.0,2024-08-24T15:00:09.081Z,2024-08-24T17:10:42Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5167865655,347,,5167865749,233,7,5167865653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450379,8,1,1,0,34,7gkglopz9cjsysn2u6sbhuvc5,0,32.6,0.0,2024-08-24T15:00:12.009Z,2024-08-24T15:00:14Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5167865845,213,0.37,5167865847,1,,5167865841,141,11.4,5167865837,56,Right,5167865839,140,54.6,5167865835,107,,5167865843,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450423,11,2,1,0,37,a9vw7ikerpr4cuweeeka5aneg,1,41.1,95.9,2024-08-24T15:00:15.025Z,2024-08-24T18:04:23Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5167866085,56,Left,5167866081,7,4m9sp9mxlsjk6fv7v218yqfv9,5167866065,140,77.6,5167866067,141,79.6,5167866083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450453,9,43,1,0,40,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-24T15:00:18.537Z,2024-08-24T15:01:40Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5167866251,56,Back,5167871445,144,44,5167866253,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451045,20,43,1,0,41,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-24T15:00:19.802Z,2024-08-24T15:01:42Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5167871569,144,1,5167869025,141,29.7,5167869021,140,46.6,5167869017,56,Back,5167869013,3,0,5167869035,213,6.23,5167869031,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450529,11,1,1,0,51,7gkglopz9cjsysn2u6sbhuvc5,0,29.7,24.6,2024-08-24T15:00:29.234Z,2024-08-24T15:00:32Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5167866611,56,Center,5167866615,141,24.9,5167866621,1,,5167866609,241,,5167866607,157,,5167866617,212,44.6,5167866619,213,0.00,5167866613,140,72.2,5167866605,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450561,12,1,1,0,54,a9vw7ikerpr4cuweeeka5aneg,0,23.9,74.8,2024-08-24T15:00:32.825Z,2024-08-24T15:00:35Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5167866765,3,,5167866771,140,43.5,5167866769,56,Back,5167866775,212,20.6,5167866779,213,6.26,5167866773,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450589,12,1,1,0,59,7gkglopz9cjsysn2u6sbhuvc5,1,60.2,30.7,2024-08-24T15:00:37.481Z,2024-08-24T15:00:39Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5167866923,140,69.4,5167866929,213,5.71,5167866927,212,11.5,5167866921,56,Center,5167866925,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450603,13,1,1,1,1,7gkglopz9cjsysn2u6sbhuvc5,1,69.4,21.5,2024-08-24T15:00:39.082Z,2024-08-24T15:00:40Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5167867019,213,0.33,5167867017,212,17.5,5167867013,140,85.2,5167867015,141,29.8,5167867011,56,Center,5167867009,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450637,14,1,1,1,2,7gkglopz9cjsysn2u6sbhuvc5,1,85.2,29.8,2024-08-24T15:00:40.778Z,2024-08-24T15:00:42Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5167867187,213,4.73,5167867183,141,8.5,5167867181,140,85.4,5167867185,212,14.5,5167867179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450669,15,1,1,1,4,7gkglopz9cjsysn2u6sbhuvc5,1,85.8,8.3,2024-08-24T15:00:42.546Z,2024-08-24T15:00:46Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5167867327,213,1.51,5167867319,56,Right,5167867323,141,16.4,5167867325,212,5.5,5167867321,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450691,16,1,1,1,8,7gkglopz9cjsysn2u6sbhuvc5,1,89.0,11.9,2024-08-24T15:00:46.209Z,2024-08-24T15:00:48Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5167867461,213,3.74,5167867455,140,81.1,5167867453,56,Right,5167867459,212,10.1,5167867457,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450745,17,1,1,1,9,7gkglopz9cjsysn2u6sbhuvc5,1,81.1,3.5,2024-08-24T15:00:47.842Z,2024-08-24T15:00:59Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,1.0,,5167867745,213,1.25,5167867741,141,45.4,5167868333,210,13,5167867735,155,,5167868335,154,,5167867733,2,,5167867737,56,Center,5167867739,140,90.0,5167867743,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450753,18,13,1,1,11,7gkglopz9cjsysn2u6sbhuvc5,1,90.0,45.4,2024-08-24T15:00:49.338Z,2024-08-24T15:16:15Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5167868025,20,,5167868363,231,48.4,5167868351,55,17,5167867779,17,,5167867777,22,,5167867781,56,Center,5167868357,103,37.5,5167868359,328,,5167868345,84,,5167868355,102,40.8,5167868347,29,5167868349,154,5167868361,230,98.4,,,,,,,,,,,,,,,,,
2712451019,13,5,1,1,12,a9vw7ikerpr4cuweeeka5aneg,1,-1.0,59.2,2024-08-24T15:00:50.850Z,2024-08-24T17:10:43Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5167868939,346,,5167868937,56,Back,5167868961,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712450765,19,5,1,1,12,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,40.8,2024-08-24T15:00:50.850Z,2024-08-24T17:10:44Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5167868991,233,13,5167867861,56,Center,5167867863,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451051,14,1,1,1,30,a9vw7ikerpr4cuweeeka5aneg,1,4.2,50.7,2024-08-24T15:01:08.506Z,2024-08-24T15:01:10Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5167869049,140,23.5,5167869047,56,Back,5167869055,213,0.37,5167869051,141,62.4,5167869045,124,,5167869053,212,21.8,5167869059,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451101,15,1,1,1,32,a9vw7ikerpr4cuweeeka5aneg,1,23.5,62.4,2024-08-24T15:01:10.106Z,2024-08-24T15:01:12Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5167869241,213,4.88,5167869233,56,Back,5167869235,140,25.9,5167869237,141,40.6,5167869239,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451197,16,1,1,1,34,a9vw7ikerpr4cuweeeka5aneg,1,26.2,39.7,2024-08-24T15:01:12.482Z,2024-08-24T15:01:17Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5167869575,212,56.0,5167869565,155,,5167869571,140,79.5,5167869573,141,37.1,5167869579,1,,5167869577,213,6.25,5167869569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451237,17,1,1,1,39,a9vw7ikerpr4cuweeeka5aneg,1,96.5,23.7,2024-08-24T15:01:17.314Z,2024-08-24T15:01:19Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5167869749,140,84.5,5167869753,212,27.5,5167869747,56,Center,5167869745,155,,5167869755,213,2.05,5167869751,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451267,18,1,1,1,41,a9vw7ikerpr4cuweeeka5aneg,0,84.5,59.6,2024-08-24T15:01:19.282Z,2024-08-24T15:01:20Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5167869905,213,5.29,5167869899,140,93.2,5167869897,56,Center,5167869895,3,,5167869901,141,39.1,5167869903,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451321,21,12,1,1,45,7gkglopz9cjsysn2u6sbhuvc5,1,15.2,59.3,2024-08-24T15:01:23.106Z,2024-08-24T15:03:54Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5167870117,140,38.7,5167870119,141,45.4,5167870115,56,Back,5167870125,213,5.92,5167870123,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451443,19,1,1,1,45,a9vw7ikerpr4cuweeeka5aneg,1,62.8,47.6,2024-08-24T15:01:23.514Z,2024-08-24T15:01:31Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5167870687,140,72.5,5167870689,141,89.7,5167870691,212,30.4,5167870693,213,1.23,5167870685,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451339,22,43,1,1,46,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-24T15:01:24.130Z,2024-08-24T15:01:26Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5167870371,144,56,5167870193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451499,20,1,1,1,53,a9vw7ikerpr4cuweeeka5aneg,1,75.0,85.0,2024-08-24T15:01:31.354Z,2024-08-24T15:01:35Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5167870993,141,43.0,5167870997,212,28.6,5167870999,213,4.71,5167870991,140,74.9,5167870989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451519,21,1,1,1,57,a9vw7ikerpr4cuweeeka5aneg,1,72.8,40.9,2024-08-24T15:01:35.290Z,2024-08-24T15:01:38Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5167871133,56,Center,5167871141,213,3.07,5167871137,141,43.1,5167871139,212,20.4,5167871135,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451539,22,1,1,2,0,a9vw7ikerpr4cuweeeka5aneg,1,53.7,47.5,2024-08-24T15:01:37.906Z,2024-08-24T15:01:39Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5167871291,56,Center,5167871295,141,59.1,5167871297,212,7.9,5167871299,213,1.53,5167871293,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451569,23,1,1,2,1,a9vw7ikerpr4cuweeeka5aneg,1,53.4,58.7,2024-08-24T15:01:39.266Z,2024-08-24T15:01:40Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5167871481,56,Back,5167871485,141,44.8,5167871483,140,48.0,5167871487,212,11.0,5167871489,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451601,24,1,1,2,2,a9vw7ikerpr4cuweeeka5aneg,1,48.0,44.8,2024-08-24T15:01:40.418Z,2024-08-24T15:01:43Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5167871665,212,13.1,5167871661,141,57.5,5167871657,140,57.4,5167871653,56,Center,5167871669,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451627,25,1,1,2,5,a9vw7ikerpr4cuweeeka5aneg,1,53.6,54.9,2024-08-24T15:01:43.250Z,2024-08-24T15:01:46Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5167871867,212,15.1,5167871871,213,3.61,5167871853,56,Back,5167871857,140,40.8,5167871863,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451625,23,83,1,2,8,7gkglopz9cjsysn2u6sbhuvc5,0,48.0,45.4,2024-08-24T15:01:46.058Z,2024-08-24T15:01:50Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5167872085,399,5lu7bn7uec3zjqpoi1x81gbu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451643,26,1,1,2,8,a9vw7ikerpr4cuweeeka5aneg,1,43.1,47.6,2024-08-24T15:01:46.454Z,2024-08-24T15:01:48Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5167871941,212,17.1,5167871943,213,1.39,5167871939,141,72.3,5167871937,140,46.1,5167871935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451665,27,1,1,2,10,a9vw7ikerpr4cuweeeka5aneg,1,52.8,76.9,2024-08-24T15:01:47.923Z,2024-08-24T15:01:50Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5167872065,213,0.62,5167872061,141,96.2,5167872059,140,70.4,5167872063,212,22.7,5167872057,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451777,28,1,1,2,13,a9vw7ikerpr4cuweeeka5aneg,1,74.9,98.4,2024-08-24T15:01:51.091Z,2024-08-24T15:01:57Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5167872603,213,3.96,5167872595,56,Left,5167872601,212,6.3,5167872599,141,91.7,5167872597,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451787,29,1,1,2,19,a9vw7ikerpr4cuweeeka5aneg,1,60.5,92.6,2024-08-24T15:01:57.250Z,2024-08-24T15:01:58Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5167872657,141,96.3,5167872659,212,20.9,5167872653,56,Left,5167872655,140,80.3,5167872661,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451807,30,1,1,2,20,a9vw7ikerpr4cuweeeka5aneg,0,80.3,96.3,2024-08-24T15:01:58.626Z,2024-08-24T15:01:59Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5167872741,212,22.7,5167872733,155,,5167872743,213,5.14,5167872731,2,,5167872735,56,Center,5167872737,140,89.2,5167872739,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451829,24,8,1,2,21,7gkglopz9cjsysn2u6sbhuvc5,1,14.3,33.6,2024-08-24T15:01:59.018Z,2024-08-24T15:19:32Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5167872827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451837,25,6,1,2,22,7gkglopz9cjsysn2u6sbhuvc5,0,13.0,33.8,2024-08-24T15:02:00.747Z,2024-08-24T17:11:28Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5167872905,73,,5167872903,56,Back,5167872971,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712451819,31,6,1,2,22,a9vw7ikerpr4cuweeeka5aneg,1,87.0,66.2,2024-08-24T15:02:00.747Z,2024-08-24T17:11:28Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5167872945,233,25,5167872865,73,,5167872863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712452725,32,1,1,3,5,a9vw7ikerpr4cuweeeka5aneg,1,99.5,99.5,2024-08-24T15:02:43.124Z,2024-08-24T15:14:09Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,1.0,,5167877321,213,4.52,5167877311,223,,5167877307,6,,5167877309,155,,5167877303,2,,5167931485,210,15,5167877315,140,94.7,5167877313,56,Center,5167877317,141,61.5,5167877319,212,26.3,5167931491,154,,,,,,,,,,,,,,,,,,,,,,
