id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2703402877,9,1,1,0,17,f1h34qp5zbfl489q8vnkhiq9s,0,33.5,88.0,2024-07-26T17:00:35.737Z,2024-07-26T17:00:36Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117892263,213,6.07,5117892259,141,79.7,5117892255,56,Left,5117892257,140,58.9,5117892261,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402883,3,43,1,0,19,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-07-26T17:00:37.354Z,2024-07-27T12:24:13Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5119135715,144,8,5117892271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402893,5,1,1,0,20,b2vft81kyjurzbmekvgrqwr64,1,40.4,27.1,2024-07-26T17:00:37.853Z,2024-07-26T17:00:39Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5117892311,212,16.3,5117892309,141,17.4,5117892305,56,Right,5117892307,140,54.6,5117892313,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402901,6,1,1,0,21,b2vft81kyjurzbmekvgrqwr64,1,54.6,17.4,2024-07-26T17:00:39.345Z,2024-07-27T12:24:24Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5117892341,140,38.3,5119135867,156,,5117892339,56,Back,5117892345,212,17.7,5117892347,213,3.41,5117892343,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402913,7,2,1,0,24,b2vft81kyjurzbmekvgrqwr64,1,38.3,10.6,2024-07-26T17:00:42.161Z,2024-07-26T17:03:26Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5117892389,140,79.5,5117892385,1,,5117892391,141,13.1,5117892387,56,Right,5117892383,7,8gdfn7j6xac9p4jh94hk40jdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402931,11,1,1,0,34,f1h34qp5zbfl489q8vnkhiq9s,1,22.6,77.6,2024-07-26T17:00:52.482Z,2024-07-26T17:00:55Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117892479,140,7.9,5117892481,141,63.6,5117892483,212,18.1,5117892475,241,,5117892485,213,3.69,5117892473,5,,5117892477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402939,12,1,1,0,37,f1h34qp5zbfl489q8vnkhiq9s,1,14.9,62.4,2024-07-26T17:00:55.786Z,2024-07-26T17:00:58Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5117892533,213,1.66,5117892527,140,13.6,5117892529,141,85.7,5117892531,212,15.9,5117892525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402955,13,1,1,0,40,f1h34qp5zbfl489q8vnkhiq9s,1,15.0,86.0,2024-07-26T17:00:58.441Z,2024-07-26T17:01:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117892629,141,39.2,5117892631,212,31.8,5117892625,56,Back,5117892633,213,4.71,5117892627,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402969,14,1,1,0,47,f1h34qp5zbfl489q8vnkhiq9s,1,21.2,35.2,2024-07-26T17:01:05.626Z,2024-07-26T17:01:10Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117892671,140,19.3,5117892675,212,30.3,5117892673,141,79.7,5117892677,213,1.64,5117892669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402985,15,1,1,0,52,f1h34qp5zbfl489q8vnkhiq9s,1,20.7,81.1,2024-07-26T17:01:10.713Z,2024-07-26T17:01:14Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117892781,1,,5117892777,212,33.9,5117892773,140,19.5,5117892771,56,Back,5117892775,141,31.3,5117892779,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402993,16,1,1,0,56,f1h34qp5zbfl489q8vnkhiq9s,1,19.8,31.0,2024-07-26T17:01:14.305Z,2024-07-26T17:01:17Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117892839,140,9.2,5117892841,141,54.2,5117892843,212,19.3,5117892845,213,2.19,5117892837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402999,17,1,1,0,59,f1h34qp5zbfl489q8vnkhiq9s,1,10.1,56.0,2024-07-26T17:01:16.835Z,2024-07-26T17:01:20Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5117892883,141,86.9,5117892887,213,1.38,5117892885,212,21.4,5117892879,56,Back,5117892881,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403003,18,1,1,1,2,f1h34qp5zbfl489q8vnkhiq9s,0,14.5,91.7,2024-07-26T17:01:20.289Z,2024-07-26T17:02:06Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117892909,141,92.7,5117893101,286,,5117892913,213,1.57,5117893097,233,8,5117892911,212,0.7,5117893095,236,,5117892907,140,14.5,5117892903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403009,8,74,1,1,2,b2vft81kyjurzbmekvgrqwr64,1,81.3,5.2,2024-07-26T17:01:20.290Z,2024-07-26T17:49:38Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5117892989,233,18,5117892945,56,Right,5117892947,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403015,9,5,1,1,6,b2vft81kyjurzbmekvgrqwr64,0,83.2,-1.7000000000000002,2024-07-26T17:01:24.585Z,2024-07-26T20:19:21Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5117892987,347,,5118302895,233,19,5117892985,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403017,19,5,1,1,6,f1h34qp5zbfl489q8vnkhiq9s,1,16.8,101.7,2024-07-26T17:01:24.585Z,2024-07-26T20:19:21Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117892999,347,,5117892997,56,Back,5118302891,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403055,20,1,1,1,21,f1h34qp5zbfl489q8vnkhiq9s,1,19.0,100.0,2024-07-26T17:01:39.011Z,2024-07-26T17:01:41Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117893195,56,Back,5117893205,1,,5117893193,107,,5117893197,140,41.2,5117893203,213,5.98,5117893201,212,24.4,5117893199,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403057,21,44,1,1,23,f1h34qp5zbfl489q8vnkhiq9s,1,40.5,80.2,2024-07-26T17:01:41.681Z,2024-07-26T17:01:43Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5117893209,56,Back,5117893211,285,,5117893273,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403063,10,44,1,1,23,b2vft81kyjurzbmekvgrqwr64,0,59.5,19.8,2024-07-26T17:01:41.682Z,2024-07-27T13:48:09Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5117893229,56,Right,5117893231,286,,5117893281,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403067,22,1,1,1,24,f1h34qp5zbfl489q8vnkhiq9s,0,41.1,90.6,2024-07-26T17:01:41.819Z,2024-07-26T17:01:42Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5117893261,141,58.1,5117893257,56,Back,5117893253,3,,5117893265,213,5.04,5117893255,168,,5117893259,140,48.2,5117893263,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403087,11,1,1,1,26,b2vft81kyjurzbmekvgrqwr64,0,54.4,47.0,2024-07-26T17:01:44.402Z,2024-07-27T13:42:12Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5117893379,56,Center,5117893389,1,,5117893381,140,74.0,5117893383,141,26.4,5117893387,213,5.69,5117893377,157,,5117893385,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703404973,94,44,1,1,27,f1h34qp5zbfl489q8vnkhiq9s,1,27.3,57.4,2024-07-26T17:01:44.886Z,2024-07-27T13:42:15Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117913187,285,,5117913559,233,114,5117913185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406413,114,44,1,1,27,b2vft81kyjurzbmekvgrqwr64,0,72.7,42.6,2024-07-26T17:01:44.887Z,2024-07-27T13:42:17Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5117913409,286,,5117913579,233,94,5117913407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403077,23,43,1,1,27,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-07-26T17:01:45.449Z,2024-07-26T17:05:58Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117893325,56,Back,5117893427,233,12,5117893327,285,0,5117899417,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403109,26,43,1,1,27,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-07-26T17:01:45.449Z,2024-07-26T17:06:16Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117893465,56,Back,5117899973,144,44,5117893467,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403089,12,43,1,1,27,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-07-26T17:01:45.450Z,2024-07-26T17:06:00Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5117899429,233,26,5117899451,144,44,5117893395,56,Center,5117893397,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403081,24,1,1,1,28,f1h34qp5zbfl489q8vnkhiq9s,0,27.4,68.7,2024-07-26T17:01:45.993Z,2024-07-26T17:01:46Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117893339,56,Back,5117893341,140,35.3,5117893343,141,92.1,5117893347,213,1.09,5117893337,3,,5117893345,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403099,13,1,1,1,29,b2vft81kyjurzbmekvgrqwr64,0,68.1,20.1,2024-07-26T17:01:47.745Z,2024-07-26T17:06:47Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5117893419,140,78.3,5117893415,3,,5117893423,212,13.7,5117893421,141,32.7,5117893417,56,Center,5117893425,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403095,25,8,1,1,30,f1h34qp5zbfl489q8vnkhiq9s,1,28.8,72.4,2024-07-26T17:01:48.193Z,2024-07-27T13:42:28Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5117893411,56,Back,5119245453,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403105,14,43,1,1,32,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-07-26T17:01:50.242Z,2024-07-26T17:06:09Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5117893473,233,26,5117893449,56,Center,5117899695,144,44,5117893451,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403111,27,1,1,1,32,f1h34qp5zbfl489q8vnkhiq9s,0,23.7,69.3,2024-07-26T17:01:50.569Z,2024-07-26T17:14:22Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117910351,3,,5117893481,141,55.5,5117893477,56,Back,5117893485,213,5.20,5117893479,140,28.4,5117893483,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403127,15,1,1,1,33,b2vft81kyjurzbmekvgrqwr64,0,71.3,36.9,2024-07-26T17:01:51.361Z,2024-07-26T17:12:29Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5117893567,140,90.6,5117893563,3,,5117893571,212,20.5,5117893565,56,Center,5117893569,141,32.8,5117893573,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403125,28,1,1,1,35,f1h34qp5zbfl489q8vnkhiq9s,1,19.5,54.3,2024-07-26T17:01:53.265Z,2024-07-26T17:01:55Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117893555,141,61.4,5117893553,140,11.4,5117893557,212,9.8,5117893549,3,,5117893559,213,2.63,5117893551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403129,29,1,1,1,37,f1h34qp5zbfl489q8vnkhiq9s,0,11.4,61.5,2024-07-26T17:01:55.658Z,2024-07-27T13:43:23Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117893575,56,Back,5117893583,213,2.99,5117893577,140,0.0,5117893579,141,64.3,5119246371,3,,5117893581,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403135,16,6,1,1,39,b2vft81kyjurzbmekvgrqwr64,1,98.2,35.2,2024-07-26T17:01:57.090Z,2024-07-26T17:33:25Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5117893639,56,Center,5117893651,233,30,5117893641,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403131,30,6,1,1,39,f1h34qp5zbfl489q8vnkhiq9s,0,1.8,64.8,2024-07-26T17:01:57.090Z,2024-07-27T13:44:16Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117893607,73,,5117893605,56,Back,5117893665,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403253,17,1,1,2,4,b2vft81kyjurzbmekvgrqwr64,1,99.5,0.5,2024-07-26T17:02:22.064Z,2024-07-27T13:44:28Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5117894267,56,Center,5117894271,141,39.2,5119247951,72,,5119247947,225,,5117894269,140,95.3,5117894273,212,26.7,5119247949,386,,5117894259,2,,5117894275,213,1.74,5117894261,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403259,18,1,1,2,14,b2vft81kyjurzbmekvgrqwr64,0,95.2,37.6,2024-07-26T17:02:32.184Z,2024-07-26T19:21:27Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5117894313,213,1.63,5117894307,140,94.9,5117894353,168,,5117894305,56,Center,5117894309,141,45.8,5117894311,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403241,31,61,1,2,15,f1h34qp5zbfl489q8vnkhiq9s,1,7.4,60.6,2024-07-26T17:02:33.142Z,2024-07-26T17:15:05Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117894183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403277,19,6,1,2,21,b2vft81kyjurzbmekvgrqwr64,1,97.3,40.5,2024-07-26T17:02:39.105Z,2024-07-26T17:49:08Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5117894385,56,Center,5117900221,233,32,5117894387,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403247,32,6,1,2,21,f1h34qp5zbfl489q8vnkhiq9s,0,2.7,59.5,2024-07-26T17:02:39.105Z,2024-07-27T13:45:13Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117900225,233,19,5117894205,73,,5117894199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403285,20,1,1,2,24,b2vft81kyjurzbmekvgrqwr64,1,99.5,0.5,2024-07-26T17:02:42.497Z,2024-07-27T13:45:17Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5117894427,56,Center,5117894435,213,2.08,5117894425,223,,5117894429,140,85.3,5117894433,212,30.4,5117894423,155,,5117894419,2,,5119249317,72,,5117894421,6,,5117894431,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403289,21,61,1,2,34,b2vft81kyjurzbmekvgrqwr64,1,92.9,38.6,2024-07-26T17:02:52.344Z,2024-07-26T17:49:31Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5117894495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403295,33,12,1,2,35,f1h34qp5zbfl489q8vnkhiq9s,1,2.4,58.1,2024-07-26T17:02:53.633Z,2024-07-26T19:44:30Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117894525,213,1.96,5117894517,56,Back,5117894523,212,9.2,5117894529,167,,5117894521,141,70.6,5117894519,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403291,22,6,1,2,36,b2vft81kyjurzbmekvgrqwr64,1,98.9,31.7,2024-07-26T17:02:54.104Z,2024-07-26T17:19:54Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5117894513,56,Center,5117894625,233,34,5117894515,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
