id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value
2805766781,9,1,1,0,20,a9vw7ikerpr4cuweeeka5aneg,1,28.9,23.7,2025-04-25T17:02:07.194Z,2025-04-25T17:02:09Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5677636397,213,2.40,5677636389,56,Back,5677636393,141,45.4,5677636395,212,21.9,5677636391,140,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766791,10,1,1,0,22,a9vw7ikerpr4cuweeeka5aneg,1,13.0,44.6,2025-04-25T17:02:09.280Z,2025-04-25T17:02:10Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5677636437,56,Back,5677636443,212,12.9,5677636439,140,20.5,5677636441,141,59.7,5677636445,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766807,11,1,1,0,23,a9vw7ikerpr4cuweeeka5aneg,1,20.5,59.7,2025-04-25T17:02:10.096Z,2025-04-25T17:02:13Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5677636541,212,28.4,5677636543,213,4.83,5677636539,141,18.2,5677636537,140,23.7,5677636535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766839,12,1,1,0,26,a9vw7ikerpr4cuweeeka5aneg,1,23.3,15.3,2025-04-25T17:02:13.632Z,2025-04-25T17:02:18Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5677636755,155,,5677636757,56,Center,5677636763,212,43.6,5677636761,141,25.8,5677636767,1,,5677636759,140,64.3,5677636765,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766857,13,44,1,0,29,a9vw7ikerpr4cuweeeka5aneg,1,69.2,28.8,2025-04-25T17:02:16.356Z,2025-04-25T19:09:16Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5677636859,56,Center,5677650007,233,3,5677636861,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766837,3,44,1,0,29,b8oqgvx1ijeyn6y1cn6929ix4,0,30.8,71.2,2025-04-25T17:02:16.357Z,2025-04-25T19:09:16Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5677636753,285,,5677650049,233,13,5677636751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766867,14,1,1,0,30,a9vw7ikerpr4cuweeeka5aneg,0,63.5,25.6,2025-04-25T17:02:17.584Z,2025-04-26T11:52:30Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5677636909,56,Right,5677636917,213,4.35,5677636907,3,,5677636911,140,56.8,5677636915,212,19.6,5677636913,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766891,4,43,1,0,31,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-25T17:02:18.002Z,2025-04-25T17:06:22Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5677637025,141,72.7,5677637027,212,4.8,5677650189,144,1,5677637021,56,Back,5677637023,140,31.4,5677637019,3,0,5677637029,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766975,5,5,1,0,33,b8oqgvx1ijeyn6y1cn6929ix4,1,40.6,101.4,2025-04-25T17:02:20.279Z,2025-04-26T11:52:31Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5677637429,233,15,5677637395,56,Back,5677637397,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766875,15,5,1,0,33,a9vw7ikerpr4cuweeeka5aneg,0,59.4,-1.4,2025-04-25T17:02:20.279Z,2025-04-26T11:52:31Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5677637447,233,5,5677636949,56,Right,5677636951,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767001,6,1,1,0,43,b8oqgvx1ijeyn6y1cn6929ix4,0,36.5,100.0,2025-04-25T17:02:30.730Z,2025-04-25T17:02:32Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5677637501,107,,5677637503,56,Center,5677637509,212,39.6,5677637513,1,,5677637505,140,70.7,5677637511,213,5.85,5677637507,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767915,30,1,1,0,46,a9vw7ikerpr4cuweeeka5aneg,0,18.7,17.9,2025-04-25T17:02:33.335Z,2025-04-26T11:53:02Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5677642157,56,Back,5677642163,212,18.9,5677642161,141,12.8,5679519517,3,,5677642159,140,36.4,5677642165,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767045,7,44,1,0,48,b8oqgvx1ijeyn6y1cn6929ix4,1,60.6,83.6,2025-04-25T17:02:35.441Z,2025-04-25T19:09:16Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5677637697,56,Left,5677637699,286,,5677637747,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767037,16,44,1,0,48,a9vw7ikerpr4cuweeeka5aneg,0,39.4,16.4,2025-04-25T17:02:35.442Z,2025-04-25T19:11:09Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5677637661,285,,5677637659,56,Back,5677637769,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767071,8,1,1,0,49,b8oqgvx1ijeyn6y1cn6929ix4,0,61.3,77.9,2025-04-25T17:02:36.339Z,2025-04-25T17:02:38Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5677637851,212,19.0,5677637845,56,Left,5677637853,213,1.02,5677637847,140,70.8,5677637843,3,,5677637849,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806112279,805,56,1,0,50,b8oqgvx1ijeyn6y1cn6929ix4,1,63.0,96.2,2025-04-25T17:02:37.109Z,2025-04-26T11:54:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5679523277,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767081,9,5,1,0,51,b8oqgvx1ijeyn6y1cn6929ix4,0,69.0,101.4,2025-04-25T17:02:38.463Z,2025-04-25T19:09:54Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5677637879,347,,5677638157,233,17,5677637877,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767111,17,5,1,0,51,a9vw7ikerpr4cuweeeka5aneg,1,31.0,-1.4,2025-04-25T17:02:38.463Z,2025-04-25T19:09:54Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5677638117,233,9,5677638083,56,Back,5677638085,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767171,18,1,1,1,0,a9vw7ikerpr4cuweeeka5aneg,1,35.3,0.0,2025-04-25T17:02:47.633Z,2025-04-26T11:54:33Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5677638439,140,37.4,5677638443,212,11.4,5677638441,141,14.6,5677638435,107,,5677638445,213,1.38,5677638437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805768729,38,61,1,1,1,a9vw7ikerpr4cuweeeka5aneg,0,35.4,7.7,2025-04-25T17:02:48.566Z,2025-04-25T17:05:35Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5677646373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767169,10,1,1,1,2,b8oqgvx1ijeyn6y1cn6929ix4,1,66.7,91.4,2025-04-25T17:02:49.418Z,2025-04-26T11:55:05Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5679526619,140,60.1,5679526625,213,3.34,5679526621,141,89.3,5677638431,56,Left,5679526623,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767189,11,1,1,1,4,b8oqgvx1ijeyn6y1cn6929ix4,0,42.8,82.1,2025-04-25T17:02:50.876Z,2025-04-25T17:08:21Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5677638527,141,82.3,5677657465,233,64,5677638525,140,50.3,5677638531,213,0.02,5677638529,212,7.9,5677657463,236,,5677638523,56,Left,5677657469,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805770785,64,74,1,1,4,a9vw7ikerpr4cuweeeka5aneg,1,33.4,9.1,2025-04-25T17:02:50.877Z,2025-04-25T17:08:21Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5677657479,233,11,5677657065,56,Back,5677657067,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806113161,806,43,1,1,5,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-25T17:02:51.869Z,2025-04-26T11:58:08Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5679528327,56,Left,5679535247,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767251,12,4,1,1,7,b8oqgvx1ijeyn6y1cn6929ix4,1,63.6,90.8,2025-04-25T17:02:53.745Z,2025-04-25T19:08:38Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5677645989,152,,5677638875,56,Left,5677645993,286,,5677645991,265,,5677646027,233,19,5677645987,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767203,19,4,1,1,7,a9vw7ikerpr4cuweeeka5aneg,0,36.4,9.2,2025-04-25T17:02:53.746Z,2025-04-25T19:08:38Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5677638623,56,Back,5677639379,285,,5677639373,13,,5677639377,265,,5677646055,233,12,5677639375,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767213,20,43,1,1,8,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-25T17:02:55.359Z,2025-04-25T17:03:06Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5677639107,144,5,5677638923,233,12,5677638671,56,Back,5677638673,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767311,13,1,1,1,17,b8oqgvx1ijeyn6y1cn6929ix4,1,56.2,95.3,2025-04-25T17:03:04.475Z,2025-04-25T17:05:32Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5677639135,140,35.0,5677639137,141,72.3,5677639133,56,Back,5677639139,212,27.2,5677639141,213,3.75,5677646581,5,,5677646583,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767367,14,1,1,1,20,b8oqgvx1ijeyn6y1cn6929ix4,1,35.0,72.3,2025-04-25T17:03:07.250Z,2025-04-25T17:03:12Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5677639419,140,45.0,5677639429,212,17.7,5677639423,141,51.3,5677639433,213,5.35,5677639415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767403,15,1,1,1,25,b8oqgvx1ijeyn6y1cn6929ix4,1,36.6,47.8,2025-04-25T17:03:12.723Z,2025-04-25T17:03:14Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5677639509,213,2.16,5677639503,140,30.0,5677639501,56,Back,5677639507,212,12.4,5677639505,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767421,16,1,1,1,27,b8oqgvx1ijeyn6y1cn6929ix4,1,30.0,62.9,2025-04-25T17:03:14.218Z,2025-04-25T17:03:16Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5677639609,141,63.0,5677639607,140,38.8,5677639613,213,0.01,5677639605,56,Back,5677639611,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767441,17,1,1,1,29,b8oqgvx1ijeyn6y1cn6929ix4,1,37.4,62.6,2025-04-25T17:03:16.674Z,2025-04-25T17:03:18Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5677639717,140,33.3,5677639715,56,Back,5677639719,141,48.8,5677639723,213,4.28,5677639721,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767473,18,1,1,1,30,b8oqgvx1ijeyn6y1cn6929ix4,0,33.8,51.7,2025-04-25T17:03:17.082Z,2025-04-26T11:59:57Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5677639847,140,37.6,5677639849,141,57.7,5677639853,213,0.80,5677639845,56,Back,5677639851,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806115353,807,43,1,1,30,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-25T17:03:17.371Z,2025-04-26T12:00:59Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5679540587,56,Back,5679543463,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116317,858,61,1,1,31,a9vw7ikerpr4cuweeeka5aneg,1,61.6,41.2,2025-04-25T17:03:17.870Z,2025-04-26T12:01:39Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5679545859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116653,859,61,1,1,32,a9vw7ikerpr4cuweeeka5aneg,1,56.2,34.6,2025-04-25T17:03:19.122Z,2025-04-26T12:02:07Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5679547663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767563,22,1,1,1,34,a9vw7ikerpr4cuweeeka5aneg,1,44.6,30.1,2025-04-25T17:03:20.751Z,2025-04-26T12:02:25Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5677640373,56,Back,5677640379,212,22.0,5677640375,140,23.8,5677640381,213,3.01,5677640377,141,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767581,23,1,1,1,36,a9vw7ikerpr4cuweeeka5aneg,0,26.1,38.6,2025-04-25T17:03:23.496Z,2025-04-26T12:03:40Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5677640463,141,16.5,5677640459,56,Right,5677640465,212,60.4,5677640461,140,81.8,5677640457,157,,5677640469,1,,5677640467,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117207,860,43,1,1,40,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-25T17:03:26.869Z,2025-04-26T12:03:10Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5679550663,56,Center,5679552215,144,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767611,19,59,1,1,42,b8oqgvx1ijeyn6y1cn6929ix4,1,7.1,84.2,2025-04-25T17:03:29.578Z,2025-04-26T12:03:50Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5677640625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767621,20,1,1,1,43,b8oqgvx1ijeyn6y1cn6929ix4,0,7.1,84.2,2025-04-25T17:03:30.450Z,2025-04-26T12:03:51Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5677640671,141,37.1,5677640673,212,68.9,5677640669,140,65.2,5677640677,1,,5677640665,157,,5677640667,56,Center,5677640675,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767623,24,1,1,1,46,a9vw7ikerpr4cuweeeka5aneg,1,44.7,50.1,2025-04-25T17:03:33.455Z,2025-04-26T12:03:59Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5677640685,141,35.7,5677640681,56,Center,5677640683,140,55.2,5677640687,212,14.7,5677640679,3,,5677640689,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767645,25,1,1,1,48,a9vw7ikerpr4cuweeeka5aneg,1,55.2,35.7,2025-04-25T17:03:35.543Z,2025-04-25T17:03:38Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5677640791,140,62.9,5677640793,141,37.3,5677640789,56,Center,5677640795,212,8.2,5677640797,213,0.13,5677640787,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
