id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2707894833,15,15,1,1,29,a9vw7ikerpr4cuweeeka5aneg,1,79.6,49.0,2024-08-11T11:02:27.836Z,2024-08-11T13:11:03Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142645411,154,,5142645421,146,98.8,5142644671,22,,5142645409,29,,5142645439,233,25,5142645419,103,28.5,5142644675,56,Center,5142645263,20,,5142645407,79,5142645413,55,14,5142645417,102,50.8,5142645423,147,50.4,5142644673,18,,,,,,,,,,,,,,,,,,,,
2707894827,25,10,1,1,29,8cfkisxf1fkxdqtt6tx1tup48,1,1.7000000000000002,52.8,2024-08-11T11:02:27.936Z,2024-08-11T12:00:42Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142644641,182,,5142644639,178,,5142645275,233,15,5142644643,56,Back,5142644931,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707894851,16,13,1,1,32,a9vw7ikerpr4cuweeeka5aneg,1,92.3,49.3,2024-08-11T11:02:30.640Z,2024-08-11T13:11:41Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142644793,17,,5142645183,230,97.8,5142645171,102,57.0,5142645175,214,,5142645179,328,,5142645169,77,,5142644795,56,Center,5142645185,231,48.2,5142644791,22,5142645181,458,,5142645177,108,,5142645173,103,73.6,5142644969,20,,,,,,,,,,,,,,,,,,,,
2707894867,17,5,1,1,33,a9vw7ikerpr4cuweeeka5aneg,0,101.2,49.6,2024-08-11T11:02:31.660Z,2024-08-11T11:53:28Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142644851,56,Center,5142644853,346,,5142644985,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707894875,26,5,1,1,33,8cfkisxf1fkxdqtt6tx1tup48,1,-1.2,50.4,2024-08-11T11:02:31.660Z,2024-08-11T11:53:27Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142644897,56,Back,5142644899,346,,5142644957,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895007,27,1,1,1,59,8cfkisxf1fkxdqtt6tx1tup48,1,3.6,57.3,2024-08-11T11:02:57.775Z,2024-08-11T11:02:58Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142645733,212,18.9,5142645725,140,4.1,5142645729,141,29.5,5142645737,213,4.74,5142645723,56,Back,5142645747,237,,5142645721,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895017,28,1,1,2,0,8cfkisxf1fkxdqtt6tx1tup48,1,4.1,29.5,2024-08-11T11:02:58.716Z,2024-08-11T11:02:59Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142645785,213,1.16,5142645783,212,17.2,5142645779,140,10.6,5142645777,56,Back,5142645781,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895021,29,1,1,2,0,8cfkisxf1fkxdqtt6tx1tup48,1,10.6,52.7,2024-08-11T11:02:59.565Z,2024-08-11T11:03:00Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142645797,56,Back,5142645799,140,4.4,5142645801,141,27.4,5142645805,213,4.35,5142645803,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895037,30,1,1,2,1,8cfkisxf1fkxdqtt6tx1tup48,1,4.4,27.4,2024-08-11T11:03:00.236Z,2024-08-11T11:03:02Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142645863,140,22.0,5142645869,213,5.59,5142645861,56,Back,5142645867,212,24.1,5142645865,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895055,31,1,1,2,3,8cfkisxf1fkxdqtt6tx1tup48,1,18.7,3.8,2024-08-11T11:03:02.492Z,2024-08-11T11:03:05Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142646005,213,2.47,5142645993,56,Back,5142645997,141,18.9,5142645995,140,6.4,5142646001,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895095,32,1,1,2,7,8cfkisxf1fkxdqtt6tx1tup48,1,8.6,24.0,2024-08-11T11:03:05.820Z,2024-08-11T11:03:13Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142646255,56,Back,5142646257,140,2.7,5142646259,141,39.4,5142646261,212,12.2,5142646263,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895121,33,1,1,2,14,8cfkisxf1fkxdqtt6tx1tup48,1,9.5,45.1,2024-08-11T11:03:13.540Z,2024-08-11T11:03:18Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142646407,213,5.27,5142646405,212,25.0,5142646403,141,14.0,5142646399,56,Back,5142646401,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895129,34,1,1,2,19,8cfkisxf1fkxdqtt6tx1tup48,1,25.5,5.6,2024-08-11T11:03:18.172Z,2024-08-11T11:03:19Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142646465,213,1.38,5142646461,212,8.2,5142646449,56,Back,5142646457,141,17.4,5142646453,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895147,35,1,1,2,20,8cfkisxf1fkxdqtt6tx1tup48,1,27.0,17.4,2024-08-11T11:03:18.980Z,2024-08-11T11:03:22Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142646579,56,Back,5142646581,140,28.3,5142646587,213,4.87,5142646585,212,8.8,5142646583,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895163,36,1,1,2,23,8cfkisxf1fkxdqtt6tx1tup48,1,28.7,5.6,2024-08-11T11:03:21.916Z,2024-08-11T11:03:24Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142646685,56,Back,5142646687,140,34.0,5142646689,141,22.5,5142646693,213,1.12,5142646691,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895187,37,1,1,2,25,8cfkisxf1fkxdqtt6tx1tup48,1,32.6,17.6,2024-08-11T11:03:24.316Z,2024-08-11T11:03:28Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5142646825,140,30.9,5142646827,141,9.7,5142646823,56,Back,5142646829,212,5.7,5142646831,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895217,38,1,1,2,29,8cfkisxf1fkxdqtt6tx1tup48,1,38.7,6.8,2024-08-11T11:03:27.996Z,2024-08-11T11:03:32Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142647003,1,,5142646993,140,68.4,5142646989,196,,5142646997,212,59.3,5142646987,155,,5142646995,141,80.9,5142647001,213,1.02,5142646991,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707895235,39,1,1,2,33,8cfkisxf1fkxdqtt6tx1tup48,1,73.1,76.4,2024-08-11T11:03:32.516Z,2024-08-11T11:03:35Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5142647107,56,Center,5142647109,140,90.5,5142647111,141,77.0,5142647115,213,0.02,5142647113,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
