id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2742191549,8,50,1,0,12,ajtb177oqwawkdwbqhldmq6mx,1,71.8,84.4,2024-11-01T18:00:49.492Z,2024-11-01T18:00:54Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5330702715,233,4,5330702643,286,,5330702639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191555,4,7,1,0,12,a9vw7ikerpr4cuweeeka5aneg,0,28.2,15.6,2024-11-01T18:00:49.493Z,2024-11-01T20:07:50Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330702675,285,,5330702705,233,8,5330702673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191569,9,1,1,0,14,ajtb177oqwawkdwbqhldmq6mx,0,56.4,57.8,2024-11-01T18:00:51.916Z,2024-11-01T18:00:52Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5330702757,3,,5330702767,213,6.22,5330702763,141,56.6,5330702761,140,68.5,5330702759,56,Center,5330702765,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191587,5,1,1,0,16,a9vw7ikerpr4cuweeeka5aneg,1,35.0,40.6,2024-11-01T18:00:53.778Z,2024-11-01T18:00:55Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5330702843,141,29.7,5330702847,213,5.98,5330702841,140,57.5,5330702837,155,,5330702839,56,Center,5330702845,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191595,6,1,1,0,17,a9vw7ikerpr4cuweeeka5aneg,1,57.6,29.7,2024-11-01T18:00:55.106Z,2024-11-01T18:00:56Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5330702885,213,1.12,5330702879,140,62.4,5330702881,141,44.9,5330702877,56,Center,5330702883,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191613,8,1,1,0,19,a9vw7ikerpr4cuweeeka5aneg,0,62.4,44.9,2024-11-01T18:00:56.778Z,2024-11-01T20:07:49Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5330702949,56,Center,5330702957,213,1.36,5330702953,141,59.4,5330702955,212,10.1,5330702951,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191621,10,61,1,0,22,ajtb177oqwawkdwbqhldmq6mx,1,35.6,59.6,2024-11-01T18:00:59.451Z,2024-11-01T20:07:48Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5330702997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191681,9,1,1,0,27,a9vw7ikerpr4cuweeeka5aneg,0,84.4,83.2,2024-11-01T18:01:04.634Z,2024-11-01T18:01:05Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5330703273,141,74.1,5330703277,213,5.04,5330703275,212,6.5,5330703269,56,Center,5330703271,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191689,11,8,1,0,28,ajtb177oqwawkdwbqhldmq6mx,1,10.1,20.1,2024-11-01T18:01:05.964Z,2024-11-01T18:01:06Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5330703321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191715,12,1,1,0,30,ajtb177oqwawkdwbqhldmq6mx,0,6.2,13.2,2024-11-01T18:01:07.852Z,2024-11-01T18:01:11Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5330703483,56,Back,5330703487,141,6.1,5330703489,212,42.6,5330703491,213,6.17,5330703485,140,46.5,5330703493,1,,5330703481,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191745,10,1,1,0,34,a9vw7ikerpr4cuweeeka5aneg,1,60.7,84.7,2024-11-01T18:01:11.355Z,2024-11-01T18:14:14Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5330703639,213,0.54,5330703635,141,88.6,5330703633,140,64.9,5330703637,212,5.1,5330703631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191757,11,1,1,0,36,a9vw7ikerpr4cuweeeka5aneg,1,64.9,88.6,2024-11-01T18:01:14.034Z,2024-11-01T18:01:16Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330703715,140,57.6,5330703721,213,4.07,5330703717,141,73.5,5330703713,56,Center,5330703719,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191767,12,1,1,0,38,a9vw7ikerpr4cuweeeka5aneg,1,57.6,73.5,2024-11-01T18:01:15.946Z,2024-11-01T18:01:17Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330703769,212,26.4,5330703771,213,3.82,5330703767,141,49.3,5330703763,56,Back,5330703765,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191781,13,1,1,0,40,a9vw7ikerpr4cuweeeka5aneg,1,38.0,49.1,2024-11-01T18:01:17.578Z,2024-11-01T18:14:49Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330703847,213,5.18,5330703843,141,19.2,5330703845,212,22.7,5330703839,56,Back,5330703841,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191811,14,1,1,0,42,a9vw7ikerpr4cuweeeka5aneg,1,47.2,17.7,2024-11-01T18:01:19.962Z,2024-11-01T18:01:23Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330703951,56,Back,5330703955,141,38.0,5330703959,213,2.25,5330703957,212,17.7,5330703953,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191823,15,1,1,0,46,a9vw7ikerpr4cuweeeka5aneg,1,37.4,39.1,2024-11-01T18:01:23.594Z,2024-11-01T18:01:26Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330704059,140,71.3,5330704069,1,,5330704055,155,,5330704065,212,49.3,5330704057,56,Left,5330704067,213,0.76,5330704061,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742191853,16,2,1,0,49,a9vw7ikerpr4cuweeeka5aneg,1,71.3,89.3,2024-11-01T18:01:26.258Z,2024-11-01T18:01:32Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330704315,7,cqsc3mj8klukkgutdrpegybdg,5330704249,140,90.6,5330704251,141,88.0,5330704317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192035,14,1,1,1,22,ajtb177oqwawkdwbqhldmq6mx,1,23.1,8.5,2024-11-01T18:01:59.349Z,2024-11-01T18:02:02Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330705155,241,,5330705175,1,,5330705161,140,63.5,5330705151,5,,5330705171,213,0.46,5330705167,212,47.4,5330705163,141,39.7,5330705153,157,,5330705157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192043,15,61,1,1,23,ajtb177oqwawkdwbqhldmq6mx,0,64.7,39.4,2024-11-01T18:02:00.492Z,2024-11-01T18:16:05Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5330705193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192055,17,1,1,1,25,a9vw7ikerpr4cuweeeka5aneg,1,26.9,54.8,2024-11-01T18:02:02.490Z,2024-11-01T18:02:04Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5330705259,212,10.0,5330705253,140,33.2,5330705257,141,43.7,5330705249,56,Back,5330705261,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192071,18,1,1,1,27,a9vw7ikerpr4cuweeeka5aneg,0,33.2,43.7,2024-11-01T18:02:04.674Z,2024-11-01T18:02:05Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5330705323,3,,5330705327,56,Back,5330705335,213,0.81,5330705329,140,34.8,5330705333,212,2.4,5330705331,141,46.3,5330705325,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192075,16,1,1,1,27,ajtb177oqwawkdwbqhldmq6mx,0,54.7,46.4,2024-11-01T18:02:04.988Z,2024-11-01T18:17:35Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5330705359,140,66.1,5330705357,56,Center,5330705363,212,16.1,5330705361,141,62.3,5330705365,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192105,20,1,1,1,31,a9vw7ikerpr4cuweeeka5aneg,1,41.2,21.2,2024-11-01T18:02:08.370Z,2024-11-01T20:07:52Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330705485,140,67.8,5330705483,56,Right,5330705487,141,6.7,5330705489,212,29.6,5330705491,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192133,21,1,1,1,37,a9vw7ikerpr4cuweeeka5aneg,0,86.2,21.2,2024-11-01T18:02:14.331Z,2024-11-01T18:02:15Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5330705655,56,Center,5330705661,212,23.3,5330705651,2,,5330705663,213,1.00,5330705653,155,,5330705657,140,98.3,5330705659,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192255,18,1,1,1,51,ajtb177oqwawkdwbqhldmq6mx,1,13.3,48.1,2024-11-01T18:02:28.836Z,2024-11-01T18:19:48Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330706281,140,25.4,5330706293,213,0.69,5330754061,189,,5330706273,123,,5330706275,56,Back,5330706285,141,63.6,5330706289,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192271,19,1,1,1,52,ajtb177oqwawkdwbqhldmq6mx,1,26.5,70.5,2024-11-01T18:02:29.448Z,2024-11-01T18:19:53Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5330706375,213,0.96,5330706369,140,34.1,5330706367,56,Back,5330706371,141,87.2,5330706373,212,13.9,5330754205,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192279,20,61,1,1,52,ajtb177oqwawkdwbqhldmq6mx,0,33.6,91.7,2024-11-01T18:02:29.924Z,2024-11-01T18:19:30Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5330706427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192303,23,1,1,1,54,a9vw7ikerpr4cuweeeka5aneg,1,63.7,13.2,2024-11-01T18:02:31.228Z,2024-11-01T18:02:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330706527,212,16.1,5330706523,140,68.9,5330706521,56,Center,5330706529,213,1.23,5330706525,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192315,24,1,1,1,59,a9vw7ikerpr4cuweeeka5aneg,1,78.8,26.1,2024-11-01T18:02:37.130Z,2024-11-01T18:02:38Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5330706585,56,Right,5330706593,213,5.59,5330706587,140,89.6,5330706589,141,12.3,5330706591,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192321,25,1,1,2,1,a9vw7ikerpr4cuweeeka5aneg,0,89.6,12.3,2024-11-01T18:02:38.435Z,2024-11-01T18:02:39Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330706609,141,28.9,5330706613,213,1.63,5330706611,212,11.3,5330706605,56,Center,5330706607,140,89.0,5330706601,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192363,21,1,1,2,6,ajtb177oqwawkdwbqhldmq6mx,1,13.1,60.9,2024-11-01T18:02:43.357Z,2024-11-01T18:22:30Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5330760575,56,Back,5330760581,212,9.2,5330760577,140,5.4,5330760583,213,2.65,5330760579,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192371,22,1,1,2,6,ajtb177oqwawkdwbqhldmq6mx,1,2.7,73.6,2024-11-01T18:02:43.540Z,2024-11-01T18:22:37Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5330760815,140,10.0,5330760819,212,9.2,5330760821,213,0.59,5330760817,141,81.2,5330760813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192415,24,1,1,2,9,ajtb177oqwawkdwbqhldmq6mx,1,13.7,84.6,2024-11-01T18:02:46.804Z,2024-11-01T18:24:16Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5330706965,141,72.4,5330706961,56,Back,5330706963,140,12.1,5330706967,212,8.5,5330706969,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202773,225,1,1,2,10,ajtb177oqwawkdwbqhldmq6mx,1,12.4,76.5,2024-11-01T18:02:47.333Z,2024-11-01T18:24:47Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5330765847,213,1.44,5330765843,141,88.5,5330765841,140,13.4,5330765839,56,Back,5330765845,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742193281,41,1,1,2,10,ajtb177oqwawkdwbqhldmq6mx,0,9.1,95.5,2024-11-01T18:02:47.772Z,2024-11-01T18:24:55Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5330766111,213,6.22,5330766105,140,18.1,5330766109,212,9.5,5330766103,56,Back,5330766107,141,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192427,26,61,1,2,11,a9vw7ikerpr4cuweeeka5aneg,1,75.9,14.4,2024-11-01T18:02:48.809Z,2024-11-01T18:02:48Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5330707051,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192451,28,1,1,2,13,a9vw7ikerpr4cuweeeka5aneg,0,72.9,22.4,2024-11-01T18:02:50.814Z,2024-11-01T18:02:51Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330707121,141,29.5,5330707117,56,Center,5330707123,212,18.0,5330707119,140,89.4,5330707125,213,0.27,5330707115,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192477,25,1,1,2,16,ajtb177oqwawkdwbqhldmq6mx,1,10.9,70.5,2024-11-01T18:02:53.165Z,2024-11-01T18:02:55Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5330707247,3,,5330707255,212,9.8,5330707257,213,3.70,5330707253,141,62.9,5330707249,56,Back,5330707251,140,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192527,27,1,1,2,19,ajtb177oqwawkdwbqhldmq6mx,1,12.6,59.9,2024-11-01T18:02:56.716Z,2024-11-01T18:03:01Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330707515,213,4.83,5330707507,56,Back,5330707505,123,,5330707511,141,34.8,5330707513,212,17.2,5330707509,140,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192545,28,1,1,2,24,ajtb177oqwawkdwbqhldmq6mx,1,27.6,28.2,2024-11-01T18:03:01.366Z,2024-11-01T20:07:46Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5330707595,140,43.4,5330707601,213,0.29,5330707593,56,Back,5330707597,141,35.4,5330707599,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192549,29,50,1,2,25,ajtb177oqwawkdwbqhldmq6mx,1,44.2,31.9,2024-11-01T18:03:02.529Z,2024-11-01T20:08:29Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5330707627,56,Back,5330707629,286,,5330707711,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192563,29,7,1,2,25,a9vw7ikerpr4cuweeeka5aneg,1,55.8,68.1,2024-11-01T18:03:02.530Z,2024-11-01T20:08:29Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5330707695,233,29,5330707683,56,Center,5330707685,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192587,30,1,1,2,27,a9vw7ikerpr4cuweeeka5aneg,1,58.2,70.2,2024-11-01T18:03:05.106Z,2024-11-01T18:03:07Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330707795,212,3.1,5330707789,56,Center,5330707791,140,60.3,5330707797,213,0.79,5330707793,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192631,32,1,1,2,29,a9vw7ikerpr4cuweeeka5aneg,1,60.3,73.5,2024-11-01T18:03:07.059Z,2024-11-01T18:03:12Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5330707981,141,88.0,5330707977,56,Left,5330707983,212,13.3,5330707985,213,0.84,5330707979,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192655,33,1,1,2,35,a9vw7ikerpr4cuweeeka5aneg,1,83.1,84.7,2024-11-01T18:03:12.498Z,2024-11-01T18:03:14Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5330708081,212,11.5,5330708075,56,Left,5330708079,141,91.8,5330708083,213,2.71,5330708077,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192665,34,1,1,2,37,a9vw7ikerpr4cuweeeka5aneg,1,73.2,91.8,2024-11-01T18:03:14.787Z,2024-11-01T18:03:16Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330708127,213,4.71,5330708123,141,84.8,5330708125,212,4.8,5330708119,56,Left,5330708121,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742192671,35,1,1,2,38,a9vw7ikerpr4cuweeeka5aneg,0,74.1,83.2,2024-11-01T18:03:15.938Z,2024-11-01T18:03:16Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5330708185,56,Center,5330708193,213,5.67,5330708187,140,79.8,5330708189,141,77.0,5330708191,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
