id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2750084163,8,44,1,0,11,bd4qakf7j0wwie8wke9km7uj8,0,50.2,66.8,2024-11-22T18:01:33.218Z,2024-11-22T20:10:13Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5373839311,233,4,5373839315,286,,5373839303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084153,5,1,1,0,11,8gxd9ry2580pu1b1dd5ny9ymy,0,42.8,39.1,2024-11-22T18:01:33.547Z,2024-11-22T18:01:34Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5373839267,212,11.9,5373839265,141,33.7,5373839261,56,Center,5373839263,140,53.6,5373839259,3,,5373839269,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084171,10,1,1,0,11,bd4qakf7j0wwie8wke9km7uj8,1,41.6,75.8,2024-11-22T18:01:33.573Z,2024-11-22T18:04:51Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373845495,140,40.0,5373845497,141,91.6,5373845501,213,1.73,5373845499,212,10.9,5373845493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084177,11,1,1,0,12,bd4qakf7j0wwie8wke9km7uj8,1,36.8,83.4,2024-11-22T18:01:34.678Z,2024-11-22T18:05:14Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373846605,141,61.7,5373846611,1,,5373846609,213,5.84,5373846603,140,66.7,5373846601,56,Center,5373846599,155,,5373846607,212,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084169,9,1,1,0,15,bd4qakf7j0wwie8wke9km7uj8,0,31.9,73.4,2024-11-22T18:01:37.443Z,2024-11-22T18:06:21Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5373842487,140,57.0,5373842497,212,26.4,5373842499,213,6.22,5373842483,56,Center,5373848889,168,,5373842493,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084219,7,1,1,0,20,8gxd9ry2580pu1b1dd5ny9ymy,1,13.8,34.0,2024-11-22T18:01:42.082Z,2024-11-22T18:01:47Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5373839557,123,,5373839561,140,20.4,5373839565,212,18.9,5373839567,213,1.20,5373839559,56,Back,5373839563,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084245,8,1,1,0,25,8gxd9ry2580pu1b1dd5ny9ymy,1,23.2,64.9,2024-11-22T18:01:46.987Z,2024-11-22T18:01:50Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5373839655,56,Back,5373839661,212,16.1,5373839657,140,20.4,5373839663,213,4.53,5373839659,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084263,9,1,1,0,28,8gxd9ry2580pu1b1dd5ny9ymy,0,20.1,40.9,2024-11-22T18:01:50.137Z,2024-11-22T18:01:53Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5373839755,56,Center,5373839757,140,59.9,5373839761,212,41.8,5373839765,1,,5373839759,141,43.3,5373839763,213,0.04,5373839753,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084261,12,44,1,0,30,bd4qakf7j0wwie8wke9km7uj8,1,39.7,58.6,2024-11-22T18:01:52.582Z,2024-11-22T20:02:15Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5373839751,285,,5373839799,233,10,5373839749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084267,10,44,1,0,30,8gxd9ry2580pu1b1dd5ny9ymy,0,60.3,41.4,2024-11-22T18:01:52.583Z,2024-11-22T20:02:15Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5373839781,56,Center,5373839813,233,12,5373839783,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084269,13,1,1,0,30,bd4qakf7j0wwie8wke9km7uj8,0,39.2,61.8,2024-11-22T18:01:52.870Z,2024-11-22T18:01:53Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5373839789,56,Center,5373839793,141,52.1,5373839797,213,5.93,5373839787,3,,5373839795,212,19.3,5373839791,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084295,11,1,1,0,35,8gxd9ry2580pu1b1dd5ny9ymy,1,39.4,30.4,2024-11-22T18:01:57.641Z,2024-11-22T18:01:59Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5373839925,141,15.2,5373839921,56,Back,5373839927,212,13.3,5373839929,213,4.03,5373839923,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084325,12,1,1,0,37,8gxd9ry2580pu1b1dd5ny9ymy,1,31.4,20.6,2024-11-22T18:01:59.706Z,2024-11-22T18:02:08Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373840077,141,35.2,5373840075,140,14.4,5373840073,56,Back,5373840081,213,2.63,5373840079,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084341,13,1,1,0,46,8gxd9ry2580pu1b1dd5ny9ymy,1,13.2,37.7,2024-11-22T18:02:08.106Z,2024-11-22T18:02:12Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5373840155,140,62.5,5373840159,212,53.0,5373840163,1,,5373840153,56,Center,5373840151,157,,5373840157,141,54.6,5373840161,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087717,91,44,1,0,50,8gxd9ry2580pu1b1dd5ny9ymy,1,61.8,41.3,2024-11-22T18:02:12.211Z,2024-11-22T20:02:16Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5373859729,233,76,5373858607,286,,5373858605,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087573,76,44,1,0,50,bd4qakf7j0wwie8wke9km7uj8,0,38.2,58.7,2024-11-22T18:02:12.212Z,2024-11-22T20:02:16Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373859761,233,91,5373858325,56,Back,5373858327,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084347,14,1,1,0,50,8gxd9ry2580pu1b1dd5ny9ymy,1,62.4,54.3,2024-11-22T18:02:12.245Z,2024-11-22T18:09:58Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5373840181,212,9.0,5373840173,3,,5373840179,141,54.6,5373840187,156,,5373840177,140,53.8,5373840175,56,Center,5373840183,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084361,15,1,1,0,52,8gxd9ry2580pu1b1dd5ny9ymy,1,55.6,56.6,2024-11-22T18:02:13.985Z,2024-11-22T18:02:15Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5373840237,140,60.4,5373840241,212,21.7,5373840239,141,87.7,5373840235,56,Left,5373840245,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084369,16,1,1,0,53,8gxd9ry2580pu1b1dd5ny9ymy,0,61.4,91.7,2024-11-22T18:02:15.674Z,2024-11-22T18:02:17Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5373840277,140,71.3,5373840275,56,Left,5373840283,213,6.25,5373840281,212,10.4,5373840279,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084365,14,8,1,0,55,bd4qakf7j0wwie8wke9km7uj8,1,31.2,9.7,2024-11-22T18:02:17.296Z,2024-11-22T18:02:17Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5373840261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084395,17,43,1,0,56,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-11-22T18:02:18.586Z,2024-11-22T18:02:40Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5373840411,212,1.6,5373840407,140,76.8,5373840405,56,Left,5373840931,144,12,5373840409,141,92.7,5373840413,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084413,18,1,1,1,0,8gxd9ry2580pu1b1dd5ny9ymy,1,82.8,93.2,2024-11-22T18:02:22.521Z,2024-11-22T18:02:23Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5373840479,212,11.3,5373840481,213,3.07,5373840473,56,Left,5373840475,140,72.1,5373840477,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084427,19,1,1,1,1,8gxd9ry2580pu1b1dd5ny9ymy,1,72.9,94.7,2024-11-22T18:02:23.721Z,2024-11-22T18:02:27Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5373840567,56,Left,5373840573,212,6.2,5373840571,141,85.7,5373840569,140,72.0,5373840575,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084449,20,1,1,1,5,8gxd9ry2580pu1b1dd5ny9ymy,1,76.1,88.4,2024-11-22T18:02:27.017Z,2024-11-22T18:02:30Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5373840677,213,0.44,5373840675,212,8.7,5373840669,56,Left,5373840671,140,83.6,5373840673,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084457,21,1,1,1,8,8gxd9ry2580pu1b1dd5ny9ymy,0,87.7,95.3,2024-11-22T18:02:30.722Z,2024-11-22T18:02:33Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5373840723,56,Left,5373840731,213,4.84,5373840721,155,,5373840761,286,,5373840757,233,15,5373840719,2,,5373840725,140,88.2,5373840729,212,4.2,5373840755,236,5373840727,141,89.1,,,,,,,,,,,,,,,,,,,,,
2750084453,15,12,1,1,8,bd4qakf7j0wwie8wke9km7uj8,1,13.1,8.9,2024-11-22T18:02:30.822Z,2024-11-22T18:02:33Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5373840711,185,,5373840713,56,Back,5373840781,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084455,16,6,1,1,10,bd4qakf7j0wwie8wke9km7uj8,0,12.6,9.6,2024-11-22T18:02:32.229Z,2024-11-22T18:02:41Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5373840749,73,,5373840815,233,22,5373840745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084467,22,6,1,1,10,8gxd9ry2580pu1b1dd5ny9ymy,1,87.4,90.4,2024-11-22T18:02:32.229Z,2024-11-22T20:01:42Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5373840809,233,16,5373840803,56,Left,5373840805,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084595,23,1,1,1,36,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,99.5,2024-11-22T18:02:58.257Z,2024-11-22T18:03:00Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5373841405,212,29.2,5373841395,155,,5373841401,140,94.9,5373841399,56,Center,5373841407,213,4.55,5373841393,6,,5373841391,2,,5373841397,223,,5373841403,141,,,,57.2,,,,,,,,,,,,,,,,,,,,
2750084611,17,12,1,1,40,bd4qakf7j0wwie8wke9km7uj8,1,11.8,36.4,2024-11-22T18:03:02.315Z,2024-11-22T20:10:12Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5373841489,212,33.5,5373841483,56,Back,5373841485,140,39.3,5373841487,141,11.3,5373841491,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084673,24,1,1,1,46,8gxd9ry2580pu1b1dd5ny9ymy,1,58.2,79.7,2024-11-22T18:03:08.297Z,2024-11-22T18:03:14Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5373841815,212,40.0,5373841807,155,,5373841809,56,Center,5373841817,213,5.52,5373841811,140,85.8,5373841813,141,39.1,5373841819,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084677,25,61,1,1,52,8gxd9ry2580pu1b1dd5ny9ymy,0,85.7,37.1,2024-11-22T18:03:14.584Z,2024-11-22T21:01:46Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5373841835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084715,18,5,1,1,54,bd4qakf7j0wwie8wke9km7uj8,1,-0.6000000000000001,65.8,2024-11-22T18:03:16.337Z,2024-11-22T20:03:00Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373842013,233,26,5373841987,346,,5373841985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084691,26,5,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,0,100.6,34.2,2024-11-22T18:03:16.337Z,2024-11-22T18:03:33Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5373841885,346,,5373841883,56,Center,5373842035,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084905,19,1,1,2,22,bd4qakf7j0wwie8wke9km7uj8,0,3.7,56.6,2024-11-22T18:03:44.611Z,2024-11-22T18:03:46Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5373842925,56,Center,5373842935,1,,5373842933,213,0.20,5373842923,124,,5373842929,141,77.3,5373842937,74,,5373842927,140,71.1,5373842931,212,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084939,27,1,1,2,26,8gxd9ry2580pu1b1dd5ny9ymy,1,36.6,34.0,2024-11-22T18:03:48.384Z,2024-11-22T18:03:51Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5373843111,141,49.4,5373843105,56,Back,5373843113,212,15.4,5373843115,213,2.39,5373843121,1,,5373843101,157,,5373843109,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084957,29,1,1,2,29,8gxd9ry2580pu1b1dd5ny9ymy,1,25.0,50.6,2024-11-22T18:03:51.210Z,2024-11-22T18:03:52Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5373843187,140,31.9,5373843183,56,Back,5373843191,141,50.6,5373843197,213,0.00,5373843193,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084975,30,1,1,2,30,8gxd9ry2580pu1b1dd5ny9ymy,1,31.9,50.6,2024-11-22T18:03:52.344Z,2024-11-22T18:03:54Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5373843245,141,40.6,5373843241,56,Back,5373843247,212,7.6,5373843249,213,4.24,5373843243,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750084999,31,1,1,2,32,8gxd9ry2580pu1b1dd5ny9ymy,1,28.5,40.4,2024-11-22T18:03:54.832Z,2024-11-22T18:03:56Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5373843357,140,25.0,5373843361,212,13.2,5373843355,56,Back,5373843363,213,4.43,5373843359,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085013,32,1,1,2,34,8gxd9ry2580pu1b1dd5ny9ymy,1,24.6,16.7,2024-11-22T18:03:56.808Z,2024-11-22T18:03:58Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373843421,56,Back,5373843427,212,11.3,5373843429,213,5.71,5373843423,140,33.6,5373843425,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085015,33,1,1,2,35,8gxd9ry2580pu1b1dd5ny9ymy,0,32.1,7.1,2024-11-22T18:03:57.058Z,2024-11-22T18:04:00Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5373843487,233,20,5373843451,213,6.20,5373843445,140,34.4,5373843443,56,Back,5373843449,212,2.4,5373843491,286,,5373843447,141,6.8,5373843485,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085001,20,74,1,2,35,bd4qakf7j0wwie8wke9km7uj8,1,66.4,95.9,2024-11-22T18:03:57.059Z,2024-11-22T18:03:59Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373843369,285,,5373843367,56,Left,5373843515,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085005,21,5,1,2,35,bd4qakf7j0wwie8wke9km7uj8,0,64.9,101.4,2024-11-22T18:03:57.834Z,2024-11-22T20:03:00Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373843403,347,,5373843401,56,Left,5373843859,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085083,34,5,1,2,35,8gxd9ry2580pu1b1dd5ny9ymy,1,35.1,-1.4,2024-11-22T18:03:57.834Z,2024-11-22T20:03:00Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5373843849,233,21,5373843815,56,Back,5373843817,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085109,35,1,1,2,46,8gxd9ry2580pu1b1dd5ny9ymy,0,35.4,0.0,2024-11-22T18:04:08.658Z,2024-11-22T18:04:10Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5373843909,140,65.0,5373843913,212,32.2,5373843905,107,,5373843917,1,,5373843911,141,10.9,5373843907,56,Right,5373843915,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085153,22,1,1,2,49,bd4qakf7j0wwie8wke9km7uj8,1,36.8,88.1,2024-11-22T18:04:10.970Z,2024-11-22T18:04:13Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5373844089,140,67.5,5373844087,56,Center,5373844095,213,5.93,5373844093,212,34.4,5373844091,141,70.5,5373844085,157,,5373844097,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085165,23,44,1,2,51,bd4qakf7j0wwie8wke9km7uj8,1,66.0,71.8,2024-11-22T18:04:13.551Z,2024-11-22T20:10:10Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5373844135,56,Center,5373844137,286,,5373844141,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085155,36,44,1,2,51,8gxd9ry2580pu1b1dd5ny9ymy,0,34.0,28.2,2024-11-22T18:04:13.552Z,2024-11-22T20:02:17Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5373844101,56,Back,5373844147,233,23,5373844103,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750085175,24,1,1,2,51,bd4qakf7j0wwie8wke9km7uj8,1,67.7,71.1,2024-11-22T18:04:13.580Z,2024-11-22T20:10:07Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5373844187,212,6.5,5373844185,141,78.7,5373844181,56,Center,5373844183,140,64.0,5373844189,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
