id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815629587,9,1,1,0,12,6wwwud48qahpwrfxs20334qk5,1,38.6,4.4,2025-05-17T12:01:41.858Z,2025-05-17T12:01:43Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5732100991,141,16.2,5732100989,140,28.1,5732100993,212,13.6,5732100987,56,Back,5732100995,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629603,10,1,1,0,14,6wwwud48qahpwrfxs20334qk5,1,27.8,18.6,2025-05-17T12:01:43.762Z,2025-05-17T12:01:46Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732101055,56,Back,5732101061,212,23.3,5732101059,141,52.7,5732101057,140,25.6,5732101063,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629629,11,1,1,0,17,6wwwud48qahpwrfxs20334qk5,1,25.7,52.1,2025-05-17T12:01:46.442Z,2025-05-17T12:01:50Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732101201,212,22.5,5732101199,141,66.9,5732101195,56,Back,5732101203,213,0.46,5732101197,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629661,12,1,1,0,20,6wwwud48qahpwrfxs20334qk5,1,40.0,72.0,2025-05-17T12:01:50.122Z,2025-05-17T12:01:52Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5732101387,140,29.7,5732101393,213,3.58,5732101385,56,Back,5732101391,212,12.0,5732101389,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629715,13,1,1,0,23,6wwwud48qahpwrfxs20334qk5,0,29.8,63.3,2025-05-17T12:01:52.627Z,2025-05-17T12:01:57Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732101665,212,69.8,5732101669,1,,5732101655,155,,5732101659,56,Right,5732101663,141,20.3,5732101667,213,5.85,5732101661,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629741,3,59,1,0,28,a9vw7ikerpr4cuweeeka5aneg,1,12.8,71.2,2025-05-17T12:01:58.068Z,2025-05-17T12:02:02Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5732101803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629751,4,12,1,0,32,a9vw7ikerpr4cuweeeka5aneg,1,12.8,71.2,2025-05-17T12:02:01.817Z,2025-05-17T12:02:04Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5732101857,212,22.6,5732101851,56,Back,5732101897,167,,5732101853,140,22.0,5732101859,213,1.13,5732101855,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629759,5,5,1,0,33,a9vw7ikerpr4cuweeeka5aneg,0,21.5,101.4,2025-05-17T12:02:02.932Z,2025-05-17T14:04:32Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5732102013,233,14,5732101873,56,Back,5732101879,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629771,14,5,1,0,33,6wwwud48qahpwrfxs20334qk5,1,78.5,-1.4,2025-05-17T12:02:02.932Z,2025-05-17T14:04:32Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732101989,233,5,5732101969,56,Right,5732101971,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629891,15,1,1,0,45,6wwwud48qahpwrfxs20334qk5,1,79.1,0.0,2025-05-17T12:02:14.458Z,2025-05-17T12:02:19Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5732102619,141,4.9,5732102613,107,,5732102623,213,2.85,5732102615,56,Right,5732102617,140,64.2,5732102621,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629899,16,1,1,0,49,6wwwud48qahpwrfxs20334qk5,1,59.4,6.4,2025-05-17T12:02:18.897Z,2025-05-17T12:02:19Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732102655,141,3.8,5732102659,213,6.12,5732102653,140,69.9,5732102651,56,Right,5732102657,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629915,17,1,1,0,50,6wwwud48qahpwrfxs20334qk5,1,69.9,3.8,2025-05-17T12:02:19.769Z,2025-05-17T12:02:21Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5732102739,140,56.8,5732102745,213,3.08,5732102741,141,5.0,5732102737,56,Right,5732102743,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629945,18,1,1,0,51,6wwwud48qahpwrfxs20334qk5,1,56.8,5.0,2025-05-17T12:02:21.210Z,2025-05-17T12:02:25Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732102871,141,30.4,5732102869,140,45.4,5732102873,212,21.0,5732102867,56,Back,5732102875,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629991,19,1,1,0,55,6wwwud48qahpwrfxs20334qk5,1,48.1,34.6,2025-05-17T12:02:24.883Z,2025-05-17T12:02:29Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732103151,213,5.20,5732103147,141,5.3,5732103145,140,58.2,5732103143,56,Right,5732103149,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630001,20,1,1,1,0,6wwwud48qahpwrfxs20334qk5,0,61.1,2.5,2025-05-17T12:02:29.697Z,2025-05-17T12:02:30Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5732103215,212,3.8,5732103233,236,,5732103239,286,,5732103235,233,6,5732103209,56,Right,5732103213,141,2.5,5732103217,213,0.00,5732103211,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815629995,6,74,1,1,0,a9vw7ikerpr4cuweeeka5aneg,1,32.8,95.3,2025-05-17T12:02:29.698Z,2025-05-17T12:02:32Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5732103173,56,Back,5732103175,285,,5732103283,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630021,7,5,1,1,1,a9vw7ikerpr4cuweeeka5aneg,0,37.2,101.6,2025-05-17T12:02:31.089Z,2025-05-17T14:04:33Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5732103317,56,Back,5732103617,233,21,5732103319,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630069,21,5,1,1,1,6wwwud48qahpwrfxs20334qk5,1,62.8,-1.6,2025-05-17T12:02:31.089Z,2025-05-17T14:04:33Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5732103601,233,7,5732103589,56,Right,5732103591,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630083,22,1,1,1,7,6wwwud48qahpwrfxs20334qk5,1,61.4,0.0,2025-05-17T12:02:37.033Z,2025-05-17T12:05:48Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5732103723,189,,5732103675,140,44.9,5732103681,213,2.60,5732103679,212,20.2,5732103677,141,14.6,5732103671,107,,5732103673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630107,23,1,1,1,10,6wwwud48qahpwrfxs20334qk5,1,45.3,20.4,2025-05-17T12:02:39.313Z,2025-05-17T12:02:41Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732103797,141,52.7,5732103795,140,47.3,5732103793,56,Back,5732103799,212,22.1,5732103801,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630135,24,1,1,1,11,6wwwud48qahpwrfxs20334qk5,1,47.3,52.7,2025-05-17T12:02:40.785Z,2025-05-17T12:02:43Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732103945,140,55.2,5732103949,212,22.0,5732103943,56,Left,5732103951,213,1.18,5732103947,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630147,25,1,1,1,14,6wwwud48qahpwrfxs20334qk5,1,54.7,79.9,2025-05-17T12:02:43.282Z,2025-05-17T12:02:46Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5732104009,213,3.62,5732104005,141,69.0,5732104007,212,16.1,5732104001,56,Back,5732104003,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630189,26,1,1,1,16,6wwwud48qahpwrfxs20334qk5,1,40.2,67.3,2025-05-17T12:02:45.865Z,2025-05-17T12:02:50Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732104223,140,40.2,5732104229,213,4.71,5732104225,141,34.9,5732104221,56,Back,5732104227,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630209,27,1,1,1,20,6wwwud48qahpwrfxs20334qk5,0,45.7,31.3,2025-05-17T12:02:49.970Z,2025-05-17T12:02:52Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732104345,1,,5732104335,56,Center,5732104339,141,63.4,5732104333,155,,5732104343,213,0.55,5732104341,212,41.8,5732104337,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630227,8,1,1,1,22,a9vw7ikerpr4cuweeeka5aneg,1,25.3,27.0,2025-05-17T12:02:52.184Z,2025-05-17T12:02:54Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5732104445,212,23.2,5732104439,56,Back,5732104443,141,36.7,5732104441,140,4.1,5732104447,213,2.85,5732104437,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630287,10,1,1,1,27,a9vw7ikerpr4cuweeeka5aneg,1,7.8,38.5,2025-05-17T12:02:56.497Z,2025-05-17T12:02:59Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5732104773,56,Back,5732104771,123,,5732104777,141,64.3,5732104779,212,18.7,5732104781,213,1.22,5732104775,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630319,11,1,1,1,30,a9vw7ikerpr4cuweeeka5aneg,1,13.2,64.9,2025-05-17T12:02:59.392Z,2025-05-17T12:03:03Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5732104925,212,15.7,5732104921,140,20.3,5732104927,213,1.08,5732104919,56,Back,5732104923,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630371,12,1,1,1,33,a9vw7ikerpr4cuweeeka5aneg,0,23.7,87.5,2025-05-17T12:03:03.032Z,2025-05-17T12:03:08Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5732105191,155,,5732105197,141,63.3,5732105193,56,Center,5732105201,213,6.00,5732105199,212,58.6,5732105195,140,77.3,5732105203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630411,28,1,1,1,38,6wwwud48qahpwrfxs20334qk5,1,23.0,31.8,2025-05-17T12:03:08.056Z,2025-05-17T12:03:11Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732105401,213,2.56,5732105395,140,4.2,5732105399,212,23.6,5732105393,56,Back,5732105397,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630489,30,1,1,1,42,6wwwud48qahpwrfxs20334qk5,1,5.9,58.2,2025-05-17T12:03:11.809Z,2025-05-17T12:03:16Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5732105751,140,11.0,5732105757,212,16.7,5732105749,56,Back,5732105761,213,5.04,5732105753,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630509,31,1,1,1,47,6wwwud48qahpwrfxs20334qk5,1,15.6,34.0,2025-05-17T12:03:16.305Z,2025-05-17T12:03:18Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732105875,213,0.07,5732105867,56,Back,5732105871,141,35.2,5732105869,140,27.5,5732105873,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630545,32,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,24.9,32.7,2025-05-17T12:03:18.448Z,2025-05-17T12:03:23Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5732106111,212,9.6,5732106105,56,Back,5732106109,141,34.5,5732106113,213,3.01,5732106107,140,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630589,33,1,1,1,54,6wwwud48qahpwrfxs20334qk5,1,22.0,35.4,2025-05-17T12:03:23.376Z,2025-05-17T12:03:27Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732106325,140,19.8,5732106323,56,Back,5732106329,212,15.4,5732106331,213,1.72,5732106327,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630621,34,1,1,1,58,6wwwud48qahpwrfxs20334qk5,1,23.3,62.0,2025-05-17T12:03:27.281Z,2025-05-17T12:03:31Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732106581,141,38.6,5732106579,140,29.4,5732106583,212,17.2,5732106585,213,5.10,5732106577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630649,35,1,1,2,1,6wwwud48qahpwrfxs20334qk5,0,30.4,39.4,2025-05-17T12:03:31.008Z,2025-05-17T12:03:33Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5732106719,141,43.6,5732106723,212,20.2,5732106715,140,49.4,5732106711,56,Back,5732106727,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630641,13,8,1,2,3,a9vw7ikerpr4cuweeeka5aneg,1,49.2,57.0,2025-05-17T12:03:32.776Z,2025-05-17T12:04:46Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5732106689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630695,15,1,1,2,5,a9vw7ikerpr4cuweeeka5aneg,1,57.6,56.9,2025-05-17T12:03:34.617Z,2025-05-17T12:03:36Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5732106931,141,40.3,5732106927,56,Center,5732106933,212,13.5,5732106929,140,64.6,5732106935,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630743,16,1,1,2,7,a9vw7ikerpr4cuweeeka5aneg,1,64.6,40.3,2025-05-17T12:03:36.272Z,2025-05-17T12:03:41Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5732107179,141,67.2,5732107181,212,18.7,5732107175,56,Center,5732107183,213,1.36,5732107177,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630789,36,83,1,2,10,6wwwud48qahpwrfxs20334qk5,0,16.3,31.0,2025-05-17T12:03:39.873Z,2025-05-17T18:31:59Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5732107779,399,81w1fqi66z0ibawynhraybaxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630809,17,1,1,2,12,a9vw7ikerpr4cuweeeka5aneg,0,86.5,71.1,2025-05-17T12:03:41.295Z,2025-05-17T18:32:14Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5732107515,212,15.1,5732107519,213,3.47,5732107513,141,64.0,5732107509,56,Center,5732107511,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630813,18,15,1,2,15,a9vw7ikerpr4cuweeeka5aneg,1,72.1,61.7,2025-05-17T12:03:45.130Z,2025-05-17T18:14:29Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5732108373,78,,5732107541,56,Center,5732107537,22,,5732108423,233,37,5732108401,147,52.0,5732108387,215,,5733632577,458,,5732107539,18,,5732108383,103,19.6,5732108395,146,97.1,5732107745,20,5732108381,102,50.7,,,,,,,,,,,,,,,,
2815630831,37,10,1,2,15,6wwwud48qahpwrfxs20334qk5,1,3.9,51.0,2025-05-17T12:03:45.230Z,2025-05-17T12:03:56Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5732107651,178,,5732107649,173,,5732107653,182,,5732108439,233,18,5732107655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815630979,38,1,1,2,24,6wwwud48qahpwrfxs20334qk5,1,7.9,47.8,2025-05-17T12:03:54.016Z,2025-05-17T12:03:56Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5732108447,141,55.1,5732108451,213,1.01,5732108443,56,Back,5732108449,212,5.9,5732108445,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631061,39,1,1,2,34,6wwwud48qahpwrfxs20334qk5,1,19.5,64.0,2025-05-17T12:04:04.122Z,2025-05-17T12:04:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5732108995,189,,5732108961,212,18.7,5732108959,141,41.3,5732108955,56,Back,5732108957,140,29.5,5732108963,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631097,40,1,1,2,36,6wwwud48qahpwrfxs20334qk5,1,28.5,38.6,2025-05-17T12:04:05.983Z,2025-05-17T12:04:07Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732109165,140,39.4,5732109171,213,5.21,5732109169,212,24.1,5732109167,141,7.4,5732109163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631135,41,1,1,2,38,6wwwud48qahpwrfxs20334qk5,1,39.4,7.4,2025-05-17T12:04:07.439Z,2025-05-17T12:04:10Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5732109379,56,Back,5732109387,213,2.23,5732109381,140,31.0,5732109383,141,24.1,5732109385,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631187,42,1,1,2,41,6wwwud48qahpwrfxs20334qk5,1,31.5,25.5,2025-05-17T12:04:10.440Z,2025-05-17T12:04:14Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5732109711,212,17.1,5732109705,56,Back,5732109709,141,3.8,5732109713,213,5.25,5732109707,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815631231,43,1,1,2,44,6wwwud48qahpwrfxs20334qk5,1,42.9,11.9,2025-05-17T12:04:14.207Z,2025-05-17T12:04:17Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5732109939,56,Back,5732109945,212,12.5,5732109943,141,21.9,5732109941,140,32.9,5732109947,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
