id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2778767957,7,44,1,0,28,8gxd9ry2580pu1b1dd5ny9ymy,1,62.8,66.6,2025-02-21T18:02:40.558Z,2025-02-21T18:59:16Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5529426955,286,,5529427025,233,6,5529426953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767963,6,44,1,0,28,ajtb177oqwawkdwbqhldmq6mx,0,37.2,33.4,2025-02-21T18:02:40.559Z,2025-02-21T18:59:16Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5529427041,233,7,5529426971,56,Back,5529426975,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767965,8,1,1,0,28,8gxd9ry2580pu1b1dd5ny9ymy,0,59.5,62.9,2025-02-21T18:02:40.911Z,2025-02-21T18:02:41Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5529426985,56,Center,5529426991,212,6.6,5529426981,3,,5529426993,213,6.26,5529426983,168,,5529426987,140,65.8,5529426989,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767977,7,1,1,0,30,ajtb177oqwawkdwbqhldmq6mx,0,31.6,31.2,2025-02-21T18:02:42.825Z,2025-02-21T19:01:09Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5529654239,3,,5529427059,141,29.2,5529427055,56,Back,5529427061,212,17.9,5529427063,213,6.21,5529427057,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768001,9,44,1,0,31,8gxd9ry2580pu1b1dd5ny9ymy,1,42.6,68.8,2025-02-21T18:02:44.063Z,2025-02-21T18:02:49Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5529427159,285,,5529427195,233,8,5529427157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767999,8,44,1,0,31,ajtb177oqwawkdwbqhldmq6mx,0,57.4,31.2,2025-02-21T18:02:44.064Z,2025-02-21T18:02:50Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5529427155,286,,5529427153,56,Center,5529427233,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768033,10,1,1,0,32,8gxd9ry2580pu1b1dd5ny9ymy,1,42.6,66.6,2025-02-21T18:02:44.415Z,2025-02-21T18:05:54Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5529427459,213,2.13,5529427449,3,,5529427457,212,18.2,5529427453,140,33.4,5529427455,141,89.3,5529427451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768037,11,1,1,0,34,8gxd9ry2580pu1b1dd5ny9ymy,1,30.9,90.6,2025-02-21T18:02:47.038Z,2025-02-21T18:02:50Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5529427507,1,,5529427499,140,66.8,5529427503,212,41.2,5529427497,56,Center,5529427495,157,,5529427501,141,66.0,5529427505,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768047,12,44,1,0,37,8gxd9ry2580pu1b1dd5ny9ymy,1,71.0,64.4,2025-02-21T18:02:50.231Z,2025-02-21T18:59:17Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5529427559,286,,5529427557,56,Center,5529427625,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768053,9,44,1,0,37,ajtb177oqwawkdwbqhldmq6mx,0,29.0,35.6,2025-02-21T18:02:50.232Z,2025-02-21T18:59:17Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5529427587,56,Back,5529427671,233,12,5529427589,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768051,13,1,1,0,38,8gxd9ry2580pu1b1dd5ny9ymy,0,65.8,63.4,2025-02-21T18:02:50.967Z,2025-02-21T18:02:51Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5529427569,3,,5529427573,56,Center,5529427581,213,5.64,5529427577,141,50.0,5529427579,212,15.2,5529427575,140,77.4,5529427571,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768089,10,1,1,0,40,ajtb177oqwawkdwbqhldmq6mx,1,19.9,40.1,2025-02-21T18:02:52.849Z,2025-02-21T18:02:55Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5529427847,56,Back,5529427851,141,45.5,5529427855,213,2.86,5529427845,3,,5529427853,212,13.3,5529427849,140,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768161,12,1,1,0,46,ajtb177oqwawkdwbqhldmq6mx,0,9.6,44.8,2025-02-21T18:02:59.097Z,2025-02-21T18:03:03Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5529428137,56,Center,5529428139,140,57.1,5529428145,213,6.02,5529428141,141,25.3,5529428143,212,51.6,5529428147,1,,5529428135,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768179,14,44,1,0,52,8gxd9ry2580pu1b1dd5ny9ymy,1,43.2,71.2,2025-02-21T18:03:05.089Z,2025-02-21T18:03:10Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5529428209,56,Back,5529428211,285,,5529428225,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768177,13,44,1,0,52,ajtb177oqwawkdwbqhldmq6mx,0,56.8,28.8,2025-02-21T18:03:05.090Z,2025-02-21T18:03:11Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5529428207,286,,5529428237,233,14,5529428205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768215,15,1,1,0,53,8gxd9ry2580pu1b1dd5ny9ymy,1,43.6,66.1,2025-02-21T18:03:05.632Z,2025-02-21T18:03:10Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5529428405,140,47.3,5529428401,3,,5529428409,212,8.7,5529428407,141,77.5,5529428403,56,Back,5529428411,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768223,17,1,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,1,41.2,79.9,2025-02-21T18:03:07.591Z,2025-02-21T18:03:11Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5529428463,212,18.8,5529428457,56,Back,5529428459,140,23.7,5529428465,213,3.34,5529428461,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768255,18,1,1,0,57,8gxd9ry2580pu1b1dd5ny9ymy,1,21.5,70.8,2025-02-21T18:03:09.550Z,2025-02-21T18:03:14Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5529428611,140,9.0,5529428615,212,16.9,5529428617,213,3.82,5529428609,56,Back,5529428613,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768287,19,1,1,1,1,8gxd9ry2580pu1b1dd5ny9ymy,0,7.0,43.1,2025-02-21T18:03:13.886Z,2025-02-21T18:03:17Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5529428777,212,49.5,5529428781,1,,5529428769,157,,5529428773,140,54.1,5529428771,56,Center,5529428775,141,47.2,5529428779,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768325,14,12,1,1,5,ajtb177oqwawkdwbqhldmq6mx,1,27.1,57.9,2025-02-21T18:03:18.401Z,2025-02-21T18:03:23Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5529428969,140,75.5,5529428973,212,54.1,5529428971,141,85.0,5529428967,56,Left,5529428975,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768359,16,1,1,1,15,ajtb177oqwawkdwbqhldmq6mx,0,97.2,71.2,2025-02-21T18:03:27.609Z,2025-02-21T19:02:57Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5529429219,236,,5529429173,212,1.9,5529429225,286,,5529429165,56,Center,5529429177,213,4.50,5529429221,233,20,5529429167,140,96.8,5529429169,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768357,20,74,1,1,15,8gxd9ry2580pu1b1dd5ny9ymy,1,4.9,29.1,2025-02-21T18:03:27.610Z,2025-02-21T18:03:30Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5529429161,56,Back,5529429163,285,,5529429251,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768379,17,6,1,1,16,ajtb177oqwawkdwbqhldmq6mx,1,95.8,69.8,2025-02-21T18:03:28.650Z,2025-02-21T19:03:08Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5529429343,233,21,5529429299,73,,5529429297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768375,21,6,1,1,16,8gxd9ry2580pu1b1dd5ny9ymy,0,4.2,30.2,2025-02-21T18:03:28.650Z,2025-02-21T18:58:57Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5529429279,73,,5529429277,56,Back,5529429405,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768625,18,1,1,1,42,ajtb177oqwawkdwbqhldmq6mx,0,99.5,99.5,2025-02-21T18:03:55.033Z,2025-02-21T18:03:56Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5529430487,141,47.6,5529430475,2,,5529430493,1,,5529430483,56,Center,5529430489,212,36.2,5529430479,155,,5529430491,213,4.49,5529430481,223,,5529430485,140,91.9,5529430477,6,,,,,,,,,,,,,,,,,,,,,,,
2778768651,22,12,1,1,46,8gxd9ry2580pu1b1dd5ny9ymy,1,7.4,47.2,2025-02-21T18:03:58.767Z,2025-02-21T18:04:55Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5529430613,213,5.55,5529430605,56,Back,5529430609,141,21.9,5529430639,15,,5529430607,140,25.5,5529430611,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768773,19,1,1,1,51,ajtb177oqwawkdwbqhldmq6mx,1,71.3,93.0,2025-02-21T18:04:04.285Z,2025-02-21T18:04:10Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5529431223,140,35.3,5529431227,212,38.6,5529431229,213,3.35,5529431231,1,,5529431221,56,Back,5529431225,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768817,20,1,1,1,57,ajtb177oqwawkdwbqhldmq6mx,1,35.9,76.1,2025-02-21T18:04:10.019Z,2025-02-21T18:04:16Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5529431407,56,Left,5529431411,141,85.3,5529431415,213,0.13,5529431413,212,48.7,5529431405,155,,5529431417,1,,5529431409,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768821,21,1,1,2,3,ajtb177oqwawkdwbqhldmq6mx,1,74.9,90.4,2025-02-21T18:04:15.908Z,2025-02-21T18:20:00Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5529458795,140,64.8,5529458799,212,10.6,5529458793,56,Left,5529458801,213,3.14,5529458797,141,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768831,22,1,1,2,4,ajtb177oqwawkdwbqhldmq6mx,1,68.8,91.6,2025-02-21T18:04:16.730Z,2025-02-21T18:12:00Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5529459977,213,0.08,5529459969,56,Left,5529459973,141,93.0,5529459975,212,12.3,5529459971,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768841,23,1,1,2,4,ajtb177oqwawkdwbqhldmq6mx,0,73.8,92.2,2025-02-21T18:04:16.938Z,2025-02-21T18:19:58Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5529461077,140,65.5,5529461081,212,10.5,5529461075,56,Left,5529461083,213,2.55,5529461079,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768875,23,43,1,2,7,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-02-21T18:04:20.126Z,2025-02-21T18:06:58Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5529440273,144,8,5529431699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768901,24,5,1,2,9,8gxd9ry2580pu1b1dd5ny9ymy,1,17.8,-1.5,2025-02-21T18:04:21.699Z,2025-02-21T18:59:21Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5529431829,56,Back,5529431831,347,,5529463081,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769343,25,5,1,2,9,ajtb177oqwawkdwbqhldmq6mx,0,82.2,101.5,2025-02-21T18:04:21.699Z,2025-02-21T18:59:22Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5529434379,347,,5529434377,56,Left,5529463113,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769305,25,1,1,2,56,8gxd9ry2580pu1b1dd5ny9ymy,1,22.3,0.0,2025-02-21T18:05:09.272Z,2025-02-21T18:05:12Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5529434175,213,2.12,5529434171,141,10.3,5529434167,56,Back,5529434165,107,,5529434169,140,17.6,5529434173,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769321,26,1,1,2,59,8gxd9ry2580pu1b1dd5ny9ymy,1,17.6,10.3,2025-02-21T18:05:11.894Z,2025-02-21T18:05:14Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5529434273,1,,5529434265,140,47.0,5529434261,157,,5529434269,212,30.9,5529434263,56,Back,5529434271,213,0.01,5529434267,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769333,27,44,1,3,1,8gxd9ry2580pu1b1dd5ny9ymy,1,48.7,12.7,2025-02-21T18:05:13.885Z,2025-02-21T18:59:18Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5529434301,56,Back,5529434421,233,26,5529434303,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769345,26,44,1,3,1,ajtb177oqwawkdwbqhldmq6mx,0,51.3,87.3,2025-02-21T18:05:13.886Z,2025-02-21T18:59:18Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5529434383,56,Left,5529434455,233,27,5529434459,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769339,28,1,1,3,1,8gxd9ry2580pu1b1dd5ny9ymy,1,46.3,10.4,2025-02-21T18:05:14.315Z,2025-02-21T18:10:04Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5529434357,140,56.1,5529434353,3,,5529434363,213,0.60,5529434359,141,20.7,5529434361,212,12.4,5529434355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778772567,77,61,1,3,2,8gxd9ry2580pu1b1dd5ny9ymy,0,62.6,32.7,2025-02-21T18:05:14.522Z,2025-02-21T18:10:00Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5529451455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769385,27,1,1,3,4,ajtb177oqwawkdwbqhldmq6mx,1,25.5,70.6,2025-02-21T18:05:17.202Z,2025-02-21T18:05:19Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5529434603,140,52.7,5529434607,212,28.9,5529434609,213,6.13,5529434601,56,Center,5529434599,3,,5529434605,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769375,29,83,1,3,6,8gxd9ry2580pu1b1dd5ny9ymy,0,45.8,48.4,2025-02-21T18:05:18.590Z,2025-02-21T18:05:22Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5529434757,399,86mx27krl6c613x6e3t9g3cic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769399,28,3,1,3,6,ajtb177oqwawkdwbqhldmq6mx,0,56.9,59.0,2025-02-21T18:05:19.387Z,2025-02-21T18:59:04Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5529434661,56,Center,5529485497,233,167,5529485429,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778778371,167,7,1,3,6,8gxd9ry2580pu1b1dd5ny9ymy,1,43.1,41.0,2025-02-21T18:05:19.388Z,2025-02-21T18:59:04Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5529485447,233,28,5529484953,285,,5529484949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769457,30,12,1,3,7,8gxd9ry2580pu1b1dd5ny9ymy,1,18.7,70.0,2025-02-21T18:05:19.991Z,2025-02-21T18:19:06Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5529435003,212,10.7,5529434997,56,Back,5529434999,140,28.5,5529435001,141,65.8,5529435005,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769417,29,61,1,3,9,ajtb177oqwawkdwbqhldmq6mx,1,60.4,52.2,2025-02-21T18:05:21.558Z,2025-02-21T18:05:21Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5529434755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769477,31,1,1,3,12,8gxd9ry2580pu1b1dd5ny9ymy,1,33.5,34.9,2025-02-21T18:05:24.550Z,2025-02-21T18:05:26Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5529435077,140,28.6,5529435081,212,9.5,5529435083,213,2.14,5529435075,56,Back,5529435079,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769497,32,1,1,3,13,8gxd9ry2580pu1b1dd5ny9ymy,0,26.8,48.1,2025-02-21T18:05:26.142Z,2025-02-21T18:05:28Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5529435195,1,,5529435185,56,Right,5529435191,212,43.7,5529435187,140,61.6,5529435183,157,,5529435193,213,5.70,5529435189,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
