id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2805766173,6,1,1,0,18,ajtb177oqwawkdwbqhldmq6mx,1,61.2,91.4,2025-04-25T17:00:53.582Z,2025-04-25T17:00:54Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5677633433,141,88.9,5677633435,212,26.1,5677633437,213,3.21,5677633429,56,Back,5677633431,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766177,7,1,1,0,19,ajtb177oqwawkdwbqhldmq6mx,1,36.4,88.9,2025-04-25T17:00:54.494Z,2025-04-25T17:00:56Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5677633459,140,52.7,5677633465,213,5.98,5677633463,212,17.9,5677633461,141,81.1,5677633457,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766179,8,50,1,0,21,ajtb177oqwawkdwbqhldmq6mx,1,56.6,77.6,2025-04-25T17:00:56.470Z,2025-04-25T17:01:04Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5677633471,286,,5677633627,233,6,5677633469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766203,6,7,1,0,21,b2vft81kyjurzbmekvgrqwr64,0,43.4,22.4,2025-04-25T17:00:56.471Z,2025-04-25T17:48:08Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5677633603,233,8,5677633583,56,Back,5677633585,285,,5677633581,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766193,9,1,1,0,23,ajtb177oqwawkdwbqhldmq6mx,0,51.8,84.7,2025-04-25T17:00:58.862Z,2025-04-25T17:00:59Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5677633551,212,22.5,5677633549,141,100.0,5677633543,155,,5677633553,213,0.53,5677633545,56,Left,5677633547,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766201,10,5,1,0,24,ajtb177oqwawkdwbqhldmq6mx,0,67.9,101.7,2025-04-25T17:00:59.461Z,2025-04-25T17:01:05Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5677633577,56,Left,5677633779,233,7,5677633579,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766235,7,5,1,0,24,b2vft81kyjurzbmekvgrqwr64,1,30.9,-1.6,2025-04-25T17:01:00.039Z,2025-04-25T17:01:06Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5677633759,233,10,5677633733,56,Back,5677633735,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766295,8,1,1,0,35,b2vft81kyjurzbmekvgrqwr64,0,30.6,0.0,2025-04-25T17:01:10.952Z,2025-04-25T17:01:13Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5677634041,140,43.7,5677634039,56,Back,5677634043,141,14.7,5677634037,107,,5677634045,212,17.8,5677634047,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766315,11,1,1,0,38,ajtb177oqwawkdwbqhldmq6mx,0,51.0,85.6,2025-04-25T17:01:13.830Z,2025-04-25T17:01:14Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5677634123,3,,5677634125,56,Center,5677634127,140,57.1,5677634133,213,5.54,5677634131,212,8.7,5677634129,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766361,9,1,1,0,40,b2vft81kyjurzbmekvgrqwr64,1,37.7,18.3,2025-04-25T17:01:15.335Z,2025-04-25T17:01:38Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5677634987,1,,5677634273,141,32.7,5677634985,157,,5677634275,212,16.8,5677634277,213,0.62,5677634269,56,Center,5677634271,140,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766369,10,50,1,0,42,b2vft81kyjurzbmekvgrqwr64,1,52.2,31.0,2025-04-25T17:01:18.023Z,2025-04-25T19:19:28Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5677634309,56,Center,5677634365,233,12,5677634311,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766375,12,7,1,0,42,ajtb177oqwawkdwbqhldmq6mx,1,47.8,69.0,2025-04-25T17:01:18.024Z,2025-04-25T19:19:28Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5677634331,285,,5677634357,233,10,5677634329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766379,13,1,1,0,43,ajtb177oqwawkdwbqhldmq6mx,0,52.8,75.3,2025-04-25T17:01:19.167Z,2025-04-25T17:01:19Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5677634343,141,75.7,5677634345,212,5.8,5677634341,140,58.3,5677634339,56,Center,5677634347,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805798479,386,61,1,0,44,b2vft81kyjurzbmekvgrqwr64,1,37.6,26.1,2025-04-25T17:01:19.239Z,2025-04-25T17:49:55Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5677808463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766397,14,83,1,0,47,ajtb177oqwawkdwbqhldmq6mx,0,58.0,76.0,2025-04-25T17:01:22.261Z,2025-04-25T17:01:23Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5677634473,399,cflwegqpzch8y30pb3dhigqnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766409,11,1,1,0,47,b2vft81kyjurzbmekvgrqwr64,0,22.7,17.0,2025-04-25T17:01:22.896Z,2025-04-25T17:01:23Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5677634449,140,47.1,5677634453,212,25.6,5677634445,157,,5677634447,56,Back,5677634455,213,6.27,5677634451,141,16.5,5677634457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766437,15,1,1,0,48,ajtb177oqwawkdwbqhldmq6mx,1,29.8,86.6,2025-04-25T17:01:23.799Z,2025-04-25T17:01:28Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5677634611,1,,5677634599,157,,5677634609,213,6.08,5677634601,56,Center,5677634603,140,66.7,5677634605,141,75.1,5677634607,212,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766457,16,61,1,0,52,ajtb177oqwawkdwbqhldmq6mx,0,68.1,68.4,2025-04-25T17:01:27.926Z,2025-04-25T17:58:50Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5677634689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766445,12,61,1,0,53,b2vft81kyjurzbmekvgrqwr64,1,26.0,34.0,2025-04-25T17:01:28.746Z,2025-04-25T17:50:18Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5677634645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766543,13,1,1,1,3,b2vft81kyjurzbmekvgrqwr64,0,12.0,53.6,2025-04-25T17:01:39.120Z,2025-04-25T17:50:20Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5677635095,212,58.9,5677635097,213,6.11,5677635089,56,Center,5677635093,141,38.5,5677635091,140,67.2,5677635099,1,,5677635087,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766549,17,12,1,1,7,ajtb177oqwawkdwbqhldmq6mx,1,32.3,74.8,2025-04-25T17:01:42.518Z,2025-04-25T17:01:44Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5677635129,213,0.20,5677635121,56,Back,5677635123,140,45.4,5677635137,15,,5677635127,212,14.0,5677635125,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766639,19,1,1,1,10,ajtb177oqwawkdwbqhldmq6mx,1,49.3,87.8,2025-04-25T17:01:45.966Z,2025-04-25T17:01:53Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5677635583,212,24.8,5677635577,56,Left,5677635579,140,72.7,5677635585,213,0.12,5677635581,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766663,20,1,1,1,17,ajtb177oqwawkdwbqhldmq6mx,1,88.3,93.0,2025-04-25T17:01:53.031Z,2025-04-25T17:01:56Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5677635749,212,9.7,5677635751,213,5.08,5677635747,141,79.6,5677635745,140,91.6,5677635743,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766699,21,1,1,1,20,ajtb177oqwawkdwbqhldmq6mx,1,89.7,88.7,2025-04-25T17:01:56.102Z,2025-04-25T17:01:59Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5677635977,56,Left,5677635983,212,12.1,5677635979,140,78.3,5677635981,141,91.5,5677635985,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766725,22,1,1,1,24,ajtb177oqwawkdwbqhldmq6mx,1,78.3,91.5,2025-04-25T17:01:59.718Z,2025-04-25T17:02:20Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,1.0,,5677636103,213,5.20,5677636093,155,,5677636105,1,,5677636095,56,Center,5677636841,154,,5677636099,141,48.8,5677636097,140,92.9,5677636101,212,32.8,5677636091,2,5677636839,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766735,23,44,1,1,25,ajtb177oqwawkdwbqhldmq6mx,1,91.0,50.2,2025-04-25T17:02:01.205Z,2025-04-25T17:02:11Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5677636147,286,,5677636191,233,14,5677636145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766733,14,44,1,1,25,b2vft81kyjurzbmekvgrqwr64,0,9.0,49.8,2025-04-25T17:02:01.206Z,2025-04-25T17:02:07Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5677636143,285,,5677636209,233,23,5677636141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766741,24,13,1,1,26,ajtb177oqwawkdwbqhldmq6mx,1,92.1,49.7,2025-04-25T17:02:01.893Z,2025-04-25T19:29:08Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5677636879,103,22.2,5677636883,231,50.2,5677636629,15,,5677636177,17,,5677636873,55,22,5677636633,328,,5677636871,154,,5678327773,84,,5677636179,56,5677636881,230,99.4,Center,5677636869,29,5677636877,102,41.8,5677636175,22,,,,,,,,,,,,,,,,,,,
2805766861,15,5,1,1,27,b2vft81kyjurzbmekvgrqwr64,1,-1.2,56.4,2025-04-25T17:02:02.808Z,2025-04-25T17:02:22Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5677636885,56,Back,5677636887,346,,5677636941,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766779,25,5,1,1,28,ajtb177oqwawkdwbqhldmq6mx,0,101.0,43.2,2025-04-25T17:02:03.511Z,2025-04-25T17:02:22Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5677636953,233,15,5677636385,56,Center,5677636387,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766917,16,1,1,1,45,b2vft81kyjurzbmekvgrqwr64,1,4.2,57.8,2025-04-25T17:02:20.896Z,2025-04-25T17:02:25Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5677637159,141,48.5,5677637167,237,,5677637163,213,4.61,5677637157,140,3.6,5677637161,212,6.4,5677637155,56,Back,5677637153,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766941,17,1,1,1,50,b2vft81kyjurzbmekvgrqwr64,0,8.7,47.0,2025-04-25T17:02:25.495Z,2025-04-25T17:02:28Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5677637285,213,6.10,5677637281,141,27.1,5677637287,1,,5677637283,212,75.5,5677637277,56,Center,5677637279,140,79.4,5677637275,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766983,26,1,1,1,53,ajtb177oqwawkdwbqhldmq6mx,1,44.2,70.3,2025-04-25T17:02:28.525Z,2025-04-25T17:59:47Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5677637417,56,Center,5677637423,212,25.0,5677637415,3,,5677637419,140,68.0,5677637425,213,6.26,5677637421,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805804681,554,44,1,1,54,ajtb177oqwawkdwbqhldmq6mx,1,71.1,50.0,2025-04-25T17:02:29.760Z,2025-04-25T17:59:48Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5677840737,56,Center,5677840779,233,40,5677840739,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767957,40,44,1,1,54,b2vft81kyjurzbmekvgrqwr64,0,31.4,47.0,2025-04-25T17:02:29.761Z,2025-04-25T17:59:48Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5677642389,56,Back,5677840787,233,554,5677642391,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766999,27,1,1,1,54,ajtb177oqwawkdwbqhldmq6mx,1,68.0,69.4,2025-04-25T17:02:30.093Z,2025-04-25T19:18:36Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5677637495,213,5.44,5677637483,3,,5677637491,212,9.5,5677637487,140,74.0,5677637489,141,59.0,5677637485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767013,29,1,1,1,57,ajtb177oqwawkdwbqhldmq6mx,0,75.5,59.0,2025-04-25T17:02:32.303Z,2025-04-25T17:02:33Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5677637559,212,9.8,5677637555,140,73.6,5677637561,213,4.51,5677637557,141,44.9,5677637553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767033,18,8,1,2,0,b2vft81kyjurzbmekvgrqwr64,1,45.5,67.8,2025-04-25T17:02:35.351Z,2025-04-25T17:51:10Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5677637657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767067,20,1,1,2,1,b2vft81kyjurzbmekvgrqwr64,1,39.1,67.9,2025-04-25T17:02:37.151Z,2025-04-25T17:02:38Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5677637821,212,21.5,5677637819,141,90.0,5677637823,213,0.78,5677637815,56,Left,5677637817,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767093,21,61,1,2,2,b2vft81kyjurzbmekvgrqwr64,0,53.7,90.0,2025-04-25T17:02:38.191Z,2025-04-25T17:51:23Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5677637933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767145,30,12,1,2,7,ajtb177oqwawkdwbqhldmq6mx,1,32.7,13.5,2025-04-25T17:02:42.813Z,2025-04-25T18:00:01Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5677638313,140,69.1,5677638319,213,0.30,5677638311,56,Center,5677638315,141,31.0,5677638317,212,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767173,22,1,1,2,10,b2vft81kyjurzbmekvgrqwr64,1,36.5,78.8,2025-04-25T17:02:45.256Z,2025-04-25T17:02:49Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5677638451,141,46.7,5677638455,213,3.92,5677638453,212,31.0,5677638449,140,15.5,5677638447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767215,23,1,1,2,15,b2vft81kyjurzbmekvgrqwr64,1,13.1,43.7,2025-04-25T17:02:50.424Z,2025-04-25T17:02:56Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5677638701,213,1.20,5677638693,140,22.5,5677638689,56,Back,5677638697,141,80.9,5677638699,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767221,24,1,1,2,20,b2vft81kyjurzbmekvgrqwr64,0,19.8,86.6,2025-04-25T17:02:56.184Z,2025-04-25T17:02:57Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5677638719,56,Left,5677638721,140,60.8,5677638729,1,,5677638723,141,100.0,5677638727,213,0.23,5677638725,212,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767227,25,5,1,2,21,b2vft81kyjurzbmekvgrqwr64,0,54.1,101.3,2025-04-25T17:02:57.039Z,2025-04-25T17:03:09Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5677639187,233,31,5677638753,56,Left,5677638755,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767317,31,5,1,2,21,ajtb177oqwawkdwbqhldmq6mx,1,42.6,-1.5,2025-04-25T17:02:57.149Z,2025-04-25T17:03:09Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5677639165,347,,5677639183,233,25,5677639163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767345,32,1,1,2,32,ajtb177oqwawkdwbqhldmq6mx,1,58.2,0.0,2025-04-25T17:03:07.813Z,2025-04-25T17:03:11Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5677639323,140,75.5,5677639327,212,24.8,5677639325,141,22.8,5677639331,1,,5677639319,107,,5677639329,213,0.75,5677639321,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
