id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2705949893,13,61,1,0,23,a9vw7ikerpr4cuweeeka5aneg,0,72.9,30.7,2024-08-04T12:02:18.637Z,2024-08-04T12:04:26Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5131863947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949941,9,1,1,0,25,f1h34qp5zbfl489q8vnkhiq9s,1,28.5,61.4,2024-08-04T12:02:21.005Z,2024-08-05T23:26:20Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5131864127,140,34.0,5131864125,56,Back,5131864133,213,0.62,5131864131,212,7.1,5131864129,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949949,10,1,1,0,30,f1h34qp5zbfl489q8vnkhiq9s,1,32.9,70.4,2024-08-04T12:02:25.772Z,2024-08-04T12:02:27Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5131864287,212,19.7,5131864281,56,Back,5131864283,140,15.1,5131864289,213,2.83,5131864285,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949955,11,1,1,0,32,f1h34qp5zbfl489q8vnkhiq9s,0,15.7,79.8,2024-08-04T12:02:27.595Z,2024-08-04T12:02:28Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5131864337,212,23.7,5131864333,140,38.1,5131864335,141,75.5,5131864331,56,Back,5131864339,213,6.16,5131864327,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949999,14,1,1,0,33,a9vw7ikerpr4cuweeeka5aneg,1,68.9,22.1,2024-08-04T12:02:28.996Z,2024-08-04T14:05:44Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,1.0,,5131864551,56,Center,5131864553,140,76.2,5131864557,212,12.5,5131864555,141,36.6,5131873451,210,13,5131864549,3,,5131873453,154,,5131864559,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950003,15,13,1,0,37,a9vw7ikerpr4cuweeeka5aneg,1,76.0,41.1,2024-08-04T12:02:32.813Z,2024-08-05T23:26:50Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5131864579,18,,5131873487,103,23.6,5131864577,22,,5131873489,230,99.7,5131873491,231,49.8,5131873485,102,41.0,5131864581,56,Center,5131873477,29,,5131873481,55,14,5134663757,108,5131873475,84,5131872995,72,5134663755,215,5131873479,154,,,,,,,,,,,,,,,,,
2705950005,12,5,1,0,39,f1h34qp5zbfl489q8vnkhiq9s,1,-0.8,59.5,2024-08-04T12:02:34.243Z,2024-08-04T12:02:35Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5131864619,233,16,5131864593,56,Back,5131864595,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950011,16,5,1,0,39,a9vw7ikerpr4cuweeeka5aneg,0,100.8,40.5,2024-08-04T12:02:34.243Z,2024-08-04T14:04:05Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5131864637,233,12,5131864613,346,,5131864611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950119,13,1,1,0,50,f1h34qp5zbfl489q8vnkhiq9s,1,5.0,63.0,2024-08-04T12:02:46.164Z,2024-08-05T23:27:09Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5131865121,237,,5131865109,56,Back,5131865115,212,11.8,5131865107,124,,5134663911,189,,5131865117,213,0.71,5131865113,141,74.3,5131865111,140,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950177,14,1,1,0,52,f1h34qp5zbfl489q8vnkhiq9s,1,13.5,74.3,2024-08-04T12:02:47.532Z,2024-08-04T12:02:51Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5131865377,213,4.12,5131865373,141,57.6,5131865371,140,6.2,5131865375,212,13.7,5131865369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950245,15,1,1,0,56,f1h34qp5zbfl489q8vnkhiq9s,1,7.3,49.7,2024-08-04T12:02:51.364Z,2024-08-04T12:02:57Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5131865683,56,Back,5131865687,141,83.0,5131865689,212,23.3,5131865691,213,1.33,5131865685,140,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950295,16,1,1,1,2,f1h34qp5zbfl489q8vnkhiq9s,1,23.9,80.4,2024-08-04T12:02:57.668Z,2024-08-04T12:03:03Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5131865899,56,Center,5131865907,213,5.53,5131865903,141,29.5,5131865901,140,58.8,5131865909,1,,5131865897,155,,5131865905,212,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950321,17,1,1,1,8,f1h34qp5zbfl489q8vnkhiq9s,1,63.2,25.3,2024-08-04T12:03:03.348Z,2024-08-04T12:03:06Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5131866037,212,21.2,5131866033,140,78.4,5131866031,56,Right,5131866039,213,5.56,5131866035,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950349,18,1,1,1,11,f1h34qp5zbfl489q8vnkhiq9s,1,75.9,6.5,2024-08-04T12:03:06.323Z,2024-08-04T12:03:09Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5131866169,212,16.7,5131866165,140,60.7,5131866171,213,2.84,5131866163,56,Right,5131866167,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950361,19,1,1,1,13,f1h34qp5zbfl489q8vnkhiq9s,0,64.4,14.5,2024-08-04T12:03:08.979Z,2024-08-04T12:03:10Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5131866251,56,Right,5131866255,141,0.0,5131866253,140,81.8,5131866257,212,20.9,5131866259,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950583,17,5,1,1,15,a9vw7ikerpr4cuweeeka5aneg,1,22.0,101.0,2024-08-04T12:03:10.828Z,2024-08-04T14:04:05Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5131867299,56,Back,5131867315,233,20,5131867301,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950365,20,5,1,1,15,f1h34qp5zbfl489q8vnkhiq9s,0,78.0,-1.0,2024-08-04T12:03:10.828Z,2024-08-04T12:03:35Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5131867349,233,17,5131866263,347,,5131866261,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950617,18,1,1,1,38,a9vw7ikerpr4cuweeeka5aneg,1,20.1,100.0,2024-08-04T12:03:34.101Z,2024-08-04T13:03:10Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5131867445,141,88.1,5131867449,213,5.58,5131867447,212,14.2,5131867441,56,Back,5131867443,140,30.4,5131867439,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950639,19,1,1,1,43,a9vw7ikerpr4cuweeeka5aneg,0,27.6,91.8,2024-08-04T12:03:38.509Z,2024-08-04T12:03:41Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5131867527,56,Back,5131867539,233,21,5131867543,286,,5131867535,213,0.00,5131867533,212,3.1,5131867529,140,30.6,5131867531,141,91.8,5131867537,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950633,21,74,1,1,43,f1h34qp5zbfl489q8vnkhiq9s,1,63.6,14.5,2024-08-04T12:03:38.510Z,2024-08-04T12:58:27Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5131867515,56,Right,5131867547,233,19,5131867517,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706445161,860,61,1,1,44,a9vw7ikerpr4cuweeeka5aneg,0,37.4,89.9,2024-08-04T12:03:39.844Z,2024-08-05T23:28:13Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5134664665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950643,22,1,1,1,46,f1h34qp5zbfl489q8vnkhiq9s,0,63.6,14.5,2024-08-04T12:03:41.426Z,2024-08-04T12:58:22Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5131867575,213,2.64,5131867571,141,20.5,5131867567,56,Right,5131867573,212,8.5,5131867569,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950659,20,1,1,1,47,a9vw7ikerpr4cuweeeka5aneg,0,40.8,89.0,2024-08-04T12:03:42.965Z,2024-08-04T13:03:06Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5131867657,141,85.1,5131867653,56,Left,5131867655,140,63.4,5131867659,212,23.9,5131867661,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950671,23,61,1,1,48,f1h34qp5zbfl489q8vnkhiq9s,1,31.9,18.2,2024-08-04T12:03:43.278Z,2024-08-05T23:28:25Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5131867731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950699,25,1,1,1,50,f1h34qp5zbfl489q8vnkhiq9s,1,31.7,20.3,2024-08-04T12:03:46.043Z,2024-08-05T23:28:29Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5131867897,141,38.6,5131867893,56,Back,5131867899,212,26.3,5131867901,213,2.65,5131867895,140,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950715,26,1,1,1,53,f1h34qp5zbfl489q8vnkhiq9s,1,9.6,38.6,2024-08-04T12:03:49.042Z,2024-08-04T12:03:53Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5131867969,141,86.1,5131867965,56,Back,5131867971,212,36.5,5131867973,213,1.09,5131867975,1,,5131867967,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950765,27,1,1,1,57,f1h34qp5zbfl489q8vnkhiq9s,0,30.0,92.7,2024-08-04T12:03:53.058Z,2024-08-04T12:03:58Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5131868267,141,0.0,5131868263,56,Right,5131868261,196,,5131868269,212,76.8,5131868273,1,,5131868271,213,5.32,5131868259,155,,5131868265,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950859,21,5,1,2,2,a9vw7ikerpr4cuweeeka5aneg,1,34.2,101.0,2024-08-04T12:03:58.189Z,2024-08-04T14:04:05Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5131868803,56,Back,5131868805,347,,5131868821,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950773,28,5,1,2,2,f1h34qp5zbfl489q8vnkhiq9s,0,65.8,-1.0,2024-08-04T12:03:58.189Z,2024-08-04T12:04:13Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5131868305,347,,5131868303,56,Right,5131868841,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950879,22,1,1,2,17,a9vw7ikerpr4cuweeeka5aneg,1,44.0,100.0,2024-08-04T12:04:12.237Z,2024-08-04T12:04:14Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5131868905,141,80.9,5131868909,213,4.93,5131868903,140,47.0,5131868901,56,Back,5131868907,212,14.3,5131868899,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950883,23,50,1,2,18,a9vw7ikerpr4cuweeeka5aneg,1,45.3,78.4,2024-08-04T12:04:13.381Z,2024-08-05T23:30:17Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5131868997,233,29,5131868929,56,Back,5131868931,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950893,29,7,1,2,18,f1h34qp5zbfl489q8vnkhiq9s,1,54.7,21.6,2024-08-04T12:04:13.382Z,2024-08-05T23:30:18Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5131868973,285,,5134664927,383,,5131868971,56,Center,5131868991,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706445279,888,50,1,2,20,f1h34qp5zbfl489q8vnkhiq9s,1,56.6,19.5,2024-08-04T12:04:15.300Z,2024-08-05T23:54:12Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5134665347,56,Right,5134665349,286,,5134673623,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950899,24,7,1,2,20,a9vw7ikerpr4cuweeeka5aneg,0,43.4,80.5,2024-08-04T12:04:15.301Z,2024-08-05T23:54:12Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5134665049,56,Back,5134665923,385,,5134665051,285,,5134673619,233,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950919,31,50,1,2,23,f1h34qp5zbfl489q8vnkhiq9s,1,62.8,25.3,2024-08-04T12:04:19.201Z,2024-08-04T13:02:26Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5132035151,286,,5132035309,233,416,5131869067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705982753,416,7,1,2,24,a9vw7ikerpr4cuweeeka5aneg,1,37.2,74.7,2024-08-04T12:04:19.202Z,2024-08-05T23:30:46Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5132035269,56,Back,5132035301,233,31,5132035271,285,,5134665977,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950963,25,1,1,2,26,a9vw7ikerpr4cuweeeka5aneg,1,39.2,64.8,2024-08-04T12:04:21.613Z,2024-08-05T23:31:31Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5131869257,56,Center,5131869261,141,72.8,5131869265,213,0.32,5131869259,140,54.8,5131869263,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705958393,145,1,1,2,27,a9vw7ikerpr4cuweeeka5aneg,1,56.0,79.5,2024-08-04T12:04:22.648Z,2024-08-05T23:31:34Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5131910467,213,3.54,5131910463,141,76.9,5131910459,56,Center,5131910465,212,4.6,5131910461,140,52.0,5132035577,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
