id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2815299425,6,1,1,0,20,b2vft81kyjurzbmekvgrqwr64,1,24.1,40.4,2025-05-16T17:00:17.224Z,2025-05-16T17:00:20Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730268875,212,22.0,5730268871,140,23.9,5730268877,213,1.58,5730268869,56,Back,5730268873,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299445,7,1,1,0,23,b2vft81kyjurzbmekvgrqwr64,1,24.0,72.9,2025-05-16T17:00:20.464Z,2025-05-16T17:00:25Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730268991,213,5.77,5730268993,1,,5730268987,141,47.6,5730268985,140,53.2,5730268989,212,35.2,5730268983,56,Center,5730268981,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299447,8,50,1,0,26,b2vft81kyjurzbmekvgrqwr64,1,46.5,54.2,2025-05-16T17:00:23.248Z,2025-05-16T19:36:45Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5730268999,286,,5730268997,56,Back,5730269027,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299449,7,7,1,0,26,7gkglopz9cjsysn2u6sbhuvc5,0,53.5,45.8,2025-05-16T17:00:23.249Z,2025-05-16T19:36:45Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730269011,233,8,5730269003,56,Center,5730269005,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815331079,393,1,1,0,27,b2vft81kyjurzbmekvgrqwr64,0,40.8,74.7,2025-05-16T17:00:23.505Z,2025-05-16T17:47:05Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5730445159,213,4.42,5730445151,56,Back,5730445157,212,19.0,5730445153,140,35.6,5730445155,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299457,8,43,1,0,29,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-05-16T17:00:25.769Z,2025-05-16T17:01:07Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5730269061,212,9.1,5730269055,56,Center,5730269063,213,0.12,5730270047,144,1,5730269057,140,72.5,5730269059,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299463,9,4,1,0,31,b2vft81kyjurzbmekvgrqwr64,1,31.9,60.5,2025-05-16T17:00:28.481Z,2025-05-16T19:28:45Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730269097,56,Back,5730269095,13,,5730269101,265,,5730274523,233,9,5730269099,152,,5730274527,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299597,9,4,1,0,31,7gkglopz9cjsysn2u6sbhuvc5,0,68.1,39.5,2025-05-16T17:00:28.482Z,2025-05-16T19:28:45Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5730269879,13,,5730274677,233,9,5730269885,265,,5730269887,286,,5730269881,56,Center,5730269883,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299599,10,1,1,1,3,b2vft81kyjurzbmekvgrqwr64,1,32.9,59.9,2025-05-16T17:00:59.688Z,2025-05-16T17:01:00Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730269859,152,,5730269865,141,39.1,5730269871,213,4.65,5730269869,212,14.2,5730269857,5,,5730269861,56,Back,5730269863,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299617,11,1,1,1,4,b2vft81kyjurzbmekvgrqwr64,1,32.0,39.1,2025-05-16T17:01:00.768Z,2025-05-16T17:01:03Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730269975,212,13.3,5730269971,140,32.0,5730269977,213,4.71,5730269973,141,19.5,5730269969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299639,12,1,1,1,6,b2vft81kyjurzbmekvgrqwr64,1,30.3,9.5,2025-05-16T17:01:03.249Z,2025-05-16T17:01:08Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730270097,213,2.80,5730270091,140,17.7,5730270089,56,Back,5730270093,141,16.5,5730270095,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299657,13,1,1,1,11,b2vft81kyjurzbmekvgrqwr64,1,9.7,11.6,2025-05-16T17:01:07.993Z,2025-05-16T17:01:11Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730270193,56,Back,5730270191,157,,5730270203,1,,5730270201,213,0.02,5730270199,212,24.4,5730270197,141,12.3,5730270195,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299661,14,61,1,1,15,b2vft81kyjurzbmekvgrqwr64,0,33.8,12.9,2025-05-16T17:01:11.569Z,2025-05-16T17:01:12Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5730270221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815331483,394,83,1,1,16,b2vft81kyjurzbmekvgrqwr64,0,43.6,27.4,2025-05-16T17:01:12.505Z,2025-05-16T17:47:45Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5730447501,399,oywgthoxa153nf48la1j8v10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299673,11,1,1,1,16,7gkglopz9cjsysn2u6sbhuvc5,1,61.7,85.7,2025-05-16T17:01:12.571Z,2025-05-16T17:01:14Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730270263,141,78.5,5730270267,213,3.44,5730270261,140,46.5,5730270265,212,16.7,5730270259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299677,12,1,1,1,17,7gkglopz9cjsysn2u6sbhuvc5,1,46.5,78.5,2025-05-16T17:01:13.554Z,2025-05-16T17:25:35Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730270289,140,59.1,5730270295,213,0.10,5730270287,56,Left,5730270291,141,80.5,5730270293,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299687,13,43,1,1,17,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-05-16T17:01:14.418Z,2025-05-16T17:27:04Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730270345,213,2.69,5730270337,56,Left,5730270339,140,52.0,5730270343,212,8.1,5730270341,141,85.7,5730367259,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299691,14,50,1,1,19,7gkglopz9cjsysn2u6sbhuvc5,1,49.4,89.2,2025-05-16T17:01:16.393Z,2025-05-16T19:36:47Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730270361,56,Back,5730270363,286,,5730270403,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299695,15,7,1,1,19,b2vft81kyjurzbmekvgrqwr64,1,50.6,10.8,2025-05-16T17:01:16.394Z,2025-05-16T19:36:46Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5730270397,233,14,5730270367,285,,5730270365,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299711,17,4,1,1,24,b2vft81kyjurzbmekvgrqwr64,1,54.2,14.6,2025-05-16T17:01:21.009Z,2025-05-16T19:28:46Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730270533,233,15,5730270459,13,,5730270465,265,,5730270467,286,,5730270461,56,Right,5730270463,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299725,15,4,1,1,24,7gkglopz9cjsysn2u6sbhuvc5,0,45.8,85.4,2025-05-16T17:01:21.010Z,2025-05-16T19:28:46Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730270507,56,Back,5730270505,13,,5730270511,265,,5730270513,285,,5730270509,152,,5730270553,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299833,18,1,1,1,41,b2vft81kyjurzbmekvgrqwr64,1,61.1,20.7,2025-05-16T17:01:38.185Z,2025-05-16T17:01:40Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730271129,213,5.81,5730271117,56,Right,5730271121,140,75.7,5730271109,5,,5730271127,212,17.2,5730271113,152,,5730271125,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299837,19,1,1,1,43,b2vft81kyjurzbmekvgrqwr64,1,77.5,9.5,2025-05-16T17:01:40.409Z,2025-05-16T17:01:41Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730271155,212,5.3,5730271157,213,2.77,5730271153,141,12.3,5730271151,140,72.8,5730271149,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299855,20,1,1,1,44,b2vft81kyjurzbmekvgrqwr64,1,72.8,12.3,2025-05-16T17:01:41.377Z,2025-05-16T17:01:44Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730271249,212,8.9,5730271251,213,1.45,5730271243,56,Center,5730271245,140,73.8,5730271247,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299887,21,1,1,1,47,b2vft81kyjurzbmekvgrqwr64,1,73.8,25.3,2025-05-16T17:01:44.073Z,2025-05-16T17:01:50Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730271431,140,75.4,5730271437,213,4.89,5730271433,141,11.9,5730271435,212,9.3,5730271429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299873,16,83,1,1,50,7gkglopz9cjsysn2u6sbhuvc5,0,24.0,87.7,2025-05-16T17:01:46.906Z,2025-05-16T17:01:52Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5730271479,399,9xub4z9b3bog8wqhn5yfihecp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299891,22,50,1,1,53,b2vft81kyjurzbmekvgrqwr64,1,78.6,8.6,2025-05-16T17:01:49.866Z,2025-05-16T17:49:11Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730271453,56,Right,5730452483,233,17,5730271455,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299899,17,7,1,1,53,7gkglopz9cjsysn2u6sbhuvc5,0,21.4,91.4,2025-05-16T17:01:49.867Z,2025-05-16T19:37:58Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730271477,285,,5730452519,233,22,5730271475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815332437,396,61,1,1,54,b2vft81kyjurzbmekvgrqwr64,1,75.8,11.9,2025-05-16T17:01:50.505Z,2025-05-16T17:49:14Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730452661,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299917,23,1,1,1,56,b2vft81kyjurzbmekvgrqwr64,0,78.0,6.7,2025-05-16T17:01:52.634Z,2025-05-16T17:01:53Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730271561,56,Right,5730271567,212,9.3,5730271563,140,74.1,5730271565,141,18.9,5730271569,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299931,18,61,1,1,57,7gkglopz9cjsysn2u6sbhuvc5,1,39.6,65.4,2025-05-16T17:01:54.098Z,2025-05-16T17:30:12Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730380051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299957,20,1,1,1,59,7gkglopz9cjsysn2u6sbhuvc5,1,34.1,77.2,2025-05-16T17:01:56.298Z,2025-05-16T17:01:59Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5730271765,141,85.0,5730271763,140,55.6,5730271761,56,Left,5730271767,212,23.2,5730271769,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299947,24,43,1,2,1,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-05-16T17:01:58.177Z,2025-05-16T17:31:13Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730384007,144,83,5730271817,399,bh06w40pwo6dy3cjrw3r2i0ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299963,21,50,1,2,1,7gkglopz9cjsysn2u6sbhuvc5,1,57.4,83.8,2025-05-16T17:01:58.504Z,2025-05-16T19:38:09Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5730271785,56,Left,5730858439,286,,5730858763,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815332757,397,7,1,2,2,b2vft81kyjurzbmekvgrqwr64,1,42.6,16.2,2025-05-16T17:01:58.505Z,2025-05-16T19:36:47Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730858627,233,21,5730454427,285,,5730454425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299959,25,43,1,2,3,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-05-16T17:01:59.634Z,2025-05-16T17:49:24Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730453245,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299977,26,1,1,2,3,b2vft81kyjurzbmekvgrqwr64,1,43.5,19.8,2025-05-16T17:01:59.638Z,2025-05-16T17:49:58Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730271879,213,2.82,5730271871,56,Back,5730271873,140,37.6,5730271877,212,6.5,5730271875,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299991,27,1,1,2,5,b2vft81kyjurzbmekvgrqwr64,1,29.3,26.8,2025-05-16T17:02:01.897Z,2025-05-16T17:02:04Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730271975,212,24.0,5730271977,213,2.64,5730271971,140,9.2,5730271969,56,Back,5730271973,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300005,28,1,1,2,8,b2vft81kyjurzbmekvgrqwr64,1,9.4,44.5,2025-05-16T17:02:04.569Z,2025-05-16T17:02:07Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5730272067,140,41.5,5730272065,56,Back,5730272075,213,6.07,5730272077,1,,5730272063,157,,5730272073,212,34.5,5730272071,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300009,29,1,1,2,11,b2vft81kyjurzbmekvgrqwr64,0,41.7,34.3,2025-05-16T17:02:07.706Z,2025-05-16T17:02:08Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5730272093,3,,5730272103,212,25.1,5730272101,141,33.1,5730272099,140,65.6,5730272105,213,6.25,5730272097,56,Center,5730272095,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300047,23,1,1,2,12,7gkglopz9cjsysn2u6sbhuvc5,1,31.6,74.7,2025-05-16T17:02:09.122Z,2025-05-16T17:02:13Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730272295,212,22.8,5730272293,141,57.2,5730272297,213,3.69,5730272291,140,13.1,5730272289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300067,24,1,1,2,16,7gkglopz9cjsysn2u6sbhuvc5,1,14.9,49.9,2025-05-16T17:02:12.770Z,2025-05-16T17:02:17Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5730272399,141,6.7,5730272401,212,31.5,5730272395,56,Back,5730272403,213,5.08,5730272397,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300095,26,1,1,2,20,7gkglopz9cjsysn2u6sbhuvc5,1,36.6,19.7,2025-05-16T17:02:16.552Z,2025-05-16T17:34:51Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5730397471,141,17.8,5730397473,212,13.9,5730397469,140,23.4,5730397467,56,Back,5730397475,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300093,25,1,1,2,25,7gkglopz9cjsysn2u6sbhuvc5,1,27.5,12.6,2025-05-16T17:02:21.610Z,2025-05-16T17:33:47Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730272571,213,3.07,5730272569,212,11.9,5730272563,56,Back,5730272565,140,16.2,5730272567,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300105,27,1,1,2,26,7gkglopz9cjsysn2u6sbhuvc5,0,7.7,25.0,2025-05-16T17:02:23.027Z,2025-05-16T17:02:26Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5730272643,140,42.2,5730272641,56,Back,5730272651,1,,5730272639,157,,5730272649,213,0.12,5730272647,212,36.5,5730272645,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300103,30,44,1,2,28,b2vft81kyjurzbmekvgrqwr64,1,56.6,68.8,2025-05-16T17:02:24.890Z,2025-05-16T19:28:10Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730272715,233,28,5730272633,286,,5730272629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300113,28,44,1,2,28,7gkglopz9cjsysn2u6sbhuvc5,0,43.4,31.2,2025-05-16T17:02:24.891Z,2025-05-16T19:28:19Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5730272769,233,30,5730272697,285,,5730272695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
