id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2778769451,31,44,1,0,8,dbl7ir1qugqz8nvp1vzn8im50,1,69.9,91.4,2025-02-21T18:03:28.431Z,2025-02-21T20:13:14Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5529437109,286,,5529437153,233,5,5529437107,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768399,5,44,1,0,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,30.1,8.6,2025-02-21T18:03:28.432Z,2025-02-21T20:13:15Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5529429385,285,,5529429383,56,Back,5529437185,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769459,32,61,1,0,8,dbl7ir1qugqz8nvp1vzn8im50,1,70.4,84.6,2025-02-21T18:03:28.618Z,2025-02-21T18:06:40Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5529437631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768435,6,1,1,0,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.4,9.5,2025-02-21T18:03:29.762Z,2025-02-21T18:06:47Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5529429539,212,33.3,5529429537,141,31.2,5529429541,213,0.46,5529429535,140,55.8,5529429533,56,Center,5529429531,157,,5529429543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768441,7,44,1,0,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.0,24.5,2025-02-21T18:03:30.856Z,2025-02-21T20:13:15Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5529429561,56,Center,5529440829,233,8,5529440851,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768405,7,43,1,0,10,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-02-21T18:03:30.857Z,2025-02-21T18:07:07Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5529440777,144,44,5529429409,286,0,5529429407,56,Left,5529429627,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768437,8,44,1,0,10,dbl7ir1qugqz8nvp1vzn8im50,0,49.0,75.5,2025-02-21T18:03:30.857Z,2025-02-21T20:13:16Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5529440833,233,7,5530056371,285,,5529429547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768445,8,1,1,0,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,56.8,31.6,2025-02-21T18:03:31.770Z,2025-02-21T18:07:15Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5529429579,56,Back,5529429585,212,12.2,5529429583,141,38.5,5529429577,3,,5529429581,140,46.1,5529429587,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768487,9,1,1,0,15,dbl7ir1qugqz8nvp1vzn8im50,1,44.8,67.0,2025-02-21T18:03:35.714Z,2025-02-21T18:07:33Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5529429817,141,58.4,5529429819,212,23.8,5529429821,213,6.04,5529429815,140,66.8,5529429813,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768499,10,61,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,66.8,58.4,2025-02-21T18:03:38.633Z,2025-02-21T18:03:39Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5529429847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768531,11,1,1,0,19,dbl7ir1qugqz8nvp1vzn8im50,1,73.1,54.9,2025-02-21T18:03:39.505Z,2025-02-21T18:03:44Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5529430029,141,31.6,5529430027,140,69.6,5529430033,213,4.48,5529430031,212,16.3,5529430025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768545,12,1,1,0,24,dbl7ir1qugqz8nvp1vzn8im50,1,69.6,31.6,2025-02-21T18:03:44.505Z,2025-02-21T18:03:46Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5529430091,56,Right,5529430095,141,4.6,5529430093,140,63.0,5529430097,212,19.6,5529430099,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768549,13,3,1,0,25,dbl7ir1qugqz8nvp1vzn8im50,0,60.8,4.3,2025-02-21T18:03:45.408Z,2025-02-21T20:06:36Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5529430187,233,9,5529430113,286,,5529430111,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768547,9,7,1,0,25,aqtkb4mgrz8c6iqfufj6qjbv9,0,39.2,95.7,2025-02-21T18:03:45.409Z,2025-02-21T20:06:36Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5529430105,285,,5529430147,233,13,5529430103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768633,10,5,1,0,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.7,101.8,2025-02-21T18:03:48.303Z,2025-02-21T20:07:32Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5529430539,347,,5529430537,56,Back,5529444991,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768573,14,5,1,0,27,dbl7ir1qugqz8nvp1vzn8im50,1,58.3,-1.8,2025-02-21T18:03:48.303Z,2025-02-21T20:07:32Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5529444969,233,10,5529430229,56,Right,5529430231,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768613,15,1,1,0,28,dbl7ir1qugqz8nvp1vzn8im50,1,62.8,0.0,2025-02-21T18:03:49.042Z,2025-02-21T20:15:13Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5529430429,107,,5529430431,56,Right,5529430439,213,0.66,5529430433,140,72.3,5529430435,141,9.5,5529430437,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768643,16,1,1,0,30,dbl7ir1qugqz8nvp1vzn8im50,1,72.3,9.5,2025-02-21T18:03:50.883Z,2025-02-21T20:14:36Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5530009439,233,91,5529430579,140,61.2,5529430577,56,Right,5529430585,213,2.56,5529430583,212,13.9,5529430581,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778774991,100,1,1,0,31,dbl7ir1qugqz8nvp1vzn8im50,0,66.4,7.2,2025-02-21T18:03:51.840Z,2025-02-21T20:15:17Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5529467159,141,13.9,5529467161,212,7.3,5529467157,140,71.8,5529467163,213,0.68,5529467409,236,,5529467415,286,,5529467155,56,Right,5529467411,233,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778774009,91,74,1,0,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.9,87.5,2025-02-21T18:03:51.841Z,2025-02-21T20:15:18Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5529462603,285,,5529462601,56,Back,5529467429,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768639,11,1,1,0,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.9,92.8,2025-02-21T18:03:52.795Z,2025-02-21T20:15:26Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5529455003,141,86.1,5529455005,212,10.6,5529455007,213,5.84,5529455001,140,34.0,5529454999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778774019,93,1,1,0,35,aqtkb4mgrz8c6iqfufj6qjbv9,0,36.2,80.8,2025-02-21T18:03:55.434Z,2025-02-21T18:12:20Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5529460703,141,89.9,5529460705,212,8.9,5529460707,213,2.37,5529460701,140,30.1,5529460699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768675,12,1,1,0,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,24.4,94.5,2025-02-21T18:03:59.745Z,2025-02-21T20:15:25Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5529430721,56,Back,5529430731,1,,5529430723,140,35.2,5529430725,141,100.0,5529430729,213,0.41,5529430719,157,,5529430727,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768729,17,61,1,0,40,dbl7ir1qugqz8nvp1vzn8im50,1,67.7,5.0,2025-02-21T18:04:00.570Z,2025-02-21T18:14:41Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5529431035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768685,13,5,1,0,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.0,101.8,2025-02-21T18:04:01.236Z,2025-02-21T20:07:32Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5529471971,233,18,5529430777,56,Back,5529430779,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768741,18,5,1,0,40,dbl7ir1qugqz8nvp1vzn8im50,0,66.0,-1.8,2025-02-21T18:04:01.236Z,2025-02-21T20:07:33Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5529471983,233,13,5529431075,56,Right,5529431077,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768825,14,1,1,0,54,aqtkb4mgrz8c6iqfufj6qjbv9,0,27.8,100.0,2025-02-21T18:04:14.801Z,2025-02-21T18:04:16Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5529431457,213,5.75,5529431455,212,19.0,5529431449,56,Back,5529431453,141,87.5,5529431443,107,,5529431451,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768885,19,1,1,0,56,dbl7ir1qugqz8nvp1vzn8im50,0,45.9,8.8,2025-02-21T18:04:17.299Z,2025-02-21T18:15:59Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5529431721,140,56.3,5529431727,213,5.69,5529431725,212,13.2,5529431717,3,,5529431723,141,0.0,5529431719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768915,15,5,1,0,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.2,101.6,2025-02-21T18:04:18.801Z,2025-02-21T20:07:33Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5529431911,233,20,5529431905,347,,5529431903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768889,20,5,1,0,58,dbl7ir1qugqz8nvp1vzn8im50,0,57.8,-1.6,2025-02-21T18:04:18.801Z,2025-02-21T20:07:33Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5529431935,233,15,5529431745,56,Right,5529431747,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768971,16,1,1,1,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.5,100.0,2025-02-21T18:04:24.313Z,2025-02-21T18:04:32Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5529432217,107,,5529432227,213,3.76,5529432229,1,,5529432219,56,Back,5529432221,140,11.8,5529432225,212,35.7,5529432223,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768975,17,1,1,1,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.0,64.8,2025-02-21T18:04:32.256Z,2025-02-21T18:04:34Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5529432257,141,63.1,5529432255,140,20.7,5529432261,213,5.99,5529432253,56,Back,5529432259,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768999,18,1,1,1,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.0,56.4,2025-02-21T18:04:33.888Z,2025-02-21T18:04:38Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5529432427,140,22.1,5529432429,141,24.0,5529432425,56,Back,5529432431,212,22.0,5529432433,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769007,19,1,1,1,17,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.5,12.0,2025-02-21T18:04:38.033Z,2025-02-21T18:04:39Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5529432485,141,41.5,5529432491,1,,5529432483,140,72.3,5529432479,155,,5529432481,56,Center,5529432487,212,44.5,5529432489,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769019,21,12,1,1,20,dbl7ir1qugqz8nvp1vzn8im50,1,28.6,47.3,2025-02-21T18:04:40.602Z,2025-02-21T18:04:43Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5529432559,140,34.4,5529432557,56,Back,5529432561,141,55.5,5529432563,212,8.3,5529432565,213,0.74,5529432567,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769031,20,45,1,1,23,aqtkb4mgrz8c6iqfufj6qjbv9,0,66.8,41.3,2025-02-21T18:04:43.746Z,2025-02-21T18:04:48Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5529432767,286,,5529432647,56,Center,5529432715,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769033,22,3,1,1,23,dbl7ir1qugqz8nvp1vzn8im50,1,33.2,58.7,2025-02-21T18:04:43.746Z,2025-02-21T18:04:48Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5529432651,56,Back,5529432703,233,20,5529432791,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769085,24,1,1,1,24,dbl7ir1qugqz8nvp1vzn8im50,1,34.3,59.4,2025-02-21T18:04:44.377Z,2025-02-21T18:04:49Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5529432945,140,26.3,5529432943,56,Back,5529432949,212,20.1,5529432947,141,86.3,5529432951,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769103,25,1,1,1,28,dbl7ir1qugqz8nvp1vzn8im50,1,26.5,87.8,2025-02-21T18:04:48.553Z,2025-02-21T18:04:51Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5529433053,141,91.4,5529433055,212,11.4,5529433049,56,Back,5529433057,213,0.22,5529433051,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769173,26,1,1,1,30,dbl7ir1qugqz8nvp1vzn8im50,1,38.1,92.9,2025-02-21T18:04:51.067Z,2025-02-21T18:04:59Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5529433421,212,48.9,5529433415,56,Left,5529433413,155,,5529433423,213,6.20,5529433425,1,,5529433419,141,87.1,5529433417,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769209,27,1,1,1,38,dbl7ir1qugqz8nvp1vzn8im50,1,87.4,72.7,2025-02-21T18:04:59.273Z,2025-02-21T18:05:03Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5529433625,56,Center,5529433631,212,7.2,5529433633,213,5.32,5529433627,140,91.3,5529433629,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769275,28,1,1,1,42,dbl7ir1qugqz8nvp1vzn8im50,1,93.7,67.8,2025-02-21T18:05:03.226Z,2025-02-21T18:05:09Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5529434007,213,4.54,5529433999,56,Center,5529434005,212,20.4,5529434003,141,38.2,5529434001,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769891,39,61,1,1,43,dbl7ir1qugqz8nvp1vzn8im50,1,88.9,83.3,2025-02-21T18:05:04.100Z,2025-02-21T18:06:13Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,1.0,,5529437215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769279,29,13,1,1,44,dbl7ir1qugqz8nvp1vzn8im50,1,90.1,37.6,2025-02-21T18:05:04.850Z,2025-02-21T20:34:43Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5529434945,230,98.9,5529434025,22,,5530195213,83,,5529434941,103,20.8,5529434029,56,Center,5529437821,29,,5530195217,328,,5529434309,72,,5529434027,17,5529434947,231,48.0,5529437823,55,39,5529434939,102,59.0,,,,,,,,,,,,,,,,,,
2778769245,21,43,1,1,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-02-21T18:05:06.960Z,2025-02-21T18:05:23Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5529433821,56,Back,5529434867,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769261,22,5,1,1,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.0,39.7,2025-02-21T18:05:07.952Z,2025-02-21T20:07:34Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5529433897,56,Back,5529436447,346,,5529483397,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769283,30,5,1,1,47,dbl7ir1qugqz8nvp1vzn8im50,0,101.0,60.3,2025-02-21T18:05:07.952Z,2025-02-21T20:07:34Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5529434071,56,Center,5529434073,346,,5529483401,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778769595,23,1,1,2,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.5,50.1,2025-02-21T18:05:33.416Z,2025-02-21T18:06:10Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5529437275,124,,5529435719,1,,5529435717,213,6.04,5529435709,56,Center,5529435715,212,60.4,5529435713,141,28.5,5529435711,140,60.3,5529437281,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
