id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value
2705193125,9,43,1,0,21,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-02T17:01:53.314Z,2024-08-02T17:02:02Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5127828149,144,50,5127827927,56,Back,5127827929,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193143,4,50,1,0,23,b2vft81kyjurzbmekvgrqwr64,1,61.2,16.4,2024-08-02T17:01:55.579Z,2024-08-02T17:02:46Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5127827997,286,,5127827995,56,Right,5127828109,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193159,10,7,1,0,23,8cfkisxf1fkxdqtt6tx1tup48,1,38.8,83.6,2024-08-02T17:01:55.580Z,2024-08-02T18:03:27Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5127828101,233,4,5127828057,285,,5127828055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193139,3,1,1,0,23,b2vft81kyjurzbmekvgrqwr64,0,31.8,11.5,2024-08-02T17:01:55.622Z,2024-08-02T17:13:46Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5127844223,141,16.6,5127844227,213,0.30,5127844225,212,11.6,5127844221,140,42.3,5127844219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193167,11,61,1,0,27,8cfkisxf1fkxdqtt6tx1tup48,0,44.8,70.6,2024-08-02T17:01:59.627Z,2024-08-02T17:02:00Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5127828097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193181,5,5,1,0,28,b2vft81kyjurzbmekvgrqwr64,1,38.2,-1.4,2024-08-02T17:01:59.991Z,2024-08-02T17:10:10Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5127828171,347,,5127843257,233,12,5127828169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193187,12,5,1,0,28,8cfkisxf1fkxdqtt6tx1tup48,0,61.8,101.4,2024-08-02T17:01:59.991Z,2024-08-02T19:14:40Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5127843261,233,5,5127828193,347,,5127828191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193197,6,1,1,0,31,b2vft81kyjurzbmekvgrqwr64,1,38.1,0.0,2024-08-02T17:02:03.089Z,2024-08-02T17:02:05Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5127828249,213,1.57,5127828243,140,38.1,5127828247,212,12.7,5127828241,56,Back,5127828245,141,17.0,5127828239,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193201,7,1,1,0,33,b2vft81kyjurzbmekvgrqwr64,1,38.0,17.1,2024-08-02T17:02:05.373Z,2024-08-02T17:23:52Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5127828269,56,Back,5127828273,141,12.0,5127828271,140,41.6,5127828277,213,5.54,5127828275,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193205,8,1,1,0,34,b2vft81kyjurzbmekvgrqwr64,0,41.6,12.0,2024-08-02T17:02:06.189Z,2024-08-02T17:25:55Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5127828299,56,Back,5127828303,141,21.8,5127828301,140,41.2,5127828307,213,1.63,5127828305,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193235,9,1,1,0,36,b2vft81kyjurzbmekvgrqwr64,1,42.2,25.5,2024-08-02T17:02:08.357Z,2024-08-02T17:25:58Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5127828417,56,Back,5127828425,213,1.10,5127828419,140,48.1,5127828421,141,43.4,5127828423,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193223,13,43,1,0,37,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-02T17:02:08.813Z,2024-08-02T17:12:01Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5127846953,144,61,5127828373,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193239,10,1,1,0,38,b2vft81kyjurzbmekvgrqwr64,0,47.1,42.2,2024-08-02T17:02:09.958Z,2024-08-02T17:02:11Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5127828447,212,24.2,5127828441,56,Right,5127828445,141,15.6,5127828443,140,62.4,5127828449,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193259,15,1,1,0,40,8cfkisxf1fkxdqtt6tx1tup48,0,36.6,82.3,2024-08-02T17:02:12.547Z,2024-08-02T17:02:14Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5127828553,212,39.8,5127828549,140,66.0,5127828547,56,Center,5127828557,1,,5127828551,141,45.4,5127828555,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193271,11,8,1,0,43,b2vft81kyjurzbmekvgrqwr64,1,31.8,52.3,2024-08-02T17:02:15.454Z,2024-08-02T17:49:32Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5127828601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193283,16,61,1,0,44,8cfkisxf1fkxdqtt6tx1tup48,1,68.2,47.7,2024-08-02T17:02:16.453Z,2024-08-02T19:23:32Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5127828673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193299,17,1,1,0,47,8cfkisxf1fkxdqtt6tx1tup48,1,63.5,60.9,2024-08-02T17:02:19.354Z,2024-08-02T17:02:49Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,1.0,,5127829375,210,16,5127829377,22,,5127828767,140,75.2,5127828765,56,Center,5127828769,141,70.3,5127828773,213,0.48,5127828771,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193313,19,16,1,0,51,8cfkisxf1fkxdqtt6tx1tup48,1,83.0,72.6,2024-08-02T17:02:22.978Z,2024-08-02T17:05:00Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5127829395,231,52.3,5127828823,18,,5127829383,55,17,5127829393,230,99.5,5127828949,20,,5127828825,56,Center,5127829387,102,45.8,5127828957,375,00:49.830,5127829389,103,5.7,5127829391,215,5127833175,300,5127828821,22,5127829381,29,5127829379,80,5127828953,374,2024-08-02 18:02:21.565,,,,,,,,,,,,,,
2705193557,13,1,1,1,31,b2vft81kyjurzbmekvgrqwr64,1,50.1,50.4,2024-08-02T17:03:03.527Z,2024-08-02T18:54:35Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5127830031,213,0.82,5127830029,212,4.9,5127830025,140,53.3,5127830027,141,55.7,5127830033,279,G,5127830023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193563,14,1,1,1,34,b2vft81kyjurzbmekvgrqwr64,1,53.3,55.7,2024-08-02T17:03:05.829Z,2024-08-02T17:24:34Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5127830043,56,Center,5127830045,140,58.5,5127830047,141,72.1,5127830049,212,12.4,5127830051,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193581,15,1,1,1,35,b2vft81kyjurzbmekvgrqwr64,1,59.1,72.0,2024-08-02T17:03:06.869Z,2024-08-02T17:03:09Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5127830137,56,Left,5127830139,140,70.4,5127830145,213,0.83,5127830141,141,90.9,5127830143,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193595,16,1,1,1,37,b2vft81kyjurzbmekvgrqwr64,1,74.6,96.9,2024-08-02T17:03:09.605Z,2024-08-02T17:03:12Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5127830209,212,26.7,5127830205,140,49.5,5127830207,141,90.3,5127830211,213,3.31,5127830203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193623,17,1,1,1,40,b2vft81kyjurzbmekvgrqwr64,1,48.8,90.3,2024-08-02T17:03:12.685Z,2024-08-02T17:03:16Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5127830349,140,44.6,5127830347,56,Back,5127830351,141,69.0,5127830355,213,4.42,5127830353,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193633,18,1,1,1,44,b2vft81kyjurzbmekvgrqwr64,1,45.6,56.7,2024-08-02T17:03:16.365Z,2024-08-02T17:03:18Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5127830391,213,3.19,5127830385,140,36.1,5127830387,141,56.0,5127830383,56,Back,5127830389,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193651,19,1,1,1,46,b2vft81kyjurzbmekvgrqwr64,1,35.9,56.3,2024-08-02T17:03:18.077Z,2024-08-02T17:03:20Z,lu9bber07etravimh00k745x,J. Bøge,,,5127830495,56,Back,5127830505,212,26.3,5127830507,213,1.53,5127830501,141,95.0,5127830499,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193655,20,1,1,1,49,b2vft81kyjurzbmekvgrqwr64,0,36.3,99.5,2024-08-02T17:03:20.804Z,2024-08-02T17:03:21Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5127830531,212,22.9,5127830533,213,5.94,5127830529,141,88.3,5127830525,56,Left,5127830527,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193659,20,8,1,1,50,8cfkisxf1fkxdqtt6tx1tup48,1,38.7,21.6,2024-08-02T17:03:22.545Z,2024-08-02T17:03:22Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5127830547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193675,22,1,1,1,51,8cfkisxf1fkxdqtt6tx1tup48,1,45.1,22.7,2024-08-02T17:03:23.514Z,2024-08-02T17:03:28Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5127830653,141,37.3,5127830657,213,0.65,5127830655,212,16.5,5127830651,140,57.6,5127830649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193679,23,3,1,1,56,8cfkisxf1fkxdqtt6tx1tup48,0,69.8,49.7,2024-08-02T17:03:28.042Z,2024-08-02T17:03:30Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5127830673,56,Center,5127830675,286,,5127830701,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193681,21,7,1,1,56,b2vft81kyjurzbmekvgrqwr64,0,30.2,50.3,2024-08-02T17:03:28.043Z,2024-08-02T17:03:29Z,lu9bber07etravimh00k745x,J. Bøge,,,5127830679,285,,5127830677,56,Back,5127830695,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193725,24,1,1,2,3,8cfkisxf1fkxdqtt6tx1tup48,1,64.8,93.3,2024-08-02T17:03:34.937Z,2024-08-02T17:03:38Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5127830901,213,4.46,5127830897,141,77.6,5127830895,140,62.2,5127830893,56,Center,5127830899,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193745,25,1,1,2,6,8cfkisxf1fkxdqtt6tx1tup48,1,60.3,86.2,2024-08-02T17:03:38.361Z,2024-08-02T17:03:42Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5127831001,213,3.06,5127830997,141,89.9,5127830995,140,30.1,5127830999,212,31.8,5127830993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193773,26,1,1,2,10,8cfkisxf1fkxdqtt6tx1tup48,1,30.0,89.9,2024-08-02T17:03:42.721Z,2024-08-02T17:03:49Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5127831149,56,Back,5127831153,141,48.5,5127831157,213,4.73,5127831151,140,30.5,5127831155,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193783,27,1,1,2,17,8cfkisxf1fkxdqtt6tx1tup48,1,32.0,39.2,2024-08-02T17:03:48.922Z,2024-08-02T17:03:51Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5127831229,212,27.3,5127831223,56,Right,5127831225,140,50.1,5127831227,141,10.4,5127831231,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193795,28,1,1,2,19,8cfkisxf1fkxdqtt6tx1tup48,1,52.1,9.2,2024-08-02T17:03:51.209Z,2024-08-02T17:03:53Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5127831291,213,1.17,5127831289,212,10.7,5127831285,140,56.1,5127831287,141,23.6,5127831283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193809,29,1,1,2,21,8cfkisxf1fkxdqtt6tx1tup48,1,56.1,23.7,2024-08-02T17:03:53.321Z,2024-08-02T17:03:56Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5127831387,212,23.8,5127831385,141,43.4,5127831381,56,Back,5127831383,140,37.4,5127831389,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193811,30,1,1,2,24,8cfkisxf1fkxdqtt6tx1tup48,1,37.4,43.4,2024-08-02T17:03:56.017Z,2024-08-02T17:03:57Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5127831411,212,17.9,5127831405,56,Back,5127831407,140,27.9,5127831409,141,21.6,5127831413,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193827,31,1,1,2,25,8cfkisxf1fkxdqtt6tx1tup48,1,27.7,21.6,2024-08-02T17:03:57.266Z,2024-08-02T17:03:59Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5127831503,213,2.18,5127831493,56,Back,5127831499,141,47.0,5127831501,212,21.1,5127831495,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193833,32,1,1,2,28,8cfkisxf1fkxdqtt6tx1tup48,1,17.4,46.7,2024-08-02T17:03:59.738Z,2024-08-02T17:21:33Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5127831549,212,22.9,5127831547,141,77.9,5127831545,140,25.6,5127831543,56,Back,5127831551,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193865,33,1,1,2,32,8cfkisxf1fkxdqtt6tx1tup48,1,26.8,77.8,2024-08-02T17:04:03.985Z,2024-08-02T17:04:12Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5127831703,140,23.3,5127831709,213,4.47,5127831705,141,56.1,5127831707,212,15.2,5127831701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193881,34,1,1,2,40,8cfkisxf1fkxdqtt6tx1tup48,1,24.1,55.7,2024-08-02T17:04:12.009Z,2024-08-02T17:04:15Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5127831803,140,38.4,5127831801,56,Back,5127831805,141,83.2,5127831807,212,24.0,5127831809,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193887,35,1,1,2,43,8cfkisxf1fkxdqtt6tx1tup48,1,46.7,80.5,2024-08-02T17:04:15.032Z,2024-08-02T17:04:17Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5127831853,213,6.21,5127831845,56,Left,5127831847,140,58.6,5127831849,141,79.1,5127831851,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193903,36,1,1,2,45,8cfkisxf1fkxdqtt6tx1tup48,1,58.6,79.1,2024-08-02T17:04:17.090Z,2024-08-02T17:04:20Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5127831943,213,5.22,5127831939,141,66.0,5127831935,56,Center,5127831937,140,63.3,5127831941,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193913,37,1,1,2,48,8cfkisxf1fkxdqtt6tx1tup48,1,60.9,61.1,2024-08-02T17:04:19.866Z,2024-08-02T18:02:47Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5127831989,140,51.0,5127831987,56,Center,5127831993,212,11.7,5127831991,141,53.3,5127831995,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193941,38,1,1,2,49,8cfkisxf1fkxdqtt6tx1tup48,1,51.0,53.3,2024-08-02T17:04:21.049Z,2024-08-02T18:02:56Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5127832143,212,15.3,5127832137,56,Center,5127832139,140,54.1,5127832145,213,4.93,5127832141,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
