id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2793597599,6,1,1,0,14,a9vw7ikerpr4cuweeeka5aneg,1,60.4,8.9,2025-03-30T13:01:02.483Z,2025-03-30T13:01:04Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5610482799,140,92.1,5610482803,212,33.4,5610482805,213,0.09,5610482807,1,,5610482801,141,13.5,5610482797,56,Right,5610482795,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597555,6,43,1,0,14,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:02.554Z,2025-03-30T13:01:33Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5610482597,285,0,5610485235,144,44,5610482595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597561,7,43,1,0,14,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:02.739Z,2025-03-30T13:01:34Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610482609,56,Back,5610482613,285,0,5610485319,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597567,8,43,1,0,14,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:02.910Z,2025-03-30T13:02:23Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610482665,56,Back,5610490521,144,44,5610482667,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597583,9,43,1,0,15,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:03.106Z,2025-03-30T13:01:36Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610485623,144,44,5610482735,285,0,5610482733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597591,10,43,1,0,15,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:03.278Z,2025-03-30T13:01:34Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5610482759,56,Back,5610482763,285,0,5610485445,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597601,11,43,1,0,15,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:03.458Z,2025-03-30T13:01:14Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610483675,144,44,5610482811,56,Back,5610482813,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597661,7,1,1,0,15,a9vw7ikerpr4cuweeeka5aneg,1,91.7,19.2,2025-03-30T13:01:03.627Z,2025-03-30T13:06:07Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5610483093,213,1.98,5610483091,212,6.0,5610483089,141,27.3,5610483083,56,Center,5610483085,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597609,12,43,1,0,15,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:03.800Z,2025-03-30T13:02:30Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610482847,56,Back,5610491247,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597623,13,43,1,0,16,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:03.966Z,2025-03-30T13:01:13Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610482925,94,0,5610482927,56,Back,5610483589,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793604167,46,1,1,0,16,a9vw7ikerpr4cuweeeka5aneg,1,91.3,34.9,2025-03-30T13:01:04.086Z,2025-03-30T13:06:16Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5610516793,213,5.19,5610516789,141,28.9,5610516791,212,4.6,5610516785,56,Center,5610516787,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597629,14,43,1,0,16,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:04.136Z,2025-03-30T13:01:12Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610482963,56,Back,5610483559,144,12,5610482961,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597637,15,43,1,0,16,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:04.304Z,2025-03-30T13:01:12Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610482999,185,0,5610483487,144,12,5610483001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597651,16,43,1,0,16,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:04.456Z,2025-03-30T13:01:13Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5610483639,144,74,5610483047,56,Back,5610483053,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597697,9,50,1,0,17,a9vw7ikerpr4cuweeeka5aneg,1,90.6,36.2,2025-03-30T13:01:05.667Z,2025-03-30T13:04:09Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5610483247,286,,5610501785,233,57,5610483245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793601255,57,7,1,0,17,dbl7ir1qugqz8nvp1vzn8im50,1,9.4,63.8,2025-03-30T13:01:05.668Z,2025-03-30T13:04:08Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5610501737,233,9,5610501703,285,,5610501701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597665,8,61,1,0,18,a9vw7ikerpr4cuweeeka5aneg,1,89.4,27.6,2025-03-30T13:01:06.539Z,2025-03-30T13:06:32Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5610483117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793601361,58,61,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,9.2,58.1,2025-03-30T13:01:06.551Z,2025-03-30T13:04:11Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5610502301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793601545,59,12,1,0,19,dbl7ir1qugqz8nvp1vzn8im50,1,7.8,60.0,2025-03-30T13:01:07.452Z,2025-03-30T13:04:19Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5610503339,212,5.0,5610503341,213,5.39,5610503337,141,54.3,5610503333,56,Back,5610503335,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597775,10,1,1,0,23,a9vw7ikerpr4cuweeeka5aneg,1,79.6,34.5,2025-03-30T13:01:11.083Z,2025-03-30T13:01:13Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5610483599,213,3.59,5610483591,56,Center,5610483597,212,2.8,5610483595,141,32.7,5610483593,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597791,11,3,1,0,23,a9vw7ikerpr4cuweeeka5aneg,1,76.9,35.8,2025-03-30T13:01:11.759Z,2025-03-30T15:05:06Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5610509367,233,71,5610483665,286,,5610483663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602631,71,45,1,0,23,dbl7ir1qugqz8nvp1vzn8im50,0,23.1,64.2,2025-03-30T13:01:11.759Z,2025-03-30T15:05:07Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5610508895,285,,5610508891,56,Back,5610509423,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602909,72,12,1,0,24,dbl7ir1qugqz8nvp1vzn8im50,1,10.8,66.0,2025-03-30T13:01:12.291Z,2025-03-30T13:05:22Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5610510385,140,22.1,5610510393,212,14.1,5610510381,56,Back,5610510399,213,5.72,5610510389,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597805,12,1,1,0,25,a9vw7ikerpr4cuweeeka5aneg,0,78.3,32.5,2025-03-30T13:01:13.731Z,2025-03-30T13:01:14Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5610483741,141,27.9,5610483737,140,87.4,5610483743,212,10.1,5610483745,213,5.97,5610483735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793604939,89,12,1,0,29,dbl7ir1qugqz8nvp1vzn8im50,1,8.5,42.1,2025-03-30T13:01:17.499Z,2025-03-30T13:06:46Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5610520749,213,5.10,5610520741,56,Back,5610520747,212,9.9,5610520745,141,28.6,5610520743,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597879,13,1,1,0,29,a9vw7ikerpr4cuweeeka5aneg,0,74.3,37.9,2025-03-30T13:01:17.923Z,2025-03-30T13:08:58Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5610484115,155,,5610484127,212,19.8,5610484129,213,0.69,5610484125,141,56.4,5610484123,140,88.9,5610484119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597869,17,43,1,0,30,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-30T13:01:18.813Z,2025-03-30T13:02:31Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5610491497,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597911,18,1,1,0,33,dbl7ir1qugqz8nvp1vzn8im50,0,11.0,18.0,2025-03-30T13:01:21.046Z,2025-03-30T13:01:21Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5610484255,157,,5610484257,56,Back,5610484267,1,,5610484261,141,17.6,5610484265,213,6.22,5610484263,212,4.2,5610484259,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597997,20,1,1,0,34,dbl7ir1qugqz8nvp1vzn8im50,1,11.0,15.5,2025-03-30T13:01:22.879Z,2025-03-30T13:01:26Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5610484669,56,Back,5610484675,212,14.6,5610484673,141,36.6,5610484677,213,1.77,5610484671,140,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598035,21,1,1,0,35,dbl7ir1qugqz8nvp1vzn8im50,0,8.2,36.1,2025-03-30T13:01:23.325Z,2025-03-30T15:03:24Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5610484911,1,,5610484905,141,23.6,5610484903,140,62.0,5610484899,155,,5610484909,213,6.13,5610484907,212,57.1,5610484901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597951,14,61,1,0,35,a9vw7ikerpr4cuweeeka5aneg,1,90.5,90.9,2025-03-30T13:01:23.416Z,2025-03-30T13:01:23Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5610484441,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598075,15,44,1,0,41,a9vw7ikerpr4cuweeeka5aneg,1,38.2,74.3,2025-03-30T13:01:29.892Z,2025-03-30T15:05:02Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5610485145,233,22,5610485117,56,Back,5610485119,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598045,22,44,1,0,41,dbl7ir1qugqz8nvp1vzn8im50,0,61.8,25.7,2025-03-30T13:01:29.893Z,2025-03-30T15:05:03Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5610484939,56,Center,5610484941,286,,5610485179,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598121,16,1,1,0,42,a9vw7ikerpr4cuweeeka5aneg,0,38.5,70.8,2025-03-30T13:01:30.628Z,2025-03-30T15:03:29Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5610485365,212,27.0,5610485357,3,,5610485363,141,77.0,5610485359,56,Center,5610485361,140,63.9,5610485367,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598195,17,43,1,0,49,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-03-30T13:01:37.844Z,2025-03-30T13:17:47Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5610607397,144,1,5610485769,213,6.18,5610485765,141,92.7,5610485763,140,72.9,5610485761,56,Left,5610485767,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793620081,141,1,1,0,50,a9vw7ikerpr4cuweeeka5aneg,1,60.7,69.9,2025-03-30T13:01:38.653Z,2025-03-30T13:16:50Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5610599307,140,63.0,5610599313,213,0.76,5610599311,212,3.3,5610599305,56,Center,5610599309,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793612599,82,1,1,0,50,a9vw7ikerpr4cuweeeka5aneg,0,64.3,68.8,2025-03-30T13:01:38.656Z,2025-03-30T13:17:59Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5610560735,213,3.18,5610560733,212,5.4,5610560729,140,59.2,5610560727,56,Center,5610560731,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598289,23,1,1,0,54,dbl7ir1qugqz8nvp1vzn8im50,1,23.8,10.9,2025-03-30T13:01:42.005Z,2025-03-30T13:01:43Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5610486285,212,10.9,5610486283,141,22.4,5610486279,56,Back,5610486281,140,31.0,5610486287,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598313,25,1,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,1,31.0,22.4,2025-03-30T13:01:43.112Z,2025-03-30T13:01:44Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5610486397,56,Back,5610486401,141,9.8,5610486399,140,28.1,5610486403,212,9.1,5610486405,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598355,26,1,1,0,56,dbl7ir1qugqz8nvp1vzn8im50,1,28.1,9.8,2025-03-30T13:01:44.086Z,2025-03-30T13:01:47Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5610486673,213,0.32,5610486667,140,37.1,5610486665,56,Back,5610486671,212,10.0,5610486669,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598359,27,61,1,0,59,dbl7ir1qugqz8nvp1vzn8im50,0,37.1,14.4,2025-03-30T13:01:47.629Z,2025-03-30T13:01:48Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5610486697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598367,28,83,1,1,0,dbl7ir1qugqz8nvp1vzn8im50,0,37.1,14.4,2025-03-30T13:01:48.245Z,2025-03-30T13:01:54Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5610487369,399,dfxs5u8rdcxhzp33aks3acdn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598389,18,1,1,1,1,a9vw7ikerpr4cuweeeka5aneg,0,74.0,88.6,2025-03-30T13:01:49.114Z,2025-03-30T13:01:49Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5610486875,141,88.0,5610486873,140,84.0,5610486871,56,Left,5610486877,212,10.5,5610486879,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598441,29,1,1,1,1,dbl7ir1qugqz8nvp1vzn8im50,0,16.8,12.6,2025-03-30T13:01:49.685Z,2025-03-30T13:01:53Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5610487129,213,0.17,5610487133,1,,5610487117,157,,5610487127,212,51.6,5610487121,140,65.3,5610487119,56,Center,5610487123,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598459,19,44,1,1,4,a9vw7ikerpr4cuweeeka5aneg,1,37.2,76.2,2025-03-30T13:01:52.412Z,2025-03-30T15:05:03Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5610487239,56,Back,5610487241,285,,5610487413,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598455,30,44,1,1,4,dbl7ir1qugqz8nvp1vzn8im50,0,62.8,23.8,2025-03-30T13:01:52.413Z,2025-03-30T15:05:03Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5610487479,233,19,5610487225,286,,5610487223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598473,20,1,1,1,5,a9vw7ikerpr4cuweeeka5aneg,0,41.4,78.4,2025-03-30T13:01:53.043Z,2025-03-30T13:01:53Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5610487321,56,Center,5610487327,212,19.0,5610487329,213,6.23,5610487323,140,59.5,5610487325,141,76.9,5610487319,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598567,31,1,1,1,7,dbl7ir1qugqz8nvp1vzn8im50,1,46.8,23.3,2025-03-30T13:01:55.573Z,2025-03-30T13:01:58Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5610487845,213,5.87,5610487843,212,13.1,5610487839,140,58.2,5610487841,141,15.6,5610487837,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598597,32,1,1,1,9,dbl7ir1qugqz8nvp1vzn8im50,1,58.2,15.6,2025-03-30T13:01:57.901Z,2025-03-30T13:02:01Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5610488009,141,8.0,5610488011,212,11.0,5610488005,56,Right,5610488013,213,5.79,5610488007,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598649,33,1,1,1,13,dbl7ir1qugqz8nvp1vzn8im50,1,67.5,13.2,2025-03-30T13:02:01.056Z,2025-03-30T13:02:03Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5610488331,141,12.5,5610488323,56,Right,5610488333,212,11.6,5610488335,213,3.18,5610488327,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793598707,34,1,1,1,15,dbl7ir1qugqz8nvp1vzn8im50,1,54.2,12.5,2025-03-30T13:02:03.716Z,2025-03-30T13:02:06Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5610488611,213,2.62,5610488605,140,39.2,5610488603,56,Back,5610488607,141,25.9,5610488609,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
