id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2713273587,5,61,1,0,15,6wwwud48qahpwrfxs20334qk5,1,41.5,68.5,2024-08-25T13:01:26.883Z,2024-08-25T15:14:56Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5172311467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273639,6,1,1,0,17,6wwwud48qahpwrfxs20334qk5,0,43.3,76.0,2024-08-25T13:01:29.624Z,2024-08-25T15:14:55Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5172311669,141,89.9,5172311671,212,20.0,5172311665,56,Left,5172311667,140,60.1,5172311673,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273627,8,8,1,0,18,8gxd9ry2580pu1b1dd5ny9ymy,1,41.3,5.9,2024-08-25T13:01:29.828Z,2024-08-25T13:01:30Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5172311625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273683,9,61,1,0,21,8gxd9ry2580pu1b1dd5ny9ymy,1,41.6,4.7,2024-08-25T13:01:32.724Z,2024-08-25T13:59:58Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5172569119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273761,7,5,1,0,21,6wwwud48qahpwrfxs20334qk5,1,55.5,101.6,2024-08-25T13:01:33.452Z,2024-08-25T15:12:37Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5172312199,347,,5172312245,233,10,5172312195,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273703,10,5,1,0,21,8gxd9ry2580pu1b1dd5ny9ymy,0,44.5,-1.6,2024-08-25T13:01:33.452Z,2024-08-25T15:12:38Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5172311985,347,,5172312271,233,7,5172311983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273855,8,1,1,0,29,6wwwud48qahpwrfxs20334qk5,1,47.9,100.0,2024-08-25T13:01:40.802Z,2024-08-25T13:01:42Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5172312657,140,46.3,5172312663,213,4.52,5172312655,56,Back,5172312661,212,9.0,5172312659,141,89.0,5172312653,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273873,9,1,1,0,30,6wwwud48qahpwrfxs20334qk5,1,45.7,86.5,2024-08-25T13:01:42.568Z,2024-08-25T13:01:43Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5172312727,141,93.6,5172312725,140,40.2,5172312723,56,Back,5172312731,213,2.45,5172312729,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273941,10,1,1,0,32,6wwwud48qahpwrfxs20334qk5,1,40.2,93.6,2024-08-25T13:01:43.657Z,2024-08-25T13:01:48Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5172313011,140,23.9,5172313017,213,3.28,5172313013,141,90.2,5172313009,56,Back,5172313015,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713273983,11,1,1,0,36,6wwwud48qahpwrfxs20334qk5,1,21.1,83.2,2024-08-25T13:01:48.249Z,2024-08-25T15:14:57Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5172313209,140,11.4,5172313215,213,4.02,5172313213,212,15.9,5172313211,141,65.2,5172313207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274013,12,1,1,0,40,6wwwud48qahpwrfxs20334qk5,1,9.7,63.9,2024-08-25T13:01:52.417Z,2024-08-25T13:01:53Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5172313321,213,4.81,5172313317,141,42.2,5172313319,212,14.8,5172313313,56,Back,5172313315,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274035,13,1,1,0,41,6wwwud48qahpwrfxs20334qk5,1,11.1,42.2,2024-08-25T13:01:53.320Z,2024-08-25T13:01:55Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5172313397,56,Back,5172313401,141,36.3,5172313405,213,6.10,5172313399,140,31.2,5172313403,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274099,14,1,1,0,43,6wwwud48qahpwrfxs20334qk5,1,32.5,34.8,2024-08-25T13:01:55.353Z,2024-08-25T15:14:36Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5172313765,212,34.5,5172313763,141,9.4,5172313769,1,,5172313767,213,5.76,5172313761,140,60.9,5172313759,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274115,15,1,1,0,49,6wwwud48qahpwrfxs20334qk5,1,67.9,10.1,2024-08-25T13:02:01.545Z,2024-08-25T15:14:31Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5172313891,56,Center,5172313897,212,13.1,5172313895,141,24.7,5172313893,140,59.8,5172313899,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274139,16,1,1,0,51,6wwwud48qahpwrfxs20334qk5,1,59.4,26.8,2024-08-25T13:02:02.896Z,2024-08-25T15:14:24Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5172314011,140,65.0,5172314021,213,1.20,5172314009,56,Center,5172314015,141,49.0,5172314019,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274153,17,1,1,0,53,6wwwud48qahpwrfxs20334qk5,1,64.8,49.4,2024-08-25T13:02:05.337Z,2024-08-25T15:14:32Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5172314067,141,43.3,5172314065,140,72.1,5172314069,212,8.7,5172314071,213,5.79,5172314063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274165,18,1,1,0,54,6wwwud48qahpwrfxs20334qk5,0,72.2,43.3,2024-08-25T13:02:06.177Z,2024-08-25T15:14:29Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5172314111,212,7.3,5172314109,141,53.4,5172314107,140,74.6,5172314105,56,Center,5172314113,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274147,11,61,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,1,23.5,61.1,2024-08-25T13:02:06.658Z,2024-08-25T15:06:26Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5172314037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274177,12,1,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,1,16.7,58.8,2024-08-25T13:02:07.365Z,2024-08-25T13:02:09Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5172314175,212,21.9,5172314173,141,33.1,5172314179,1,,5172314167,157,,5172314171,140,29.3,5172314177,213,5.36,5172314169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274189,14,1,1,0,57,8gxd9ry2580pu1b1dd5ny9ymy,0,29.3,33.1,2024-08-25T13:02:09.119Z,2024-08-25T13:02:09Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5172314259,140,27.7,5172314263,212,2.9,5172314261,141,36.6,5172314265,213,2.19,5172314257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274209,19,8,1,0,59,6wwwud48qahpwrfxs20334qk5,1,74.9,53.0,2024-08-25T13:02:10.984Z,2024-08-25T15:14:21Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5172314337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274239,15,5,1,1,0,8gxd9ry2580pu1b1dd5ny9ymy,1,-0.4,23.8,2024-08-25T13:02:12.052Z,2024-08-25T15:12:39Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5172314461,346,,5172314459,56,Back,5172314463,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274237,20,5,1,1,0,6wwwud48qahpwrfxs20334qk5,0,100.4,76.2,2024-08-25T13:02:12.052Z,2024-08-25T15:12:39Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5172314455,56,Center,5172314457,346,,5172314495,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274499,16,1,1,1,14,8gxd9ry2580pu1b1dd5ny9ymy,1,4.2,57.9,2024-08-25T13:02:26.340Z,2024-08-25T13:02:31Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5172315797,212,8.7,5172315803,237,,5172315785,124,,5172315795,141,70.5,5172315789,56,Back,5172315799,213,1.40,5172315793,140,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274535,17,1,1,1,19,8gxd9ry2580pu1b1dd5ny9ymy,1,11.4,74.7,2024-08-25T13:02:31.557Z,2024-08-25T13:02:34Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5172316009,141,72.6,5172316015,213,6.24,5172316013,212,33.5,5172316005,56,Back,5172316021,1,,5172316007,140,43.3,5172316001,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274577,18,1,1,1,22,8gxd9ry2580pu1b1dd5ny9ymy,1,43.3,74.8,2024-08-25T13:02:34.172Z,2024-08-25T13:02:36Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5172316195,56,Back,5172316211,213,1.24,5172316199,140,46.3,5172316201,141,88.4,5172316207,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274591,19,3,1,1,24,8gxd9ry2580pu1b1dd5ny9ymy,0,43.4,87.8,2024-08-25T13:02:35.868Z,2024-08-25T13:02:43Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5172316263,56,Back,5172316267,286,,5172316581,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274641,21,7,1,1,24,6wwwud48qahpwrfxs20334qk5,1,56.6,12.2,2024-08-25T13:02:35.869Z,2024-08-25T13:02:43Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5172316519,285,,5172316517,56,Right,5172316515,167,,5172316543,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274635,20,5,1,1,25,8gxd9ry2580pu1b1dd5ny9ymy,1,50.4,101.8,2024-08-25T13:02:37.133Z,2024-08-25T15:12:39Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5172316493,56,Left,5172316495,347,,5172316881,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274691,22,5,1,1,25,6wwwud48qahpwrfxs20334qk5,0,49.6,-1.8,2024-08-25T13:02:37.133Z,2024-08-25T15:12:40Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5172316899,233,20,5172316805,347,,5172316803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274845,21,1,1,1,39,8gxd9ry2580pu1b1dd5ny9ymy,1,54.0,100.0,2024-08-25T13:02:51.477Z,2024-08-25T13:02:55Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5172317655,141,93.9,5172317661,1,,5172317659,213,3.37,5172317653,140,31.2,5172317651,56,Back,5172317657,212,24.6,5172317649,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274947,22,1,1,1,43,8gxd9ry2580pu1b1dd5ny9ymy,1,29.3,91.4,2024-08-25T13:02:55.348Z,2024-08-25T13:03:01Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5172318111,140,47.1,5172318117,213,5.24,5172318119,1,,5172318113,141,44.5,5172318115,212,37.0,5172318109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713274971,23,1,1,1,49,8gxd9ry2580pu1b1dd5ny9ymy,1,61.1,31.5,2024-08-25T13:03:01.404Z,2024-08-25T13:03:03Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5172318211,56,Right,5172318217,212,19.3,5172318213,140,67.1,5172318219,213,5.04,5172318215,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275025,24,1,1,1,51,8gxd9ry2580pu1b1dd5ny9ymy,1,67.1,4.6,2024-08-25T13:03:03.332Z,2024-08-25T13:03:05Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5172318441,141,6.4,5172318437,56,Right,5172318439,140,86.9,5172318445,213,0.06,5172318443,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275029,25,61,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,0,86.9,6.4,2024-08-25T13:03:05.820Z,2024-08-25T13:03:06Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5172318469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275087,23,12,1,1,56,6wwwud48qahpwrfxs20334qk5,1,5.1,90.0,2024-08-25T13:03:08.329Z,2024-08-25T13:03:10Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5172318699,56,Back,5172318705,212,8.2,5172318703,141,100.0,5172318707,213,1.65,5172318745,167,,5172318701,140,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275093,24,5,1,1,57,6wwwud48qahpwrfxs20334qk5,0,4.9,101.8,2024-08-25T13:03:09.121Z,2024-08-25T15:12:40Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5172319407,233,26,5172318727,347,,5172318725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275217,26,5,1,1,57,8gxd9ry2580pu1b1dd5ny9ymy,1,95.1,-1.8,2024-08-25T13:03:09.121Z,2024-08-25T15:12:40Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5172319307,56,Right,5172319375,233,24,5172319309,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275297,27,1,1,2,4,8gxd9ry2580pu1b1dd5ny9ymy,0,94.3,0.0,2024-08-25T13:03:16.164Z,2024-08-25T13:03:18Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5172319589,213,1.31,5172319583,140,98.7,5172319581,56,Center,5172319587,212,17.9,5172319579,107,,5172319585,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275327,25,12,1,2,7,6wwwud48qahpwrfxs20334qk5,1,5.3,71.5,2024-08-25T13:03:19.361Z,2024-08-25T13:03:21Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5172319757,141,76.0,5172319761,213,0.39,5172319755,140,12.3,5172319753,56,Back,5172319799,15,,5172319759,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275399,27,1,1,2,10,6wwwud48qahpwrfxs20334qk5,1,12.5,76.0,2024-08-25T13:03:21.921Z,2024-08-25T13:29:49Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5172320099,141,63.0,5172320095,56,Back,5172320103,212,16.0,5172320097,140,25.2,5172320105,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275475,28,1,1,2,12,6wwwud48qahpwrfxs20334qk5,1,25.6,64.5,2024-08-25T13:03:23.729Z,2024-08-25T15:14:23Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5172320501,212,50.4,5172320497,140,66.4,5172320499,141,25.5,5172320505,1,,5172320495,56,Center,5172320503,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275657,29,1,1,2,22,6wwwud48qahpwrfxs20334qk5,1,85.8,28.0,2024-08-25T13:03:34.394Z,2024-08-25T13:03:36Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5172321423,213,4.75,5172321417,140,86.0,5172321415,56,Right,5172321419,141,19.2,5172321421,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275711,30,1,1,2,24,6wwwud48qahpwrfxs20334qk5,1,85.0,18.3,2024-08-25T13:03:36.369Z,2024-08-25T13:03:39Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5172321673,141,34.3,5172321675,212,14.6,5172321669,56,Center,5172321677,213,2.30,5172321671,140,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713275809,31,1,1,2,27,6wwwud48qahpwrfxs20334qk5,1,75.0,37.0,2024-08-25T13:03:38.954Z,2024-08-25T13:03:44Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5172322207,56,Center,5172322211,141,69.6,5172322213,212,23.2,5172322215,213,1.27,5172322209,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713278821,53,83,1,2,31,8gxd9ry2580pu1b1dd5ny9ymy,0,20.9,41.5,2024-08-25T13:03:42.917Z,2024-08-25T13:06:34Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5172338555,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
