id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2709231703,5,3,1,0,15,dbl7ir1qugqz8nvp1vzn8im50,0,58.2,35.7,2024-08-16T17:02:09.418Z,2024-08-16T17:55:20Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5150098897,286,,5150099017,233,7,5150098895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231681,7,7,1,0,15,ajtb177oqwawkdwbqhldmq6mx,1,41.8,64.3,2024-08-16T17:02:09.419Z,2024-08-16T17:55:20Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5150099007,233,5,5150098779,56,Back,5150098783,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231705,8,1,1,0,16,ajtb177oqwawkdwbqhldmq6mx,1,42.2,57.6,2024-08-16T17:02:10.866Z,2024-08-16T17:02:14Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5150098903,141,38.0,5150098901,140,30.4,5150098905,212,18.2,5150098899,56,Back,5150098907,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231751,9,1,1,0,20,ajtb177oqwawkdwbqhldmq6mx,1,29.9,31.8,2024-08-16T17:02:14.635Z,2024-08-16T17:02:19Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5150099163,213,1.62,5150099161,212,21.5,5150099157,140,28.8,5150099159,141,63.4,5150099155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231779,10,1,1,0,25,ajtb177oqwawkdwbqhldmq6mx,0,28.8,56.6,2024-08-16T17:02:19.459Z,2024-08-16T17:02:22Z,9213debwtuph6cjborx73sx78,O. Søe,,,5150099311,141,28.6,5150099313,212,63.7,5150099305,157,,5150099309,140,86.7,5150099317,1,,5150099315,213,5.98,5150099307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231857,7,1,1,0,37,dbl7ir1qugqz8nvp1vzn8im50,1,10.1,54.5,2024-08-16T17:02:31.586Z,2024-08-16T17:02:35Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5150099677,140,13.3,5150099683,213,1.09,5150099681,212,7.3,5150099673,123,,5150099679,141,64.0,5150099675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231873,8,1,1,0,40,dbl7ir1qugqz8nvp1vzn8im50,1,16.7,49.3,2024-08-16T17:02:35.305Z,2024-08-16T17:02:37Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5150099773,213,4.46,5150099771,212,13.1,5150099765,56,Back,5150099769,141,30.7,5150099767,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231891,9,1,1,0,43,dbl7ir1qugqz8nvp1vzn8im50,1,11.4,26.7,2024-08-16T17:02:37.417Z,2024-08-16T17:02:42Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5150099899,140,18.3,5150099901,141,6.2,5150099903,212,15.7,5150099897,56,Back,5150099905,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231909,10,1,1,0,47,dbl7ir1qugqz8nvp1vzn8im50,0,23.3,5.9,2024-08-16T17:02:42.153Z,2024-08-16T17:02:45Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5150099993,155,,5150099999,141,30.3,5150099995,56,Center,5150100001,212,40.4,5150099997,140,58.4,5150100003,213,0.42,5150100005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232783,35,61,1,0,51,dbl7ir1qugqz8nvp1vzn8im50,1,60.7,29.9,2024-08-16T17:02:46.019Z,2024-08-16T17:13:26Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5150106541,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231935,12,1,1,0,54,ajtb177oqwawkdwbqhldmq6mx,1,40.4,83.2,2024-08-16T17:02:48.507Z,2024-08-16T17:02:49Z,9213debwtuph6cjborx73sx78,O. Søe,,,5150100127,140,44.0,5150100133,213,1.01,5150100131,212,7.1,5150100129,141,92.1,5150100125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231943,13,1,1,0,55,ajtb177oqwawkdwbqhldmq6mx,1,44.0,92.1,2024-08-16T17:02:49.435Z,2024-08-16T17:02:50Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5150100161,140,31.8,5150100173,213,3.14,5150100165,141,92.1,5150100169,212,12.8,5150100157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231949,14,1,1,0,55,ajtb177oqwawkdwbqhldmq6mx,1,31.8,92.1,2024-08-16T17:02:50.123Z,2024-08-16T17:02:51Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5150100187,212,12.2,5150100183,140,40.5,5150100181,56,Back,5150100189,213,5.56,5150100185,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231957,15,1,1,0,56,ajtb177oqwawkdwbqhldmq6mx,0,40.5,80.2,2024-08-16T17:02:51.148Z,2024-08-16T17:02:51Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5150100225,212,14.3,5150100223,141,59.3,5150100221,140,38.7,5150100219,56,Back,5150100227,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232021,12,1,1,1,2,dbl7ir1qugqz8nvp1vzn8im50,1,67.7,70.0,2024-08-16T17:02:56.881Z,2024-08-16T17:03:02Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5150100545,56,Left,5150100549,141,87.7,5150100551,212,15.1,5150100553,213,0.92,5150100547,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232053,13,1,1,1,7,dbl7ir1qugqz8nvp1vzn8im50,1,76.3,79.4,2024-08-16T17:03:01.825Z,2024-08-16T17:03:20Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,1.0,,5150100669,155,,5150100671,56,Center,5150100673,140,93.2,5150100679,213,5.36,5150100675,141,44.8,5150100677,212,29.5,5150101123,154,,5150101121,210,13,5150100667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232057,14,13,1,1,11,dbl7ir1qugqz8nvp1vzn8im50,1,93.2,44.8,2024-08-16T17:03:05.666Z,2024-08-16T20:40:13Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5150100817,328,,5150101149,102,40.3,5150100685,22,,5150101139,75,,5150101141,29,,5150101143,154,,5150101145,55,13,5150100687,17,,5150100689,56,Center,5150101155,231,50.5,5150101151,103,18.1,5150101153,230,98.9,5150100813,15,,,,,,,,,,,,,,,,
2709232181,16,5,1,1,11,ajtb177oqwawkdwbqhldmq6mx,1,-1.4,57.6,2024-08-16T17:03:06.275Z,2024-08-16T17:03:28Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5150101343,56,Back,5150101349,233,15,5150101345,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232061,15,5,1,1,12,dbl7ir1qugqz8nvp1vzn8im50,0,101.2,42.0,2024-08-16T17:03:07.129Z,2024-08-16T17:03:28Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5150100709,56,Center,5150100711,346,,5150101387,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232197,17,1,1,1,32,ajtb177oqwawkdwbqhldmq6mx,0,4.4,51.6,2024-08-16T17:03:26.917Z,2024-08-16T17:03:30Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5150101449,56,Center,5150101457,213,6.03,5150101455,212,65.4,5150101459,1,,5150101447,124,,5150101453,141,27.7,5150101451,140,64.7,5150101463,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232205,16,44,1,1,34,dbl7ir1qugqz8nvp1vzn8im50,1,34.6,72.8,2024-08-16T17:03:29.338Z,2024-08-16T19:16:57Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5150101501,285,,5150101499,56,Back,5150101525,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232201,18,44,1,1,34,ajtb177oqwawkdwbqhldmq6mx,0,65.4,27.2,2024-08-16T17:03:29.339Z,2024-08-16T19:16:57Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5150101487,286,,5150101543,233,16,5150101485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232213,17,1,1,1,35,dbl7ir1qugqz8nvp1vzn8im50,0,33.6,73.5,2024-08-16T17:03:29.850Z,2024-08-16T17:03:30Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5150101519,141,71.5,5150101515,56,Center,5150101513,3,,5150101523,213,6.21,5150101521,212,17.8,5150101517,140,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232227,19,1,1,1,36,ajtb177oqwawkdwbqhldmq6mx,1,35.1,44.0,2024-08-16T17:03:30.919Z,2024-08-16T17:03:33Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5150101577,212,9.7,5150101579,213,4.82,5150101575,141,29.8,5150101569,3,,5150101573,140,36.1,5150101571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232235,20,1,1,1,38,ajtb177oqwawkdwbqhldmq6mx,1,36.1,29.8,2024-08-16T17:03:32.859Z,2024-08-16T17:03:34Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5150101621,141,25.9,5150101623,212,9.6,5150101619,140,27.3,5150101617,56,Back,5150101625,213,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232253,21,1,1,1,40,ajtb177oqwawkdwbqhldmq6mx,0,27.3,25.9,2024-08-16T17:03:34.563Z,2024-08-16T17:03:36Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5150101715,56,Right,5150101719,141,15.6,5150101713,157,,5150101723,213,6.15,5150101721,212,53.4,5150101717,140,77.7,5150101725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232269,18,1,1,1,42,dbl7ir1qugqz8nvp1vzn8im50,1,20.6,78.1,2024-08-16T17:03:37.280Z,2024-08-16T17:03:39Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5150101807,141,95.4,5150101809,212,13.2,5150101805,140,26.2,5150101811,213,1.11,5150101801,3,,5150101803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232299,20,1,1,1,45,dbl7ir1qugqz8nvp1vzn8im50,1,27.1,92.4,2024-08-16T17:03:39.858Z,2024-08-16T17:03:41Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5150101943,213,4.95,5150101941,212,8.5,5150101939,141,80.2,5150101935,56,Back,5150101937,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232309,21,1,1,1,46,dbl7ir1qugqz8nvp1vzn8im50,0,29.0,80.2,2024-08-16T17:03:41.121Z,2024-08-16T17:03:43Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5150101993,213,1.31,5150101991,212,15.3,5150101985,56,Back,5150101989,141,100.0,5150101987,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232311,22,5,1,1,48,dbl7ir1qugqz8nvp1vzn8im50,0,32.5,101.8,2024-08-16T17:03:43.085Z,2024-08-16T17:03:50Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5150102231,233,22,5150102001,347,,5150101999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232343,22,5,1,1,49,ajtb177oqwawkdwbqhldmq6mx,1,67.4,-1.9,2024-08-16T17:03:43.725Z,2024-08-16T17:03:50Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5150102217,56,Right,5150102225,233,22,5150102219,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232353,23,1,1,1,54,ajtb177oqwawkdwbqhldmq6mx,1,66.2,0.0,2024-08-16T17:03:48.979Z,2024-08-16T17:03:50Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5150102261,1,,5150102251,56,Center,5150102253,140,81.0,5150102255,141,30.3,5150102259,213,0.96,5150102249,107,,5150102257,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232367,24,1,1,1,55,ajtb177oqwawkdwbqhldmq6mx,1,81.2,30.7,2024-08-16T17:03:50.331Z,2024-08-16T17:03:52Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5150102317,213,6.02,5150102309,56,Center,5150102313,141,23.7,5150102311,140,98.1,5150102315,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232379,25,1,1,1,57,ajtb177oqwawkdwbqhldmq6mx,0,97.8,24.4,2024-08-16T17:03:52.331Z,2024-08-16T17:04:44Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5150104629,2,,5150102359,56,Center,5150102365,212,13.7,5150102367,213,1.58,5150102361,140,97.7,5150102363,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232389,23,12,1,1,58,dbl7ir1qugqz8nvp1vzn8im50,1,6.4,60.2,2024-08-16T17:03:53.001Z,2024-08-16T17:03:54Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5150102407,141,71.8,5150102403,56,Back,5150102411,213,1.69,5150102409,212,7.9,5150102405,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232405,24,12,1,1,59,dbl7ir1qugqz8nvp1vzn8im50,1,5.5,71.8,2024-08-16T17:03:54.192Z,2024-08-16T19:34:19Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5150102507,140,29.3,5150102513,213,6.22,5150102511,212,25.0,5150102505,56,Back,5150102509,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232447,26,1,1,2,5,ajtb177oqwawkdwbqhldmq6mx,1,58.8,23.6,2024-08-16T17:03:59.956Z,2024-08-16T17:04:03Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5150102755,141,4.7,5150102759,212,13.8,5150102761,213,5.09,5150102753,140,63.6,5150102751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232453,27,1,1,2,8,ajtb177oqwawkdwbqhldmq6mx,1,63.6,4.7,2024-08-16T17:04:03.043Z,2024-08-16T19:48:59Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5150102801,56,Right,5150102803,140,56.5,5150102807,212,7.6,5150102805,141,7.0,5150102809,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232463,28,1,1,2,10,ajtb177oqwawkdwbqhldmq6mx,1,56.7,7.9,2024-08-16T17:04:04.691Z,2024-08-16T17:04:06Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5150102845,141,25.3,5150102849,213,1.21,5150102847,212,12.7,5150102841,56,Center,5150102843,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232473,29,1,1,2,11,ajtb177oqwawkdwbqhldmq6mx,1,61.0,25.5,2024-08-16T17:04:06.106Z,2024-08-16T17:04:07Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5150102919,213,4.68,5150102915,141,15.0,5150102913,140,60.8,5150102911,56,Right,5150102917,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232481,30,1,1,2,13,ajtb177oqwawkdwbqhldmq6mx,1,60.8,15.0,2024-08-16T17:04:07.395Z,2024-08-16T17:04:08Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5150102957,212,9.0,5150102945,56,Center,5150102949,140,62.3,5150102953,141,28.0,5150102961,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232501,31,1,1,2,13,ajtb177oqwawkdwbqhldmq6mx,1,62.3,28.0,2024-08-16T17:04:08.195Z,2024-08-16T17:04:10Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5150103089,213,5.30,5150103085,212,17.9,5150103077,140,71.7,5150103081,141,6.1,5150103073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232505,32,1,1,2,14,ajtb177oqwawkdwbqhldmq6mx,0,71.7,6.1,2024-08-16T17:04:08.723Z,2024-08-16T19:48:57Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5150103103,213,0.08,5150103101,212,5.4,5150103099,141,6.7,5150103095,56,Right,5150103097,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232493,25,8,1,2,15,dbl7ir1qugqz8nvp1vzn8im50,1,27.9,89.3,2024-08-16T17:04:09.676Z,2024-08-16T17:04:09Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5150103045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232535,27,1,1,2,15,dbl7ir1qugqz8nvp1vzn8im50,1,27.5,89.3,2024-08-16T17:04:10.304Z,2024-08-16T17:04:12Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5150103273,56,Back,5150103275,140,32.3,5150103279,212,6.1,5150103277,141,84.2,5150103281,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232569,28,1,1,2,18,dbl7ir1qugqz8nvp1vzn8im50,1,28.6,82.1,2024-08-16T17:04:12.720Z,2024-08-16T17:04:16Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5150103477,213,4.91,5150103475,212,12.6,5150103471,140,31.0,5150103473,141,63.9,5150103469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
